"mountain_no","mountain_name","review_classification","active_review_required","top_summit_candidate_id","top_grounding_assisted_score","second_summit_candidate_id","score_gap_to_second","grounding_reference_status","has_usable_coordinate","coordinate_conflict","grounding_distance_m","grounding_distance_tier","grounding_elevation_diff_m","grounding_name_match_status","grounding_municipality_match_status","stage21_review_status","stage21_top_candidate_id","stage21_stage23_agree","candidate_count","candidate_count_within_50m","candidate_count_within_250m","review_reason_codes","notes"
"116","北三方ヶ森","review_required_coordinate_conflict","true","summit-candidate:80368eea9aabeb96","0.5","summit-candidate:3111fcf6a23addd2","0.12","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:80368eea9aabeb96","true","15","0","0","coordinate_conflict",""
"117","大友山","review_required_coordinate_conflict","true","summit-candidate:2b56d4ad77a0c4b7","0.63","summit-candidate:9b4175d2d4104530","0.18","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:2b56d4ad77a0c4b7","true","31","0","0","coordinate_conflict",""
"119","寒風山","review_required_coordinate_conflict","true","summit-candidate:23eea13de5db5c9f","0.56","summit-candidate:9a59c4b620ba3792","0.11000000000000004","coordinate_conflict","true","true","","grounding_unavailable","","","","high","summit-candidate:23eea13de5db5c9f","true","7","0","0","coordinate_conflict",""
"120","ちち山","review_required_coordinate_conflict","true","summit-candidate:453327d51d16e202","0.63","summit-candidate:9a59c4b620ba3792","0","coordinate_conflict","true","true","","grounding_unavailable","","","","medium","summit-candidate:b87c90ebd1eb0d06","false","9","0","0","coordinate_conflict",""
"121","笹ヶ峰","review_required_coordinate_conflict","true","summit-candidate:453327d51d16e202","0.63","summit-candidate:9a59c4b620ba3792","0","coordinate_conflict","true","true","","grounding_unavailable","","","","high","summit-candidate:b87c90ebd1eb0d06","false","15","0","0","coordinate_conflict",""
"122","松軒山","review_required_coordinate_conflict","true","summit-candidate:51a919059b1a6dbb","0.28","summit-candidate:23c112538ef91e0d","0.07000000000000003","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:51a919059b1a6dbb","true","19","0","0","coordinate_conflict",""
"123","三山","review_required_coordinate_conflict","true","summit-candidate:35b464661fa62df9","0.56","summit-candidate:3a491eecbf684185","0.3500000000000001","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:35b464661fa62df9","true","22","0","0","coordinate_conflict",""
"126","石灰山","review_required_coordinate_conflict","true","summit-candidate:4d0f5f75da9165b8","0.38","summit-candidate:45439217573adfc4","0.17","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:35b464661fa62df9","false","25","0","0","coordinate_conflict",""
"128","狩江権現山","review_required_coordinate_conflict","true","summit-candidate:32bb5e7e1071e808","0.37","summit-candidate:84f974876f397da1","0","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:ef5127a689eaf48a","false","19","0","0","coordinate_conflict",""
"129","極山","review_required_coordinate_conflict","true","summit-candidate:ef5127a689eaf48a","0.63","summit-candidate:51c8bc6a368c422c","0.41000000000000003","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:ef5127a689eaf48a","true","13","0","0","coordinate_conflict",""
"132","鏡山","review_required_coordinate_conflict","true","summit-candidate:588c967023117267","0.5","summit-candidate:45439217573adfc4","0.29000000000000004","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:588c967023117267","true","22","0","0","coordinate_conflict",""
"134","雄甲山","review_required_coordinate_conflict","true","summit-candidate:82d3009a6c1b2511","0.57","summit-candidate:0022a746b396d4c7","0.35","coordinate_conflict","true","true","","grounding_unavailable","","","","medium","summit-candidate:82d3009a6c1b2511","true","25","0","0","coordinate_conflict",""
"135","雌甲山","review_required_coordinate_conflict","true","summit-candidate:82d3009a6c1b2511","0.57","summit-candidate:23c112538ef91e0d","0.2899999999999999","coordinate_conflict","true","true","","grounding_unavailable","","","","high","summit-candidate:82d3009a6c1b2511","true","19","0","0","coordinate_conflict",""
"136","泉ガ森","review_required_coordinate_conflict","true","summit-candidate:ff0e7de3b62f5ed8","0.56","summit-candidate:6adfa15b8dbd8966","0.3500000000000001","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:ff0e7de3b62f5ed8","true","14","0","0","coordinate_conflict",""
"137","東山","review_required_coordinate_conflict","true","summit-candidate:124ae25a51aa9a64","0.38","summit-candidate:242762a3c600ff91","0","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:5c9365b2a5a9c97f","false","22","0","0","coordinate_conflict",""
"140","高戸山","review_required_coordinate_conflict","true","summit-candidate:aadeb26cf0359691","0.56","summit-candidate:45f49d8fd831427c","0.3500000000000001","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:aadeb26cf0359691","true","25","0","0","coordinate_conflict",""
"141","犬吠山","review_required_coordinate_conflict","true","summit-candidate:cc3fbb2358d0d4fc","0.56","summit-candidate:101c1b0635c0bec0","0.3500000000000001","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:cc3fbb2358d0d4fc","true","26","0","0","coordinate_conflict",""
"142","泰の山","review_required_coordinate_conflict","true","summit-candidate:c7de309bf838af87","0.56","summit-candidate:45f49d8fd831427c","0.3500000000000001","coordinate_conflict","true","true","","grounding_unavailable","","","","high","summit-candidate:aadeb26cf0359691","false","25","0","0","coordinate_conflict",""
"147","大丸山","review_required_coordinate_conflict","true","summit-candidate:a9a2a270fb6273fe","0.57","summit-candidate:bf2b3499e08da2df","0","coordinate_conflict","true","true","","grounding_unavailable","","","","high","summit-candidate:a9a2a270fb6273fe","true","24","0","0","coordinate_conflict",""
"148","港山","review_required_coordinate_conflict","true","summit-candidate:5f001ac124f82ef6","0.63","summit-candidate:bf2b3499e08da2df","0","coordinate_conflict","true","true","","grounding_unavailable","","","","medium","summit-candidate:bf2b3499e08da2df","false","13","0","0","coordinate_conflict",""
"149","すくも山","review_required_coordinate_conflict","true","summit-candidate:40d5b4863907057a","0.21","summit-candidate:5f001ac124f82ef6","0","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:f676e5a22f523492","false","13","0","0","coordinate_conflict",""
"150","愛ノ山","review_required_coordinate_conflict","true","summit-candidate:f676e5a22f523492","0.57","summit-candidate:bf9808bbf86d5d73","0.2899999999999999","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:f676e5a22f523492","true","21","0","0","coordinate_conflict",""
"152","割石峠山","review_required_coordinate_conflict","true","summit-candidate:45f2c6fc88212acd","0.57","summit-candidate:16e9de2bedeb2d1c","0.11999999999999994","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:45f2c6fc88212acd","true","22","0","0","coordinate_conflict",""
"153","石墨山","review_required_coordinate_conflict","true","summit-candidate:9f01494435790d72","0.5","summit-candidate:16e9de2bedeb2d1c","0.04999999999999999","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:c2fc382b492cfde4","false","21","0","0","coordinate_conflict",""
"154","法師山","review_required_coordinate_conflict","true","summit-candidate:25e47e34740282d2","0.63","summit-candidate:16e9de2bedeb2d1c","0.18","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:25e47e34740282d2","true","14","0","0","coordinate_conflict",""
"155","白猪山","review_required_coordinate_conflict","true","summit-candidate:5cb1fa3d9dcf60f5","0.51","summit-candidate:16e9de2bedeb2d1c","0.06","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:c2fc382b492cfde4","false","24","0","0","coordinate_conflict",""
"156","梅ヶ谷山","review_required_coordinate_conflict","true","summit-candidate:25e47e34740282d2","0.63","summit-candidate:16e9de2bedeb2d1c","0.18","coordinate_conflict","true","true","","grounding_unavailable","","","","high","summit-candidate:25e47e34740282d2","true","16","0","0","coordinate_conflict",""
"157","樽谷山","review_required_coordinate_conflict","true","summit-candidate:16e9de2bedeb2d1c","0.63","summit-candidate:5cb1fa3d9dcf60f5","0.06000000000000005","coordinate_conflict","true","true","","grounding_unavailable","","","","high","summit-candidate:16e9de2bedeb2d1c","true","23","0","0","coordinate_conflict",""
"158","根無山","review_required_coordinate_conflict","true","summit-candidate:5cb1fa3d9dcf60f5","0.63","summit-candidate:16e9de2bedeb2d1c","0.06000000000000005","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:5cb1fa3d9dcf60f5","true","27","0","0","coordinate_conflict",""
"159","権現山","review_required_coordinate_conflict","true","summit-candidate:cf97b8470d2ed1d7","0.63","summit-candidate:ffa6a88e4e680fd5","0.12","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:cf97b8470d2ed1d7","true","29","0","0","coordinate_conflict",""
"160","黒岳","review_required_coordinate_conflict","true","summit-candidate:ffa6a88e4e680fd5","0.63","summit-candidate:7ef7c15a52318cc9","0.06000000000000005","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:ffa6a88e4e680fd5","true","14","0","0","coordinate_conflict",""
"161","エビラ山","review_required_coordinate_conflict","true","summit-candidate:09547fd48f24d064","0.63","summit-candidate:7ef7c15a52318cc9","0","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:09547fd48f24d064","true","14","0","0","coordinate_conflict",""
"162","二ッ岳","review_required_coordinate_conflict","true","summit-candidate:09547fd48f24d064","0.57","summit-candidate:7ef7c15a52318cc9","0","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:09547fd48f24d064","true","15","0","0","coordinate_conflict",""
"164","出石山","review_required_coordinate_conflict","true","summit-candidate:615a70cf4401199b","0.57","summit-candidate:37c3a34c16599379","0.35","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:615a70cf4401199b","true","15","0","0","coordinate_conflict",""
"165","綱繰山","review_required_coordinate_conflict","true","summit-candidate:53d0e375c60814f6","0.63","summit-candidate:a557f14fb032a808","0.12","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:53d0e375c60814f6","true","17","0","0","coordinate_conflict",""
"166","獅子舞の鼻","review_required_coordinate_conflict","true","summit-candidate:53d0e375c60814f6","0.57","summit-candidate:006436491de34784","0.11999999999999994","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:53d0e375c60814f6","true","13","0","0","coordinate_conflict",""
"167","冠山","review_required_coordinate_conflict","true","summit-candidate:006436491de34784","0.63","summit-candidate:a00d481162af54e2","0.13","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:006436491de34784","true","14","0","0","coordinate_conflict",""
"168","遠ヶ森","review_required_coordinate_conflict","true","summit-candidate:02fa4cfab6fa90d3","0.63","summit-candidate:0a765b89058b256b","0.42000000000000004","coordinate_conflict","true","true","","grounding_unavailable","","","","deprioritized","summit-candidate:02fa4cfab6fa90d3","true","11","0","0","coordinate_conflict",""
