mountain_no,mountain_name,summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,location_refined_rank_for_mountain,location_refined_rank_for_summit_candidate,score_gap_to_next_candidate,mutual_top1,mutual_top3,confidence,review_priority,compact_review_priority,review_bucket,location_refinement_level,csv_municipality,csv_island,matched_terms,nearest_display_name,review_reason_codes,review_priority_reason_codes,compact_review_reason_codes,notes
1,関ヶ森,summit-candidate:a0c35720552a78c8,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,573.7066666666666,592,18.29,0.79,1,1,0.12,true,true,medium,medium,medium,accept_candidate_after_map_check,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|priority_reduced_strong_match_mutual_top1,clear_mutual_top1,"mountain=関ヶ森(#1); candidate=summit-candidate:a0c35720552a78c8; track=""関ヶ森・観音山・倉谷山・芝ヶ峠""; score=0.69; name_tier=strong; ele_diff=18.29m; loc=strong_overlap; act_conf=high"
1,関ヶ森,summit-candidate:c284068144ec2cfd,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,278.01,592,313.99,0.67,2,2,0,false,true,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=関ヶ森(#1); candidate=summit-candidate:c284068144ec2cfd; track=""関ヶ森・観音山・倉谷山・芝ヶ峠""; score=0.57; name_tier=strong; ele_diff=313.99m; loc=strong_overlap; act_conf=high"
1,関ヶ森,summit-candidate:cb62a56e70cedbce,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,495.64000000000004,592,96.36,0.67,3,2,0,false,true,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=関ヶ森(#1); candidate=summit-candidate:cb62a56e70cedbce; track=""関ヶ森・観音山・倉谷山・芝ヶ峠""; score=0.57; name_tier=strong; ele_diff=96.36m; loc=strong_overlap; act_conf=high"
2,観音山,summit-candidate:cb62a56e70cedbce,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,495.64000000000004,518,22.36,0.79,1,1,0.12,true,true,medium,medium,medium,accept_candidate_after_map_check,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|priority_reduced_strong_match_mutual_top1,clear_mutual_top1,"mountain=観音山(#2); candidate=summit-candidate:cb62a56e70cedbce; track=""関ヶ森・観音山・倉谷山・芝ヶ峠""; score=0.69; name_tier=strong; ele_diff=22.36m; loc=strong_overlap; act_conf=high"
2,観音山,summit-candidate:0022a746b396d4c7,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,264.2867991594412,518,253.71,0.67,2,2,0,false,true,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=観音山(#2); candidate=summit-candidate:0022a746b396d4c7; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.57; name_tier=strong; ele_diff=253.71m; loc=strong_overlap; act_conf=high"
2,観音山,summit-candidate:13b7a4bb8154974a,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,336.02549564153543,518,181.97,0.67,3,5,0,false,false,medium,high,high,resolve_conflict,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,"mountain=観音山(#2); candidate=summit-candidate:13b7a4bb8154974a; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.57; name_tier=strong; ele_diff=181.97m; loc=strong_overlap; act_conf=high"
3,高森山,summit-candidate:e7ae682a07af2e10,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),719.2533333333334,724,4.75,0.75,1,1,0.08,true,true,medium,high,high,resolve_conflict,location_uncertain_keep,東温市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=高森山(#3); candidate=summit-candidate:e7ae682a07af2e10; track=""高森山・岩伽羅山・衣掛山・吉山(吉山城址)""; score=0.75; name_tier=strong; ele_diff=4.75m; loc=strong_overlap; act_conf=high"
3,高森山,summit-candidate:d03c84134ca0989d,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),306.31,724,417.69,0.67,2,3,0.05,false,true,medium,high,high,resolve_conflict,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,"mountain=高森山(#3); candidate=summit-candidate:d03c84134ca0989d; track=""高森山・岩伽羅山・衣掛山・吉山(吉山城址)""; score=0.57; name_tier=strong; ele_diff=417.69m; loc=strong_overlap; act_conf=high"
3,高森山,summit-candidate:b3cf76c035511afe,yamap_2026-02-22_06_23.gpx,大森山,737.4383606793477,724,13.44,0.62,3,2,0.12,false,true,medium,medium,low,low_priority,location_uncertain_keep,東温市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,"mountain=高森山(#3); candidate=summit-candidate:b3cf76c035511afe; track=""大森山""; score=0.62; name_tier=strong; ele_diff=13.44m; loc=mismatch_warning; act_conf=high"
4,岩伽羅山,summit-candidate:e7ae682a07af2e10,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),719.2533333333334,696,23.25,0.69,1,2,0.02,false,true,medium,high,high,resolve_conflict,location_uncertain_keep,東温市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=岩伽羅山(#4); candidate=summit-candidate:e7ae682a07af2e10; track=""高森山・岩伽羅山・衣掛山・吉山(吉山城址)""; score=0.69; name_tier=strong; ele_diff=23.25m; loc=strong_overlap; act_conf=high"
4,岩伽羅山,summit-candidate:d03c84134ca0989d,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),306.31,696,389.69,0.67,2,4,0.23,false,false,medium,high,high,resolve_conflict,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,"mountain=岩伽羅山(#4); candidate=summit-candidate:d03c84134ca0989d; track=""高森山・岩伽羅山・衣掛山・吉山(吉山城址)""; score=0.57; name_tier=strong; ele_diff=389.69m; loc=strong_overlap; act_conf=high"
4,岩伽羅山,summit-candidate:a94564816fd4afff,yamap_2022-03-25_12_12.gpx,十門山(十門城址)・ヨソ山,676.7066666666667,696,19.29,0.44,3,3,0.17,false,true,low,medium,low,low_priority,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=岩伽羅山(#4); candidate=summit-candidate:a94564816fd4afff; track=""十門山(十門城址)・ヨソ山""; score=0.34; name_tier=none; ele_diff=19.29m; loc=strong_overlap; act_conf=high"
5,衣掛山,summit-candidate:d03c84134ca0989d,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),306.31,463,156.69,0.67,1,5,0.1,false,false,medium,high,high,resolve_conflict,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=衣掛山(#5); candidate=summit-candidate:d03c84134ca0989d; track=""高森山・岩伽羅山・衣掛山・吉山(吉山城址)""; score=0.57; name_tier=strong; ele_diff=156.69m; loc=strong_overlap; act_conf=high"
5,衣掛山,summit-candidate:e7ae682a07af2e10,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),719.2533333333334,463,256.25,0.57,2,3,0.13,false,true,medium,high,high,resolve_conflict,location_uncertain_keep,東温市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,"mountain=衣掛山(#5); candidate=summit-candidate:e7ae682a07af2e10; track=""高森山・岩伽羅山・衣掛山・吉山(吉山城址)""; score=0.57; name_tier=strong; ele_diff=256.25m; loc=strong_overlap; act_conf=high"
5,衣掛山,summit-candidate:7880c9d0de83468b,yamap_2023-04-18_06_58.gpx,船野山,452.99666666666667,463,10,0.44,3,4,0.11,false,false,low,medium,low,low_priority,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,"mountain=衣掛山(#5); candidate=summit-candidate:7880c9d0de83468b; track=""船野山""; score=0.34; name_tier=none; ele_diff=10m; loc=strong_overlap; act_conf=high"
6,吉山(吉山城址),summit-candidate:d03c84134ca0989d,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),306.31,262,44.31,0.73,1,1,0.16,true,true,medium,medium,high,resolve_conflict,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains|priority_reduced_strong_match_mutual_top1,shared_candidate,"mountain=吉山(吉山城址)(#6); candidate=summit-candidate:d03c84134ca0989d; track=""高森山・岩伽羅山・衣掛山・吉山(吉山城址)""; score=0.63; name_tier=strong; ele_diff=44.31m; loc=strong_overlap; act_conf=high"
6,吉山(吉山城址),summit-candidate:e7ae682a07af2e10,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),719.2533333333334,262,457.25,0.57,2,4,0.19,false,false,medium,high,high,resolve_conflict,location_uncertain_keep,東温市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,"mountain=吉山(吉山城址)(#6); candidate=summit-candidate:e7ae682a07af2e10; track=""高森山・岩伽羅山・衣掛山・吉山(吉山城址)""; score=0.57; name_tier=strong; ele_diff=457.25m; loc=strong_overlap; act_conf=high"
6,吉山(吉山城址),summit-candidate:d456af62868c5044,yamap_2025-03-10_08_18.gpx,姫政山,268.5833333333333,262,6.58,0.38,3,7,0.05,false,false,low,medium,high,check_location_warning,boundary_plausible,東温市,,adjacent_municipality,今治市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,top_3_with_evidence,boundary_plausible,"mountain=吉山(吉山城址)(#6); candidate=summit-candidate:d456af62868c5044; track=""姫政山""; score=0.33; name_tier=none; ele_diff=6.58m; loc=mismatch_warning; act_conf=high"
7,尾ノ峰,summit-candidate:36e3ac8003e8b5d0,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,190.94333333333336,193,2.06,0.85,1,1,0.06,true,true,medium,medium,medium,accept_candidate_after_map_check,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|priority_reduced_strong_match_mutual_top1,clear_mutual_top1,"mountain=尾ノ峰(#7); candidate=summit-candidate:36e3ac8003e8b5d0; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.75; name_tier=strong; ele_diff=2.06m; loc=strong_overlap; act_conf=high"
7,尾ノ峰,summit-candidate:d6b806525709cc22,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,206.86333333333332,193,13.86,0.79,2,2,0.06,false,true,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=尾ノ峰(#7); candidate=summit-candidate:d6b806525709cc22; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.69; name_tier=strong; ele_diff=13.86m; loc=strong_overlap; act_conf=high"
7,尾ノ峰,summit-candidate:ac7a1ebef52ea30c,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,156.4466666666667,193,36.55,0.73,3,2,0.06,false,true,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=尾ノ峰(#7); candidate=summit-candidate:ac7a1ebef52ea30c; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.63; name_tier=strong; ele_diff=36.55m; loc=strong_overlap; act_conf=high"
8,新城山,summit-candidate:ac7a1ebef52ea30c,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,156.4466666666667,161,4.55,0.85,1,1,0.06,true,true,medium,medium,medium,accept_candidate_after_map_check,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|priority_reduced_strong_match_mutual_top1,clear_mutual_top1,"mountain=新城山(#8); candidate=summit-candidate:ac7a1ebef52ea30c; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.75; name_tier=strong; ele_diff=4.55m; loc=strong_overlap; act_conf=high"
8,新城山,summit-candidate:36e3ac8003e8b5d0,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,190.94333333333336,161,29.94,0.79,2,2,0.06,false,true,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=新城山(#8); candidate=summit-candidate:36e3ac8003e8b5d0; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.69; name_tier=strong; ele_diff=29.94m; loc=strong_overlap; act_conf=high"
8,新城山,summit-candidate:d6b806525709cc22,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,206.86333333333332,161,45.86,0.73,3,3,0.06,false,true,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=新城山(#8); candidate=summit-candidate:d6b806525709cc22; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.63; name_tier=strong; ele_diff=45.86m; loc=strong_overlap; act_conf=high"
9,腰折山,summit-candidate:d6b806525709cc22,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,206.86333333333332,213,6.14,0.85,1,1,0.06,true,true,medium,medium,medium,accept_candidate_after_map_check,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|priority_reduced_strong_match_mutual_top1,clear_mutual_top1,"mountain=腰折山(#9); candidate=summit-candidate:d6b806525709cc22; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.75; name_tier=strong; ele_diff=6.14m; loc=strong_overlap; act_conf=high"
9,腰折山,summit-candidate:36e3ac8003e8b5d0,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,190.94333333333336,213,22.06,0.79,2,3,0.12,false,true,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=腰折山(#9); candidate=summit-candidate:36e3ac8003e8b5d0; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.69; name_tier=strong; ele_diff=22.06m; loc=strong_overlap; act_conf=high"
9,腰折山,summit-candidate:40260be41579ab8f,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,299.12666666666667,213,86.13,0.67,3,4,0,false,false,medium,high,high,resolve_conflict,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,"mountain=腰折山(#9); candidate=summit-candidate:40260be41579ab8f; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.57; name_tier=strong; ele_diff=86.13m; loc=strong_overlap; act_conf=high"
10,恵良山,summit-candidate:40260be41579ab8f,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,299.12666666666667,302,2.87,0.85,1,1,0.18,true,true,medium,medium,high,resolve_conflict,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains|priority_reduced_strong_match_mutual_top1,shared_candidate,"mountain=恵良山(#10); candidate=summit-candidate:40260be41579ab8f; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.75; name_tier=strong; ele_diff=2.87m; loc=strong_overlap; act_conf=high"
10,恵良山,summit-candidate:36e3ac8003e8b5d0,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,190.94333333333336,302,111.06,0.67,2,4,0,false,false,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=恵良山(#10); candidate=summit-candidate:36e3ac8003e8b5d0; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.57; name_tier=strong; ele_diff=111.06m; loc=strong_overlap; act_conf=high"
10,恵良山,summit-candidate:ac7a1ebef52ea30c,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,156.4466666666667,302,145.55,0.67,3,4,0,false,false,medium,medium,low,low_priority,location_strong_match,松山市,,same_municipality,松山市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=恵良山(#10); candidate=summit-candidate:ac7a1ebef52ea30c; track=""尾ノ峰・新城山・腰折山・恵良山""; score=0.57; name_tier=strong; ele_diff=145.55m; loc=strong_overlap; act_conf=high"
11,皿ヶ森,summit-candidate:59c561a08189d6b9,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,630.2399999999999,633,2.76,0.85,1,1,0.18,true,true,medium,medium,high,resolve_conflict,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains|priority_reduced_strong_match_mutual_top1,shared_candidate,"mountain=皿ヶ森(#11); candidate=summit-candidate:59c561a08189d6b9; track=""皿ヶ森・経座ヶ森・ヨソ山""; score=0.75; name_tier=strong; ele_diff=2.76m; loc=strong_overlap; act_conf=high"
11,皿ヶ森,summit-candidate:7c532ef1be71a4d1,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,924.7866666666665,633,291.79,0.67,2,1,0.17,false,true,medium,medium,low,low_priority,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=皿ヶ森(#11); candidate=summit-candidate:7c532ef1be71a4d1; track=""皿ヶ森・経座ヶ森・ヨソ山""; score=0.57; name_tier=strong; ele_diff=291.79m; loc=strong_overlap; act_conf=high"
11,皿ヶ森,summit-candidate:8e8035372e25eb9d,yamap_2022-04-16_07_39.gpx,東三方ヶ森,628.7666666666668,633,4.23,0.5,3,2,0.06,false,true,low,medium,low,low_priority,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=皿ヶ森(#11); candidate=summit-candidate:8e8035372e25eb9d; track=""東三方ヶ森""; score=0.4; name_tier=none; ele_diff=4.23m; loc=strong_overlap; act_conf=high"
12,経座ヶ森,summit-candidate:59c561a08189d6b9,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,630.2399999999999,735,104.76,0.67,1,2,0,false,true,medium,high,high,resolve_conflict,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=経座ヶ森(#12); candidate=summit-candidate:59c561a08189d6b9; track=""皿ヶ森・経座ヶ森・ヨソ山""; score=0.57; name_tier=strong; ele_diff=104.76m; loc=strong_overlap; act_conf=high"
12,経座ヶ森,summit-candidate:7c532ef1be71a4d1,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,924.7866666666665,735,189.79,0.67,2,2,0.33,false,true,medium,medium,high,check_close_alternatives,location_strong_match,東温市,,same_municipality,東温市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,small_score_gap,"mountain=経座ヶ森(#12); candidate=summit-candidate:7c532ef1be71a4d1; track=""皿ヶ森・経座ヶ森・ヨソ山""; score=0.57; name_tier=strong; ele_diff=189.79m; loc=strong_overlap; act_conf=high"
12,経座ヶ森,summit-candidate:e7ae682a07af2e10,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),719.2533333333334,735,15.75,0.34,3,11,0.01,false,false,low,high,high,resolve_conflict,location_uncertain_keep,東温市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,"mountain=経座ヶ森(#12); candidate=summit-candidate:e7ae682a07af2e10; track=""高森山・岩伽羅山・衣掛山・吉山(吉山城址)""; score=0.34; name_tier=none; ele_diff=15.75m; loc=strong_overlap; act_conf=high"
13,谷上山,summit-candidate:0eff3d1ea2b48d73,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,456.90483803547824,455,1.9,0.85,1,1,0.22,true,true,medium,medium,high,resolve_conflict,location_strong_match,伊予市,,same_municipality,伊予市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains|priority_reduced_strong_match_mutual_top1,shared_candidate,"mountain=谷上山(#13); candidate=summit-candidate:0eff3d1ea2b48d73; track=""谷上山・権現山・白滝山・障子山""; score=0.75; name_tier=strong; ele_diff=1.9m; loc=strong_overlap; act_conf=high"
13,谷上山,summit-candidate:2c817617699a0a45,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,485.20803085647475,455,30.21,0.63,2,5,0.06,false,false,medium,medium,low,low_priority,location_uncertain_keep,伊予市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=谷上山(#13); candidate=summit-candidate:2c817617699a0a45; track=""谷上山・権現山・白滝山・障子山""; score=0.63; name_tier=strong; ele_diff=30.21m; loc=strong_overlap; act_conf=high"
13,谷上山,summit-candidate:c94d8d76133fda1a,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,383.6048516063258,455,71.4,0.57,3,3,0,false,true,medium,medium,low,low_priority,location_uncertain_keep,伊予市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=谷上山(#13); candidate=summit-candidate:c94d8d76133fda1a; track=""谷上山・権現山・白滝山・障子山""; score=0.57; name_tier=strong; ele_diff=71.4m; loc=strong_overlap; act_conf=high"
14,権現山,summit-candidate:0eff3d1ea2b48d73,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,456.90483803547824,479,22.1,0.79,1,2,0.04,false,true,medium,high,high,resolve_conflict,location_strong_match,伊予市,,same_municipality,伊予市,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=権現山(#14); candidate=summit-candidate:0eff3d1ea2b48d73; track=""谷上山・権現山・白滝山・障子山""; score=0.69; name_tier=strong; ele_diff=22.1m; loc=strong_overlap; act_conf=high"
14,権現山,summit-candidate:2c817617699a0a45,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,485.20803085647475,479,6.21,0.75,2,1,0.12,false,true,medium,medium,low,low_priority,location_uncertain_keep,伊予市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=権現山(#14); candidate=summit-candidate:2c817617699a0a45; track=""谷上山・権現山・白滝山・障子山""; score=0.75; name_tier=strong; ele_diff=6.21m; loc=strong_overlap; act_conf=high"
14,権現山,summit-candidate:ea5f711625df386b,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,510.2597700981308,479,31.26,0.63,3,2,0.06,false,true,medium,medium,low,low_priority,location_uncertain_keep,伊予市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,"mountain=権現山(#14); candidate=summit-candidate:ea5f711625df386b; track=""谷上山・権現山・白滝山・障子山""; score=0.63; name_tier=strong; ele_diff=31.26m; loc=strong_overlap; act_conf=high"
15,白滝山,summit-candidate:ea5f711625df386b,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,510.2597700981308,504,6.26,0.75,1,1,0.02,true,true,medium,high,medium,accept_candidate_after_map_check,location_uncertain_keep,伊予市,,candidate_boundary_ambiguous,,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,"mountain=白滝山(#15); candidate=summit-candidate:ea5f711625df386b; track=""谷上山・権現山・白滝山・障子山""; score=0.75; name_tier=strong; ele_diff=6.26m; loc=strong_overlap; act_conf=high"
