summit_candidate_id,source_gpx_basename,track_name,candidate_lat,candidate_lon,candidate_ele_m,top1_mountain_count,top3_mountain_count,top1_mountain_nos,top1_mountain_names,top3_mountain_nos,top3_mountain_names,max_score,score_spread,suggested_review_bucket,notes
summit-candidate:fec0bb942061619b,yamap_2024-09-23_07_35.gpx,中津山(明神山)・猿越山,33.5755696,133.0461981,1539.5333333333335,1,3,318,中津山(明神山),55|318|319,明神山|中津山(明神山)|猿越山,0.85,0.58,accept,top1_count=1; top3_count=3; max_score=0.85
summit-candidate:0a89128346167f6e,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,33.62142,133.0520358,1158.3666666666668,1,2,291,二箆山,244|291,二ノ岳|二箆山,0.79,0.72,accept,top1_count=1; top3_count=2; max_score=0.79
summit-candidate:110345ef4fb31191,yamap_2025-02-09_08_01.gpx,念仏山,34.1747341,133.0532069,374.65000000000003,1,2,374,念仏山,374|375,念仏山|大頭山,0.68,0.61,accept,top1_count=1; top3_count=2; max_score=0.68
summit-candidate:15c71a530dcecd2e,yamap_2022-04-25_11_35.gpx,伊之子山・左谷ノ森,33.9189905,132.9253476,943.7166666666667,1,2,72,伊之子山,72|214,伊之子山|左谷ノ森,0.7,0.52,accept,top1_count=1; top3_count=2; max_score=0.7
summit-candidate:17b2365d322cd022,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,33.9071584,132.9439167,1212.63,1,2,143,中三方ヶ森,143|494,中三方ヶ森|権現山,0.79,0.52,accept,top1_count=1; top3_count=2; max_score=0.79
summit-candidate:1946316119cd7251,yamap_2025-10-23_15_58.gpx,大峰,33.4909198,132.330294,362.5859909540507,1,2,436,大峰,436|437,大峰|堂堂山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:19baf3ce30f8991a,yamap_2024-02-17_05_38.gpx,大黒山・譲ヶ葉森,33.1234747,132.6207282,1021.9555481598042,1,2,265,譲ヶ葉森,264|265,大黒山|譲ヶ葉森,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:22e40e9eb117a033,yamap_2024-05-03_08_45.gpx,面河山,33.7513188,133.1115977,1519.8633333333335,1,2,300,面河山,77|300,大川嶺|面河山,0.85,0.63,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:276fed5ecb7b3eb4,yamap_2025-03-02_13_17.gpx,階上山,33.6859182,132.7609047,893.9066666666668,1,2,387,階上山,253|387,秦皇山|階上山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:2b56d4ad77a0c4b7,yamap_2022-09-04_12_08.gpx,大友山,33.7484344,132.8072111,404.05,1,2,117,大友山,117|254,大友山|平岡山(平岡城址),0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:3853fbbba7330ec4,yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,33.2137233,132.6584283,1010,1,2,266,郭公岳,266|395,郭公岳|北ヶ森,0.68,0.41,accept,top1_count=1; top3_count=2; max_score=0.68
summit-candidate:3a1a951de82d4254,yamap_2022-09-21_13_09.gpx,高文殊山,34.0131705,133.6055034,227.89170104701893,1,2,130,高文殊山,130|389,高文殊山|館山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:3e9348428f22a320,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,33.892102,132.788188,385.21553569431927,1,2,275,夫婦山,275|278,夫婦山|国見山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:40068653b28bad40,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,33.2001424,132.6082692,1090.3964691990484,1,2,270,毛山,61|270,三本杭|毛山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:51a919059b1a6dbb,yamap_2023-01-10_10_30.gpx,由良山,33.0306132,132.399974,194.63,1,2,122,松軒山,122|195,松軒山|由良山,0.5,0.23,accept,top1_count=1; top3_count=2; max_score=0.5
summit-candidate:54dc6f5d29d60052,yamap_2025-08-15_09_21.gpx,天狗ノ森 ,33.4805132,133.0152222,1479.58,1,2,422,天狗ノ森,421|422,五段城|天狗ノ森,0.68,0.41,accept,top1_count=1; top3_count=2; max_score=0.68
summit-candidate:591204fdc01b55b6,yamap_2022-04-30_08_30.gpx,岩黒山・筒上山・手箱山,33.7507578,133.1571706,1749.5652002309682,1,2,74,岩黒山,74|75,岩黒山|筒上山,0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:61304308f9a58d0d,yamap_2026-01-11_07_50.gpx,黒岩岳,33.654334,132.6895797,694.3566666666667,1,2,452,黒岩岳,451|452,陣が森岳|黒岩岳,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:61f36127d879648f,yamap_2022-04-27_10_31.gpx,御在所山,33.3438869,132.7560391,911.8788921966252,1,2,73,御在所山,73|449,御在所山|御在所山,0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:622b899de76208ef,yamap_2022-03-09_10_20.gpx,稔山,33.8609206,132.9700981,911.0766666666667,1,2,44,稔山,44|403,稔山|船山,0.85,0.58,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:6342f0069cd164e8,yamap_2025-04-09_06_48.gpx,新谷神南山・五十崎神南山,33.5194593,132.6057323,649.24,1,2,406,新谷神南山,406|407,新谷神南山|五十崎神南山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:682d61b87016166b,yamap_2025-03-17_13_17.gpx,高森山,33.5504243,132.669431,307.18333333333334,1,2,390,高森山,390|391,高森山|大登山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:6a1baa0667de8a9d,yamap_2025-04-06_08_48.gpx,加塚山,33.1518363,132.6299101,959.7999999999998,1,2,522,辻ヶ峰,478|522,尻割山|辻ヶ峰,0.6,0.33,accept,top1_count=1; top3_count=2; max_score=0.6
summit-candidate:6b836f5beefdd52c,yamap_2025-03-10_10_25.gpx,館山,34.1133271,133.0210613,218.65,1,2,389,館山,388|389,姫政山|館山,0.62,0.35,accept,top1_count=1; top3_count=2; max_score=0.62
summit-candidate:730e21bca5cdf60d,yamap_2026-01-04_08_20.gpx,雨森山,33.1120886,132.4865753,312.2633333333334,1,2,448,雨森山,447|448,峠ヶ森|雨森山,0.79,0.72,accept,top1_count=1; top3_count=2; max_score=0.79
summit-candidate:737ce2580de91527,yamap_2026-03-01_06_45.gpx,剣ノ山・三傍示山・塩塚峰,33.9263671,133.6759094,1041.1266666666668,1,2,474,塩塚峰,473|474,三傍示山|塩塚峰,0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:7c680b0eed0187fa,yamap_2022-03-12_09_19.gpx,道後山,33.8556124,132.7933144,221.10333333333332,1,2,46,道後山,45|46,菊ヶ森|道後山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:80368eea9aabeb96,yamap_2022-08-27_06_05.gpx,北三方ヶ森,33.9503258,132.8887705,964.82,1,2,116,北三方ヶ森,116|522,北三方ヶ森|辻ヶ峰,0.62,0.35,accept,top1_count=1; top3_count=2; max_score=0.62
summit-candidate:8f124a2a1de32654,yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,33.8344836,133.3567357,1423.7,1,2,430,三ッ森山,430|431,三ッ森山|大座礼山,0.85,0.58,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:90c3723735d95c0d,yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,33.2086892,132.6346403,1224.2266666666667,1,2,268,高月山,267|268,東高月山|高月山,0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:91cacd7deced8470,yamap_2022-06-04_14_13.gpx,勝山,33.844404,132.7665578,129.4799661552467,1,2,95,勝山,95|359,勝山|勝山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:924ccfedeb6c2d2c,yamap_2023-04-04_12_51.gpx,黒森山,33.6897024,132.8493405,1151.5666666666666,1,2,226,黒森山,226|306,黒森山|黒森山,0.68,0.41,accept,top1_count=1; top3_count=2; max_score=0.68
summit-candidate:94e39d837730a5c7,yamap_2025-04-04_06_19.gpx,コクゾ峰,33.6297301,132.7781689,822.6366666666667,1,2,404,コクゾ峰,396|404,高土の峰|コクゾ峰,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:94e96018c0a5450d,yamap_2024-05-19_08_47.gpx,二反山・青刈山,34.2837172,133.0100334,392.00666666666666,1,2,308,二反山,304|308,青刈山|二反山,0.56,0.56,accept,top1_count=1; top3_count=2; max_score=0.56
summit-candidate:97e45d6eab227d56,yamap_2024-03-03_10_00.gpx,音無山,33.1131437,132.6235455,845.57,1,2,273,音無山,273|274,音無山|天ガ森,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:9a68e7a3a97831ff,yamap_2022-04-09_14_44.gpx,大月山・高縄山,33.92961,132.8476038,950.6066666666666,1,2,64,大月山,64|316,大月山|高縄山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:9acc21860aa8a208,yamap_2022-12-12_10_30.gpx,扇山,33.7680114,132.779871,192.99666666666667,1,2,169,扇山,168|169,遠ヶ森|扇山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:9e86644a708cb211,yamap_2026-04-19_10_27.gpx,鼻欠山,33.582033,132.5041115,459.0429986192042,1,2,496,鼻欠山,495|496,雨乞山|鼻欠山,0.79,0.72,accept,top1_count=1; top3_count=2; max_score=0.79
summit-candidate:9fe4d21715424f17,yamap_2025-12-06_08_06.gpx,霧立山・地蔵山,33.3120212,132.8936817,1139.8423907433491,1,2,441,地蔵山,440|441,霧立山|地蔵山,0.79,0.52,accept,top1_count=1; top3_count=2; max_score=0.79
summit-candidate:a0c35720552a78c8,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,33.8560644,132.8432176,573.7066666666666,1,2,1,関ヶ森,1|215,関ヶ森|真城ヶ台,0.79,0.72,accept,top1_count=1; top3_count=2; max_score=0.79
summit-candidate:a96db37bf518f31a,yamap_2026-04-29_06_34.gpx,面木山・黒森,33.7912411,133.0215447,894.5,1,2,498,黒森,497|498,面木山|黒森,0.68,0.41,accept,top1_count=1; top3_count=2; max_score=0.68
summit-candidate:aa8ff99fc3bd426d,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,33.601894,133.0710189,1347.9433333333334,1,2,292,西雑誌山,292|488,西雑誌山|大ノ森,0.85,0.58,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:ac8e3853fbbf0c6f,yamap_2024-03-03_06_23.gpx,白石山,33.0072084,132.5866268,651.8438770113412,1,2,271,白石山,271|272,白石山|観音岳,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:b1d864fd1fcc9dcb,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,33.8717799,132.8815633,860.4766666666668,1,2,182,河原樋山,72|182,伊之子山|河原樋山,0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:b319c20dc9ecb5f1,yamap_2025-12-06_08_06.gpx,霧立山・地蔵山,33.3272325,132.9014493,1106.7248732843473,1,2,440,霧立山,440|441,霧立山|地蔵山,0.79,0.52,accept,top1_count=1; top3_count=2; max_score=0.79
summit-candidate:b3cf76c035511afe,yamap_2026-02-22_06_23.gpx,大森山,33.5171137,132.7257366,737.4383606793477,1,2,466,大森山,3|466,高森山|大森山,0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:ba78489e4d448645,yamap_2025-08-15_10_51.gpx,小牛城,33.4706698,132.9365377,1141.42,1,2,419,小牛城,419|420,小牛城|正木ノ森,0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:babbcdf7bbd23463,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,33.1878433,132.6355525,1222.4936499541386,1,2,61,三本杭,61|286,三本杭|横ノ森,0.85,0.58,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:bb84b00f3a929195,yamap_2026-02-14_08_22.gpx,大畑山,33.4309452,132.482212,642.6,1,2,463,大畑山,463|464,大畑山|飯之山,0.68,0.41,accept,top1_count=1; top3_count=2; max_score=0.68
summit-candidate:bf9808bbf86d5d73,yamap_2025-01-30_14_42.gpx,八堂山,33.8975964,133.1980477,191.83333333333334,1,2,371,八堂山,150|371,愛ノ山|八堂山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:c2491268ea5645b7,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,33.7502454,132.9097454,801.5633333333334,1,2,22,鍵山（象ヶ森）,22|231,鍵山（象ヶ森）|黒滝山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:c58c0ba7145621b9,yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,33.6056753,132.5543754,984.3464928489406,1,2,353,壺神山,353|523,壺神山|常住,0.69,0.42,accept,top1_count=1; top3_count=2; max_score=0.69
summit-candidate:c7ac7ff98cacc074,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,33.9400809,132.9443333,1037.9733333333334,1,2,145,楢原山,144|145,古権現山|楢原山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:c7ff156edb321d12,yamap_2022-06-16_16_25.gpx,牛城,33.4674336,132.9161606,1345.4997959227253,1,2,97,牛城,96|97,姫草|牛城,0.68,0.41,accept,top1_count=1; top3_count=2; max_score=0.68
summit-candidate:cdd4a9ba931c816e,yamap_2025-04-06_08_48.gpx,加塚山,33.1328174,132.6290592,1069.8255484698216,1,2,405,加塚山,103|405,篠山|加塚山,0.85,0.58,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:d0d3096d540f375e,yamap_2026-04-19_07_43.gpx,雨乞山,33.5112211,132.3821763,496.59999999999997,1,2,495,雨乞山,495|496,雨乞山|鼻欠山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:d1269170b687c5bc,yamap_2022-03-09_10_20.gpx,稔山,33.8581024,132.9583176,873.4633333333333,1,2,517,大熊山,44|517,稔山|大熊山,0.73,0.66,accept,top1_count=1; top3_count=2; max_score=0.73
summit-candidate:d659f1dc6e5fa0b5,yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,33.6584439,133.0393458,1206.9212487152886,1,2,246,四辻ノ森,246|247,四辻ノ森|三光ノ辻山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:da46e12c02d47edf,yamap_2022-02-09_10_01.gpx,佐田岬と伽藍山,33.401877,132.1168226,413.7400702411658,1,2,17,伽藍山,17|437,伽藍山|堂堂山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:daa8d4127fc92552,yamap_2022-04-06_09_25.gpx,忽那山,33.8441067,132.7004302,42.296666666666674,1,2,59,忽那山,59|471,忽那山|花見山,0.85,0.58,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:db28fcca36deb720,yamap_2022-07-10_07_25.gpx,男山・瓶ヶ森・西黒森,33.7943958,133.1932944,1892.6599999999999,1,2,109,西黒森,109|313,西黒森|瓶ヶ森,0.73,0.53,accept,top1_count=1; top3_count=2; max_score=0.73
summit-candidate:dc456a72b89d4d52,yamap_2022-06-16_16_00.gpx,姫草,33.4707047,132.8970608,1272.03184660662,1,2,96,姫草,96|97,姫草|牛城,0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:e7b64a377534c79e,yamap_2026-01-04_11_16.gpx,峠ヶ森,33.1384517,132.4477537,217.52368147012137,1,2,447,峠ヶ森,447|448,峠ヶ森|雨森山,0.79,0.52,accept,top1_count=1; top3_count=2; max_score=0.79
summit-candidate:e93bba1998d4efb5,yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,33.8295237,133.4864513,1350.0266666666666,1,2,412,黒岩山,412|413,黒岩山|大野山,0.68,0.41,accept,top1_count=1; top3_count=2; max_score=0.68
summit-candidate:ea33d870d4700a56,yamap_2022-03-03_10_47.gpx,奥之城山・ヌタノサコ,33.8778648,132.8306597,414.2866666666667,1,2,232,奥之城山,40|232,ヌタノサコ|奥之城山,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:ea5f711625df386b,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,33.7190577,132.7591133,510.2597700981308,1,2,15,白滝山,14|15,権現山|白滝山,0.75,0.48,accept,top1_count=1; top3_count=2; max_score=0.75
summit-candidate:eb3b108c5d508377,yamap_2024-09-23_07_35.gpx,中津山(明神山)・猿越山,33.5756361,133.0483249,1459.6666666666667,1,2,319,猿越山,318|319,中津山(明神山)|猿越山,0.69,0.42,accept,top1_count=1; top3_count=2; max_score=0.69
summit-candidate:ef6730fa259856ec,yamap_2024-02-10_07_09.gpx,鳥屋ヶ森,33.2302311,132.5212462,319.6933333333333,1,2,261,鳥屋ヶ森,261|262,鳥屋ヶ森|熊ガ峰,0.85,0.58,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:f1ee81f4d467a28e,yamap_2024-07-08_11_33.gpx,宅並山,33.9194619,132.7676241,191.34803656971437,1,2,314,宅並山,122|314,松軒山|宅並山,0.85,0.58,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:f54f44da226a4a15,yamap_2024-10-20_11_05.gpx,天堤山,33.8625158,133.4945751,1134.8500000000001,1,2,330,天堤山,329|330,ハネズル山|天堤山,0.79,0.72,accept,top1_count=1; top3_count=2; max_score=0.79
summit-candidate:fa9a4432fbf76027,yamap_2026-01-18_06_03.gpx,大判山,33.3926301,132.5594513,791.2866666666665,1,2,453,大判山,453|454,大判山|竜王の峰,0.85,0.78,accept,top1_count=1; top3_count=2; max_score=0.85
summit-candidate:ff0e7de3b62f5ed8,yamap_2022-10-04_12_47.gpx,泉ガ森,33.2597751,132.6071981,760.3519951848507,1,2,136,泉ガ森,136|365,泉ガ森|銅が鳴,0.68,0.41,accept,top1_count=1; top3_count=2; max_score=0.68
summit-candidate:167756a8b787a168,yamap_2024-06-16_07_27.gpx,薬師山,34.2035605,132.9686491,429.98333333333335,1,1,310,薬師山,310,薬師山,0.56,0.56,accept,top1_count=1; top3_count=1; max_score=0.56
summit-candidate:192b785fe79890e5,yamap_2025-10-26_11_45.gpx,堂所山,33.3653822,132.4528183,592.0266666666666,1,1,438,堂所山,438,堂所山,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:1b665bc67a34756a,yamap_2024-06-01_07_14.gpx,椿山,33.7033183,133.1423731,1579.6733333333332,1,1,305,椿山,305,椿山,0.85,0.58,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:20557338e1ab5de6,yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,33.8212475,133.3941804,1586.6333333333332,1,1,431,大座礼山,431,大座礼山,0.68,0.41,accept,top1_count=1; top3_count=1; max_score=0.68
summit-candidate:23eea13de5db5c9f,yamap_2022-09-09_06_58.gpx,寒風山・笹ヶ峰・ちち山,33.8116552,133.2616339,1758.0533333333333,1,1,119,寒風山,119,寒風山,0.68,0.41,accept,top1_count=1; top3_count=1; max_score=0.68
summit-candidate:2670057d58a25475,yamap_2023-10-14_07_53.gpx,丸山,33.9725881,132.924821,616.4333333333334,1,1,243,丸山,243,丸山,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:290abf917754fd0b,yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,33.0633959,132.6373234,972.6666666666666,1,1,248,瀬戸黒森,248,瀬戸黒森,0.75,0.48,accept,top1_count=1; top3_count=1; max_score=0.75
summit-candidate:32bb5e7e1071e808,yamap_2023-01-08_09_18.gpx,権現山,32.9252175,132.4855806,497.2277182534487,1,1,189,権現山,189,権現山,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:3807e62715de33f9,yamap_2025-02-11_13_28.gpx,高仙山,34.0326072,132.8753902,240.99666666666667,1,1,380,高仙山,380,高仙山,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:43f9d4fa36aabb79,yamap_2022-04-30_08_30.gpx,岩黒山・筒上山・手箱山,33.7288641,133.1784766,1808.4700055808014,1,1,76,手箱山,76,手箱山,0.68,0.41,accept,top1_count=1; top3_count=1; max_score=0.68
summit-candidate:45f2c6fc88212acd,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,33.7504959,132.9904187,1059.54,1,1,152,割石峠山,152,割石峠山,0.69,0.42,accept,top1_count=1; top3_count=1; max_score=0.69
summit-candidate:541ec86327b86307,yamap_2022-10-11_15_15.gpx,黒崎山,33.8763934,132.685607,89.01666666666667,1,1,139,黒崎山,139,黒崎山,0.56,0.29,accept,top1_count=1; top3_count=1; max_score=0.56
summit-candidate:6358c7fb40ce841e,yamap_2025-09-27_06_52.gpx,東光森山・別子山,33.8398487,133.4152863,1480.9266666666665,1,1,428,東光森山,428,東光森山,0.75,0.48,accept,top1_count=1; top3_count=1; max_score=0.75
summit-candidate:65906dbbd6e5b747,yamap_2025-09-07_08_00.gpx,鶴ノ子ノ頭・石鎚山,33.7605415,133.1358584,1647.683322091346,1,1,423,鶴ノ子ノ頭,423,鶴ノ子ノ頭,0.69,0.42,accept,top1_count=1; top3_count=1; max_score=0.69
summit-candidate:6b5100f449c22108,yamap_2022-05-25_09_48.gpx,自念子ノ頭,33.7805717,133.2216507,1698.7424939329492,1,1,94,自念子ノ頭,94,自念子ノ頭,0.78,0.46,accept,top1_count=1; top3_count=1; max_score=0.78
summit-candidate:6d533e458b56f1d6,yamap_2023-03-15_09_53.gpx,真城ヶ台,33.7246538,132.8569052,583.6133333333333,1,1,215,真城ヶ台,215,真城ヶ台,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:6f70c7d3c27fe164,yamap_2024-09-14_07_46.gpx,伊予富士,33.7882403,133.2475791,1746.743333333333,1,1,317,伊予富士,317,伊予富士,0.78,0.46,accept,top1_count=1; top3_count=1; max_score=0.78
summit-candidate:81081ef1b6e58a79,yamap_2025-04-14_05_56.gpx,笠成山,33.6509595,132.7915875,711,1,1,408,笠成山,408,笠成山,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:83f3af0488659ac8,yamap_2023-03-11_06_08.gpx,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,33.8940921,132.9178729,1212.2866666666666,1,1,211,明神ヶ森,211,明神ヶ森,0.68,0.41,accept,top1_count=1; top3_count=1; max_score=0.68
summit-candidate:8d1f2bd134bed04d,yamap_2025-12-10_11_40.gpx,天道ヶ頭,33.9910002,132.9850803,507.77,1,1,442,天道ヶ頭,442,天道ヶ頭,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:8de328f982753d58,yamap_2022-08-21_15_44.gpx,大峰ヶ台,33.8440521,132.7412572,117.91000000000001,1,1,113,大峰ヶ台,113,大峰ヶ台,0.79,0.72,accept,top1_count=1; top3_count=1; max_score=0.79
summit-candidate:8f19c4c16e72e270,yamap_2023-01-10_10_30.gpx,由良山,33.0229168,132.387323,243.4,1,1,195,由良山,195,由良山,0.75,0.48,accept,top1_count=1; top3_count=1; max_score=0.75
summit-candidate:9488d92d9ea95406,yamap_2023-06-11_11_57.gpx,五葉が森,33.9483028,132.9785604,837.212880782981,1,1,237,五葉が森,237,五葉が森,0.75,0.48,accept,top1_count=1; top3_count=1; max_score=0.75
summit-candidate:9d447faef6efe2ab,yamap_2022-10-27_13_37.gpx,冨士山,33.5090382,132.5604,335.74500437341317,1,1,151,冨士山,151,冨士山,0.79,0.72,accept,top1_count=1; top3_count=1; max_score=0.79
summit-candidate:a1b1b7885eeab893,yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,33.8717366,133.6269198,1220.8566666666666,1,1,327,橡尾山,327,橡尾山,0.68,0.41,accept,top1_count=1; top3_count=1; max_score=0.68
summit-candidate:aba609f471e97e4a,yamap_2022-03-13_09_49.gpx,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,33.837858,132.8256729,405.40333333333336,1,1,47,倉谷山,47,倉谷山,0.79,0.72,accept,top1_count=1; top3_count=1; max_score=0.79
summit-candidate:afd70dd670366e77,yamap_2023-03-20_15_17.gpx,千羽ヶ岳,33.8312843,132.9832873,406.43,1,1,216,千羽ヶ岳,216,千羽ヶ岳,0.85,0.58,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:b58470f57bb41331,yamap_2023-10-22_06_44.gpx,二ノ岳・高森,33.8130309,133.154101,1152.69,1,1,244,二ノ岳,244,二ノ岳,0.63,0.56,accept,top1_count=1; top3_count=1; max_score=0.63
summit-candidate:bd145a45a7d01b99,yamap_2022-09-15_11_02.gpx,伊勢山,34.2687521,133.1998766,52.94,1,1,124,伊勢山,124,伊勢山,0.68,0.41,accept,top1_count=1; top3_count=1; max_score=0.68
summit-candidate:c195c34fb7e38d7a,yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,33.9955014,132.8701408,418.54333333333335,1,1,345,岩が森,345,岩が森,0.68,0.41,accept,top1_count=1; top3_count=1; max_score=0.68
summit-candidate:c1f175d0616be696,yamap_2022-03-05_09_44.gpx,城山・水梨山・向山,33.6968367,132.7954997,589.8691282114027,1,1,41,城山,41,城山,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:c210f415fc55501f,yamap_2024-04-27_08_04.gpx,桂ヶ森,33.6590168,132.8578473,1220.0333333333335,1,1,296,桂ヶ森,296,桂ヶ森,0.85,0.78,accept,top1_count=1; top3_count=1; max_score=0.85
summit-candidate:c8a7a1f1d1dad353,yamap_2022-06-23_13_59.gpx,篠山,33.0558602,132.6590657,1061.6229039079428,1,1,103,篠山,103,篠山,0.75,0.48,accept,top1_count=1; top3_count=1; max_score=0.75
summit-candidate:c9156b7eea77a1b0,yamap_2024-07-28_15_53.gpx,岩屋山,33.6581301,132.974538,769.7933333333334,1,1,315,岩屋山,315,岩屋山,0.79,0.72,accept,top1_count=1; top3_count=1; max_score=0.79
summit-candidate:cf97b8470d2ed1d7,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,33.8793374,133.3915368,1584.2533333333333,1,1,159,権現山,159,権現山,0.75,0.48,accept,top1_count=1; top3_count=1; max_score=0.75
summit-candidate:d06b9d5365beffaa,yamap_2022-04-16_07_39.gpx,東三方ヶ森,33.9025981,132.959899,1229.5033333333333,1,1,66,東三方ヶ森,66,東三方ヶ森,0.75,0.48,accept,top1_count=1; top3_count=1; max_score=0.75
summit-candidate:df6b60d513f5518e,yamap_2024-07-06_10_01.gpx,子持権現山・男山・瓶ヶ森,33.7802626,133.1879064,1661.57,1,1,311,子持権現山,311,子持権現山,0.69,0.42,accept,top1_count=1; top3_count=1; max_score=0.69
