"mountain_no","mountain_name","summit_candidate_id","candidate_rank","candidate_review_classification","grounding_assisted_candidate_score","grounding_match_status","grounding_distance_m","grounding_distance_tier","grounding_elevation_diff_m","source_gpx_basename","track_name","stage21_link_status","review_reason_codes","notes"
"1","関ヶ森","summit-candidate:a0c35720552a78c8","1","review_required_no_grounding","0.57","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-15_08_17.gpx","関ヶ森・観音山・倉谷山・芝ヶ峠","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:a0c35720552a78c8; grounding_match=grounding_unavailable; score=0.57"
"1","関ヶ森","summit-candidate:c284068144ec2cfd","2","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-15_08_17.gpx","関ヶ森・観音山・倉谷山・芝ヶ峠","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:c284068144ec2cfd; grounding_match=grounding_unavailable; score=0.45"
"1","関ヶ森","summit-candidate:cb62a56e70cedbce","3","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-15_08_17.gpx","関ヶ森・観音山・倉谷山・芝ヶ峠","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:cb62a56e70cedbce; grounding_match=grounding_unavailable; score=0.45"
"1","関ヶ森","summit-candidate:feca346909b97b92","4","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-15_08_17.gpx","関ヶ森・観音山・倉谷山・芝ヶ峠","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:feca346909b97b92; grounding_match=grounding_unavailable; score=0.45"
"1","関ヶ森","summit-candidate:6d533e458b56f1d6","5","active_review_alternative","0.28","grounding_unavailable","","grounding_unavailable","","yamap_2023-03-15_09_53.gpx","真城ヶ台","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:6d533e458b56f1d6; grounding_match=grounding_unavailable; score=0.28"
"1","関ヶ森","summit-candidate:192b785fe79890e5","6","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2025-10-26_11_45.gpx","堂所山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:192b785fe79890e5; grounding_match=grounding_unavailable; score=0.21"
"1","関ヶ森","summit-candidate:9cc74b44e1289236","7","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2024-12-01_06_40.gpx","唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:9cc74b44e1289236; grounding_match=grounding_unavailable; score=0.21"
"1","関ヶ森","summit-candidate:a637fbc518f58ac5","8","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-02-11_08_26.gpx","塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:a637fbc518f58ac5; grounding_match=grounding_unavailable; score=0.21"
"1","関ヶ森","summit-candidate:b6f296c230c1891d","9","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-16_07_39.gpx","東三方ヶ森","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:b6f296c230c1891d; grounding_match=grounding_unavailable; score=0.21"
"1","関ヶ森","summit-candidate:c1f175d0616be696","10","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-05_09_44.gpx","城山・水梨山・向山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:c1f175d0616be696; grounding_match=grounding_unavailable; score=0.21"
"1","関ヶ森","summit-candidate:c8607e1f03bb5db1","11","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2024-12-01_06_40.gpx","唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:c8607e1f03bb5db1; grounding_match=grounding_unavailable; score=0.21"
"1","関ヶ森","summit-candidate:d71483d289d0c575","12","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2025-01-24_13_34.gpx","御篠山・松葉山（松葉城址）・烏殿","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:d71483d289d0c575; grounding_match=grounding_unavailable; score=0.21"
"1","関ヶ森","summit-candidate:edac81b361bdc70c","13","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2024-12-01_06_40.gpx","唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:edac81b361bdc70c; grounding_match=grounding_unavailable; score=0.21"
"1","関ヶ森","summit-candidate:f028aab45221cee6","14","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2025-12-20_07_28.gpx","池ノ城山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:f028aab45221cee6; grounding_match=grounding_unavailable; score=0.21"
"1","関ヶ森","summit-candidate:13aa9354da4eb6d6","15","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-03-30_12_56.gpx","京の森・大迫山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:13aa9354da4eb6d6; grounding_match=grounding_unavailable; score=0.15"
"1","関ヶ森","summit-candidate:1fd59e0e67624706","16","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-11_10_38.gpx","陣が森岳","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:1fd59e0e67624706; grounding_match=grounding_unavailable; score=0.15"
"1","関ヶ森","summit-candidate:2670057d58a25475","17","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-10-14_07_53.gpx","丸山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:2670057d58a25475; grounding_match=grounding_unavailable; score=0.15"
"1","関ヶ森","summit-candidate:339138a4e53293da","18","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-03-29_05_31.gpx","えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:339138a4e53293da; grounding_match=grounding_unavailable; score=0.15"
"1","関ヶ森","summit-candidate:5f3f2f47d84464c4","19","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-03-30_09_12.gpx","一ヶ森","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:5f3f2f47d84464c4; grounding_match=grounding_unavailable; score=0.15"
"1","関ヶ森","summit-candidate:ab39145b6a448b8d","20","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-03-08_10_45.gpx","白木山","not_in_stage21","grounding_response_without_coordinate","mountain=関ヶ森(#1); candidate=summit-candidate:ab39145b6a448b8d; grounding_match=grounding_unavailable; score=0.15"
"2","観音山","summit-candidate:cb62a56e70cedbce","1","review_required_no_grounding","0.57","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-15_08_17.gpx","関ヶ森・観音山・倉谷山・芝ヶ峠","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:cb62a56e70cedbce; grounding_match=grounding_unavailable; score=0.57"
"2","観音山","summit-candidate:0022a746b396d4c7","2","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-10_07_12.gpx","夫婦山・白山・観音山・国見山・城山・御勧請山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:0022a746b396d4c7; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:13b7a4bb8154974a","3","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-10_07_12.gpx","夫婦山・白山・観音山・国見山・城山・御勧請山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:13b7a4bb8154974a; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:2ab43729f5e80cbe","4","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-10_07_12.gpx","夫婦山・白山・観音山・国見山・城山・御勧請山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:2ab43729f5e80cbe; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:3a491eecbf684185","5","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-10_07_12.gpx","夫婦山・白山・観音山・国見山・城山・御勧請山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:3a491eecbf684185; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:3e9348428f22a320","6","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-10_07_12.gpx","夫婦山・白山・観音山・国見山・城山・御勧請山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:3e9348428f22a320; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:a0c35720552a78c8","7","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-15_08_17.gpx","関ヶ森・観音山・倉谷山・芝ヶ峠","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:a0c35720552a78c8; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:c284068144ec2cfd","8","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-15_08_17.gpx","関ヶ森・観音山・倉谷山・芝ヶ峠","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:c284068144ec2cfd; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:cf29543e6beaa1ec","9","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-10_07_12.gpx","夫婦山・白山・観音山・国見山・城山・御勧請山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:cf29543e6beaa1ec; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:d19542a61a416537","10","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-10_07_12.gpx","夫婦山・白山・観音山・国見山・城山・御勧請山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:d19542a61a416537; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:feca346909b97b92","11","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-15_08_17.gpx","関ヶ森・観音山・倉谷山・芝ヶ峠","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:feca346909b97b92; grounding_match=grounding_unavailable; score=0.45"
"2","観音山","summit-candidate:74dd1729abbd7bb5","12","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2023-01-03_07_36.gpx","福見山・河原樋山・真松嶺・柿王寺森","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:74dd1729abbd7bb5; grounding_match=grounding_unavailable; score=0.22"
"2","観音山","summit-candidate:7d7066baad9d7077","13","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-03_10_47.gpx","奥之城山・ヌタノサコ","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:7d7066baad9d7077; grounding_match=grounding_unavailable; score=0.22"
"2","観音山","summit-candidate:f2aae42aff3dea24","14","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2023-01-03_07_36.gpx","福見山・河原樋山・真松嶺・柿王寺森","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:f2aae42aff3dea24; grounding_match=grounding_unavailable; score=0.22"
"2","観音山","summit-candidate:0c210f0edfbda06f","15","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-02-11_08_26.gpx","塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:0c210f0edfbda06f; grounding_match=grounding_unavailable; score=0.21"
"2","観音山","summit-candidate:ea5f711625df386b","16","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-02-06_08_26.gpx","谷上山・権現山・白滝山・障子山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:ea5f711625df386b; grounding_match=grounding_unavailable; score=0.21"
"2","観音山","summit-candidate:f19fd681c4c84753","17","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2025-02-28_07_34.gpx","綱付山・幻城上城","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:f19fd681c4c84753; grounding_match=grounding_unavailable; score=0.21"
"2","観音山","summit-candidate:32bb5e7e1071e808","18","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-01-08_09_18.gpx","権現山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:32bb5e7e1071e808; grounding_match=grounding_unavailable; score=0.15"
"2","観音山","summit-candidate:32c1cf967ab82dbe","19","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2024-12-01_06_40.gpx","唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:32c1cf967ab82dbe; grounding_match=grounding_unavailable; score=0.15"
"2","観音山","summit-candidate:51c8bc6a368c422c","20","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-18_09_11.gpx","竜王の峰","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:51c8bc6a368c422c; grounding_match=grounding_unavailable; score=0.15"
"2","観音山","summit-candidate:6b0155a434d72d79","21","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2024-12-15_07_21.gpx","陣が森・岩が森・スクモ塚・高萩山・長者森","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:6b0155a434d72d79; grounding_match=grounding_unavailable; score=0.15"
"2","観音山","summit-candidate:84f974876f397da1","22","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2024-02-10_13_09.gpx","権現山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:84f974876f397da1; grounding_match=grounding_unavailable; score=0.15"
"2","観音山","summit-candidate:8d1f2bd134bed04d","23","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-12-10_11_40.gpx","天道ヶ頭","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:8d1f2bd134bed04d; grounding_match=grounding_unavailable; score=0.15"
"2","観音山","summit-candidate:d0d3096d540f375e","24","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-04-19_07_43.gpx","雨乞山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:d0d3096d540f375e; grounding_match=grounding_unavailable; score=0.15"
"2","観音山","summit-candidate:f12898f5821b63b8","25","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2024-12-08_06_59.gpx","本尊山・秋葉山・立烏帽子山・明神山","not_in_stage21","grounding_response_without_coordinate","mountain=観音山(#2); candidate=summit-candidate:f12898f5821b63b8; grounding_match=grounding_unavailable; score=0.15"
"4","岩伽羅山","summit-candidate:e7ae682a07af2e10","1","review_required_no_grounding","0.57","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-22_09_04.gpx","高森山・岩伽羅山・衣掛山・吉山(吉山城址)","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:e7ae682a07af2e10; grounding_match=grounding_unavailable; score=0.57"
"4","岩伽羅山","summit-candidate:d03c84134ca0989d","2","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-22_09_04.gpx","高森山・岩伽羅山・衣掛山・吉山(吉山城址)","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:d03c84134ca0989d; grounding_match=grounding_unavailable; score=0.45"
"4","岩伽羅山","summit-candidate:a94564816fd4afff","3","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-25_12_12.gpx","十門山(十門城址)・ヨソ山","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:a94564816fd4afff; grounding_match=grounding_unavailable; score=0.22"
"4","岩伽羅山","summit-candidate:0048d4d3a7981b80","4","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2025-01-03_07_19.gpx","壺神山・滝山・足山・皿が森","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:0048d4d3a7981b80; grounding_match=grounding_unavailable; score=0.21"
"4","岩伽羅山","summit-candidate:61304308f9a58d0d","5","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-11_07_50.gpx","黒岩岳","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:61304308f9a58d0d; grounding_match=grounding_unavailable; score=0.21"
"4","岩伽羅山","summit-candidate:cf1e11202c4f4280","6","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-05_09_44.gpx","城山・水梨山・向山","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:cf1e11202c4f4280; grounding_match=grounding_unavailable; score=0.21"
"4","岩伽羅山","summit-candidate:07834c521328cc1d","7","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-05_09_44.gpx","城山・水梨山・向山","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:07834c521328cc1d; grounding_match=grounding_unavailable; score=0.15"
"4","岩伽羅山","summit-candidate:49147712961a83be","8","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-04-09_06_48.gpx","新谷神南山・五十崎神南山","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:49147712961a83be; grounding_match=grounding_unavailable; score=0.15"
"4","岩伽羅山","summit-candidate:4a22801b12460992","9","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-25_07_43.gpx","船ヶ迫岳・鎌倉山","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:4a22801b12460992; grounding_match=grounding_unavailable; score=0.15"
"4","岩伽羅山","summit-candidate:81081ef1b6e58a79","10","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-04-14_05_56.gpx","笠成山","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:81081ef1b6e58a79; grounding_match=grounding_unavailable; score=0.15"
"4","岩伽羅山","summit-candidate:9a0532ee2b40e5f3","11","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-11-19_06_46.gpx","瀬戸黒森・三森・羽子山・観音森","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:9a0532ee2b40e5f3; grounding_match=grounding_unavailable; score=0.15"
"4","岩伽羅山","summit-candidate:bd8fda9e743f2008","12","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-02-07_07_21.gpx","牛の峰・尻高峰","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:bd8fda9e743f2008; grounding_match=grounding_unavailable; score=0.15"
"4","岩伽羅山","summit-candidate:ce7fc6697696cde7","13","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-25_07_43.gpx","船ヶ迫岳・鎌倉山","not_in_stage21","grounding_response_without_coordinate","mountain=岩伽羅山(#4); candidate=summit-candidate:ce7fc6697696cde7; grounding_match=grounding_unavailable; score=0.15"
"5","衣掛山","summit-candidate:d03c84134ca0989d","1","review_required_no_grounding","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-22_09_04.gpx","高森山・岩伽羅山・衣掛山・吉山(吉山城址)","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:d03c84134ca0989d; grounding_match=grounding_unavailable; score=0.45"
"5","衣掛山","summit-candidate:e7ae682a07af2e10","2","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-22_09_04.gpx","高森山・岩伽羅山・衣掛山・吉山(吉山城址)","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:e7ae682a07af2e10; grounding_match=grounding_unavailable; score=0.45"
"5","衣掛山","summit-candidate:7880c9d0de83468b","3","active_review_alternative","0.22","grounding_unavailable","","grounding_unavailable","","yamap_2023-04-18_06_58.gpx","船野山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:7880c9d0de83468b; grounding_match=grounding_unavailable; score=0.22"
"5","衣掛山","summit-candidate:0eff3d1ea2b48d73","4","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-02-06_08_26.gpx","谷上山・権現山・白滝山・障子山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:0eff3d1ea2b48d73; grounding_match=grounding_unavailable; score=0.21"
"5","衣掛山","summit-candidate:3c28b6ebd5a97155","5","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-16_13_58.gpx","斎藤山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:3c28b6ebd5a97155; grounding_match=grounding_unavailable; score=0.21"
"5","衣掛山","summit-candidate:50d68ea03af3c4ff","6","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2022-04-22_11_13.gpx","甲が森","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:50d68ea03af3c4ff; grounding_match=grounding_unavailable; score=0.21"
"5","衣掛山","summit-candidate:62d2811f5d1a9f29","7","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2025-03-30_07_01.gpx","竜王山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:62d2811f5d1a9f29; grounding_match=grounding_unavailable; score=0.21"
"5","衣掛山","summit-candidate:9e86644a708cb211","8","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2026-04-19_10_27.gpx","鼻欠山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:9e86644a708cb211; grounding_match=grounding_unavailable; score=0.21"
"5","衣掛山","summit-candidate:159deb385560c198","9","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-06-20_12_02.gpx","安神山・鷲ヶ頭山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:159deb385560c198; grounding_match=grounding_unavailable; score=0.15"
"5","衣掛山","summit-candidate:2c817617699a0a45","10","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-02-06_08_26.gpx","谷上山・権現山・白滝山・障子山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:2c817617699a0a45; grounding_match=grounding_unavailable; score=0.15"
"5","衣掛山","summit-candidate:43911aa413390192","11","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-06-29_08_48.gpx","横山(横山城址)","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:43911aa413390192; grounding_match=grounding_unavailable; score=0.15"
"5","衣掛山","summit-candidate:b49681fa67b2b53e","12","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-16_09_21.gpx","トギ・張木山・高手山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:b49681fa67b2b53e; grounding_match=grounding_unavailable; score=0.15"
"5","衣掛山","summit-candidate:e4f762179d85915d","13","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2025-02-28_07_34.gpx","綱付山・幻城上城","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:e4f762179d85915d; grounding_match=grounding_unavailable; score=0.15"
"5","衣掛山","summit-candidate:edd15dad4a862cba","14","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2022-03-05_09_44.gpx","城山・水梨山・向山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:edd15dad4a862cba; grounding_match=grounding_unavailable; score=0.15"
"5","衣掛山","summit-candidate:f108570a8e33ce90","15","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2023-12-17_07_11.gpx","総津権現山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:f108570a8e33ce90; grounding_match=grounding_unavailable; score=0.15"
"5","衣掛山","summit-candidate:f39b40bd0d9b0192","16","active_review_alternative","0.15","grounding_unavailable","","grounding_unavailable","","yamap_2026-01-31_07_40.gpx","槇ノ山","not_in_stage21","grounding_response_without_coordinate","mountain=衣掛山(#5); candidate=summit-candidate:f39b40bd0d9b0192; grounding_match=grounding_unavailable; score=0.15"
"6","吉山(吉山城址)","summit-candidate:d03c84134ca0989d","1","review_required_no_grounding","0.51","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-22_09_04.gpx","高森山・岩伽羅山・衣掛山・吉山(吉山城址)","not_in_stage21","grounding_response_without_coordinate","mountain=吉山(吉山城址)(#6); candidate=summit-candidate:d03c84134ca0989d; grounding_match=grounding_unavailable; score=0.51"
"6","吉山(吉山城址)","summit-candidate:e7ae682a07af2e10","2","active_review_alternative","0.45","grounding_unavailable","","grounding_unavailable","","yamap_2022-01-22_09_04.gpx","高森山・岩伽羅山・衣掛山・吉山(吉山城址)","not_in_stage21","grounding_response_without_coordinate","mountain=吉山(吉山城址)(#6); candidate=summit-candidate:e7ae682a07af2e10; grounding_match=grounding_unavailable; score=0.45"
"6","吉山(吉山城址)","summit-candidate:0022a746b396d4c7","3","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2024-03-10_07_12.gpx","夫婦山・白山・観音山・国見山・城山・御勧請山","not_in_stage21","grounding_response_without_coordinate","mountain=吉山(吉山城址)(#6); candidate=summit-candidate:0022a746b396d4c7; grounding_match=grounding_unavailable; score=0.21"
"6","吉山(吉山城址)","summit-candidate:0cc40babcd0ce6bf","4","active_review_alternative","0.21","grounding_unavailable","","grounding_unavailable","","yamap_2025-01-30_06_55.gpx","弥八山","not_in_stage21","grounding_response_without_coordinate","mountain=吉山(吉山城址)(#6); candidate=summit-candidate:0cc40babcd0ce6bf; grounding_match=grounding_unavailable; score=0.21"
