"mountain_no","mountain_name","review_classification","active_review_required","top_summit_candidate_id","top_grounding_assisted_score","second_summit_candidate_id","score_gap_to_second","grounding_reference_status","has_usable_coordinate","coordinate_conflict","grounding_distance_m","grounding_distance_tier","grounding_elevation_diff_m","grounding_name_match_status","grounding_municipality_match_status","stage21_review_status","stage21_top_candidate_id","stage21_stage23_agree","candidate_count","candidate_count_within_50m","candidate_count_within_250m","review_reason_codes","notes"
"25","愛宕山","review_required_no_grounding","true","summit-candidate:d9391b001d4bc442","0.63","summit-candidate:22b4a5a5c856bf4d","0.06000000000000005","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","26","0","0","no_usable_coordinate",""
"26","常光寺山","review_required_no_grounding","true","summit-candidate:d9391b001d4bc442","0.63","summit-candidate:22b4a5a5c856bf4d","0.06000000000000005","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","26","0","0","no_usable_coordinate",""
"27","杉立山","review_required_no_grounding","true","summit-candidate:17c3649ad9b147ce","0.21","summit-candidate:4a22801b12460992","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","16","0","0","no_usable_coordinate",""
"28","岩柄山","review_required_no_grounding","true","summit-candidate:7d7066baad9d7077","0.28","summit-candidate:cb62a56e70cedbce","0.060000000000000026","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","16","0","0","no_usable_coordinate",""
"29","高山","review_required_no_grounding","true","summit-candidate:8ff6361109e5ed5c","0.45","summit-candidate:98457196a66e294d","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","19","0","0","no_usable_coordinate",""
"30","勝岡山","review_required_no_grounding","true","summit-candidate:43911aa413390192","0.28","summit-candidate:7749b785ef007c1a","0.060000000000000026","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","18","0","0","no_usable_coordinate",""
"31","西山","review_required_no_grounding","true","summit-candidate:bdfa250c89c1ca90","0.63","summit-candidate:23c112538ef91e0d","0.06000000000000005","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","27","0","0","no_usable_coordinate",""
"32","岩子山","review_required_no_grounding","true","summit-candidate:23c112538ef91e0d","0.57","summit-candidate:bdfa250c89c1ca90","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","23","0","0","no_usable_coordinate",""
"33","経ヶ森","review_required_no_grounding","true","summit-candidate:23c112538ef91e0d","0.63","summit-candidate:bdfa250c89c1ca90","0.12","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","21","0","0","no_usable_coordinate",""
"34","護摩ヶ森","review_required_no_grounding","true","summit-candidate:bdfa250c89c1ca90","0.63","summit-candidate:23c112538ef91e0d","0.06000000000000005","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","21","0","0","no_usable_coordinate",""
"35","御岳山","review_required_no_grounding","true","summit-candidate:54cf4155ab259d9d","0.63","summit-candidate:80fb4ff56016a4dd","0.18","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","22","0","0","no_usable_coordinate",""
"36","石槌山","review_required_no_grounding","true","summit-candidate:0cc40babcd0ce6bf","0.21","summit-candidate:1432f597b5dca157","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","25","0","0","no_usable_coordinate",""
"37","日王山","review_required_no_grounding","true","summit-candidate:2011a6c909945d6f","0.28","summit-candidate:22b4a5a5c856bf4d","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","25","0","0","no_usable_coordinate",""
"38","重茂山","review_required_no_grounding","true","summit-candidate:468c5bbccd8aba53","0.28","summit-candidate:bcc05b721653749f","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","26","0","0","no_usable_coordinate",""
"39","花木山","review_required_no_grounding","true","summit-candidate:fbd725fc8006e2c8","0.63","summit-candidate:02d59cd1260af017","0.35","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","14","0","0","no_usable_coordinate",""
"40","ヌタノサコ","review_required_no_grounding","true","summit-candidate:7d7066baad9d7077","0.63","summit-candidate:0ec3be2fa2295b82","0.18","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","18","0","0","no_usable_coordinate",""
"41","城山","review_required_no_grounding","true","summit-candidate:c1f175d0616be696","0.63","summit-candidate:f028aab45221cee6","0.06999999999999995","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","43","0","0","no_usable_coordinate",""
"42","水梨山","review_required_no_grounding","true","summit-candidate:0a765b89058b256b","0.63","summit-candidate:07834c521328cc1d","0.06000000000000005","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","14","0","0","no_usable_coordinate",""
"43","向山","review_required_no_grounding","true","summit-candidate:07834c521328cc1d","0.57","summit-candidate:cf1e11202c4f4280","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","14","0","0","no_usable_coordinate",""
"44","稔山","review_required_no_grounding","true","summit-candidate:622b899de76208ef","0.63","summit-candidate:d1269170b687c5bc","0.12","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","21","0","0","no_usable_coordinate",""
"45","菊ヶ森","review_required_no_grounding","true","summit-candidate:ab8cf0f07d2a219d","0.63","summit-candidate:2a670286f545beb2","0.25","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","20","0","0","no_usable_coordinate",""
"46","道後山","review_required_no_grounding","true","summit-candidate:7c680b0eed0187fa","0.63","summit-candidate:82d3009a6c1b2511","0.35","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","25","0","0","no_usable_coordinate",""
"47","倉谷山","review_required_no_grounding","true","summit-candidate:aba609f471e97e4a","0.57","summit-candidate:feca346909b97b92","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","30","0","0","no_usable_coordinate",""
"48","芝ヶ峠","review_required_no_grounding","true","summit-candidate:079ae30d76fb11c2","0.63","summit-candidate:b9e78d4a587ceaa0","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","30","0","0","no_usable_coordinate",""
"49","大久保山","review_required_insufficient_evidence","true","summit-candidate:5e94c87cc5fcc87b","0.504","summit-candidate:5aff666aa93b3a17","0","usable","true","false","20885.7","grounding_contradicted_or_unrelated","","","","","","false","9","0","0","insufficient_support",""
"50","八里ヶ峠","review_required_insufficient_evidence","true","summit-candidate:5e94c87cc5fcc87b","0.504","summit-candidate:5aff666aa93b3a17","0","usable","true","false","16622.2","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"51","中坂山","review_required_no_grounding","true","summit-candidate:452c10a1db199870","0.57","summit-candidate:c2c9094225d1da63","0","no_usable_coordinate","false","false","","grounding_unavailable","","","","","","false","24","0","0","no_usable_coordinate",""
"52","天神山","review_required_insufficient_evidence","true","summit-candidate:452c10a1db199870","0.456","summit-candidate:c2c9094225d1da63","0.04800000000000004","usable","true","false","31645.9","grounding_contradicted_or_unrelated","","","","","","false","6","0","0","insufficient_support",""
"53","室岡山","review_required_insufficient_evidence","true","summit-candidate:452c10a1db199870","0.408","summit-candidate:c2c9094225d1da63","0","usable","true","false","32142.4","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"54","潮見山","review_required_insufficient_evidence","true","summit-candidate:3259dfe3d9ce60c5","0.456","summit-candidate:452c10a1db199870","0.04800000000000004","usable","true","false","21518.8","grounding_contradicted_or_unrelated","","","","","","false","6","0","0","insufficient_support",""
"55","明神山","review_required_insufficient_evidence","true","summit-candidate:3259dfe3d9ce60c5","0.504","summit-candidate:45439217573adfc4","0.09600000000000003","usable","true","false","20629.9","grounding_contradicted_or_unrelated","","","","","","false","9","0","0","insufficient_support",""
"56","潮見山","review_required_no_grounding","true","summit-candidate:45439217573adfc4","0.63","summit-candidate:5aff666aa93b3a17","0.12","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","29","0","0","no_usable_coordinate",""
"57","十門山(十門城址)","review_required_no_grounding","true","summit-candidate:a94564816fd4afff","0.63","summit-candidate:555fd1e3be8780dd","0.18","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","12","0","0","no_usable_coordinate",""
"58","ヨソ山","review_required_insufficient_evidence","true","summit-candidate:7c532ef1be71a4d1","0.448","summit-candidate:555fd1e3be8780dd","0","usable","true","false","2775.7","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"59","忽那山","review_required_no_grounding","true","summit-candidate:daa8d4127fc92552","0.63","summit-candidate:5f001ac124f82ef6","0.35","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","13","0","0","no_usable_coordinate",""
"60","鬼ヶ城山","review_required_no_grounding","true","summit-candidate:7ceb76663c2bb81b","0.63","summit-candidate:27c1036d4aa2230e","0.06000000000000005","no_usable_coordinate","false","false","","grounding_unavailable","","","","","","false","18","0","0","no_usable_coordinate",""
"61","三本杭","review_required_no_grounding","true","summit-candidate:babbcdf7bbd23463","0.63","summit-candidate:27c1036d4aa2230e","0.18","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","29","0","0","no_usable_coordinate",""
"62","八面山","review_required_no_grounding","true","summit-candidate:27c1036d4aa2230e","0.63","summit-candidate:91ebf1d99654d5b2","0","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","20","0","0","no_usable_coordinate",""
"63","大久保山","review_required_insufficient_evidence","true","summit-candidate:7ceb76663c2bb81b","0.504","summit-candidate:91ebf1d99654d5b2","0","usable","true","false","97808.8","grounding_contradicted_or_unrelated","","","","","","false","9","0","0","insufficient_support",""
"64","大月山","review_required_no_grounding","true","summit-candidate:9a68e7a3a97831ff","0.63","summit-candidate:6ba0d3c6b0fb6b96","0.06000000000000005","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","20","0","0","no_usable_coordinate",""
"65","引地山","review_required_insufficient_evidence","true","summit-candidate:b06e13a9483478e5","0.304","summit-candidate:7a1f0e8b5f9e5cc2","0","usable","true","false","1315.2","grounding_contradicted_or_unrelated","","","","","","false","2","0","0","insufficient_support",""
"66","東三方ヶ森","review_required_insufficient_evidence","true","summit-candidate:d06b9d5365beffaa","0.504","summit-candidate:77bb5774f7fa012e","0.09600000000000003","usable","true","false","2568","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"67","甲が森","review_required_no_grounding","true","summit-candidate:50d68ea03af3c4ff","0.63","summit-candidate:a660f8ef78c69ab0","0.41000000000000003","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","18","0","0","no_usable_coordinate",""
"68","三滝山","review_required_no_grounding","true","summit-candidate:da65a16f23740e83","0.63","summit-candidate:bb84b00f3a929195","0.35","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","21","0","0","no_usable_coordinate",""
"69","雨包山","review_required_no_grounding","true","summit-candidate:6198ad7009d86ec2","0.63","summit-candidate:282882317c3aab0b","0.42000000000000004","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","15","0","0","no_usable_coordinate",""
"70","源氏ヶ駄場（薊野峰）","review_required_no_grounding","true","summit-candidate:e85b9bd32eb5e6f1","0.57","summit-candidate:1f61c36c208539fd","0.35","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","16","0","0","no_usable_coordinate",""
"71","碁石ヶ森","review_required_insufficient_evidence","true","summit-candidate:ee9d736a090185dd","0.504","","","usable","true","false","23432","grounding_contradicted_or_unrelated","","","","","","false","1","0","0","insufficient_support",""
"72","伊之子山","review_required_insufficient_evidence","true","summit-candidate:15c71a530dcecd2e","0.36","summit-candidate:e793f83b8a4fd86f","0","usable","true","false","5901","grounding_contradicted_or_unrelated","","","","","","false","2","0","0","insufficient_support",""
"73","御在所山","review_required_insufficient_evidence","true","summit-candidate:61f36127d879648f","0.504","summit-candidate:17c3649ad9b147ce","0.2","usable","true","false","5576","grounding_contradicted_or_unrelated","","","","","","false","2","0","0","insufficient_support",""
"74","岩黒山","review_required_insufficient_evidence","true","summit-candidate:591204fdc01b55b6","0.504","summit-candidate:d13554ef3debca9d","0.14400000000000002","usable","true","false","3104.1","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"75","筒上山","review_required_insufficient_evidence","true","summit-candidate:71b10e23075edf20","0.504","summit-candidate:d13554ef3debca9d","0.14400000000000002","usable","true","false","4701.1","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"76","手箱山","review_required_insufficient_evidence","true","summit-candidate:43f9d4fa36aabb79","0.448","summit-candidate:d13554ef3debca9d","0.08800000000000002","usable","true","false","5722.6","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"77","大川嶺","review_required_insufficient_evidence","true","summit-candidate:1ebd63d8e2790409","0.504","summit-candidate:33637f0e3b5b1405","0.09600000000000003","usable","true","false","1225.1","grounding_contradicted_or_unrelated","","","","","","false","2","0","0","insufficient_support",""
"78","笠取山","review_required_insufficient_evidence","true","summit-candidate:33637f0e3b5b1405","0.504","summit-candidate:1ebd63d8e2790409","0.04799999999999999","usable","true","false","1431","grounding_contradicted_or_unrelated","","","","","","false","2","0","0","insufficient_support",""
"79","ウバホド山","review_required_insufficient_evidence","true","summit-candidate:1ebd63d8e2790409","0.36","summit-candidate:33637f0e3b5b1405","0","usable","true","false","2309.1","grounding_contradicted_or_unrelated","","","","","","false","2","0","0","insufficient_support",""
"81","前々司山","review_required_insufficient_evidence","true","summit-candidate:e7e4429a39f6359f","0.504","summit-candidate:ea6bebee79234da7","0.10399999999999998","usable","true","false","1203.6","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"83","寒川山","review_required_insufficient_evidence","true","summit-candidate:eaabf45a5163fb65","0.36","summit-candidate:2f7dbee4c5bde53e","0","usable","true","false","4742.2","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"84","豊受山","review_required_insufficient_evidence","true","summit-candidate:2f7dbee4c5bde53e","0.504","summit-candidate:eaabf45a5163fb65","0","usable","true","false","2208.3","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"85","赤星山","review_required_no_grounding","true","summit-candidate:db51ae1b2be57eea","0.63","summit-candidate:2f7dbee4c5bde53e","0.18","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","21","0","0","no_usable_coordinate",""
"86","七々木山","review_required_insufficient_evidence","true","summit-candidate:eaabf45a5163fb65","0.36","summit-candidate:2f7dbee4c5bde53e","0","usable","true","false","1508.3","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"87","鋸山","review_required_insufficient_evidence","true","summit-candidate:eaabf45a5163fb65","0.36","summit-candidate:2f7dbee4c5bde53e","0","usable","true","false","3161.6","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"88","翠波峰","review_required_insufficient_evidence","true","","0","","","usable","true","false","","no_candidate","","exact","exact","","","true","1","0","0","insufficient_support",""
"89","平石山","review_required_insufficient_evidence","true","","0","","","usable","true","false","","no_candidate","","exact","exact","","","true","1","0","0","insufficient_support",""
"90","割石東山","review_required_no_grounding","true","summit-candidate:4b33f9c73e644793","0.63","summit-candidate:124ae25a51aa9a64","0.18","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","20","0","0","no_usable_coordinate",""
"91","青滝山","review_required_insufficient_evidence","true","summit-candidate:242762a3c600ff91","0.504","summit-candidate:124ae25a51aa9a64","0.09600000000000003","usable","true","false","14948","grounding_contradicted_or_unrelated","","","","","","false","6","0","0","insufficient_support",""
"92","堂ヶ森","review_required_no_grounding","true","summit-candidate:bb644412fd9a132c","0.63","summit-candidate:124ae25a51aa9a64","0.18","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","18","0","0","no_usable_coordinate",""
"93","南尖峰","review_required_insufficient_evidence","true","summit-candidate:3b98b67bbe0fe0f9","0.448","","","usable","true","false","1767.3","grounding_contradicted_or_unrelated","","","","","","false","1","0","0","insufficient_support",""
"94","自念子ノ頭","review_required_no_grounding","true","summit-candidate:6b5100f449c22108","0.56","summit-candidate:7a5ca8d918f43720","0.28","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","13","0","0","no_usable_coordinate",""
"95","勝山","review_required_no_grounding","true","summit-candidate:91cacd7deced8470","0.63","summit-candidate:2b833dfb6f3f84c1","0.18","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","27","0","0","no_usable_coordinate",""
"96","姫草","review_required_insufficient_evidence","true","summit-candidate:dc456a72b89d4d52","0.504","","","usable","true","false","21433.1","grounding_contradicted_or_unrelated","","","","","","false","1","0","0","insufficient_support",""
"97","牛城","review_required_insufficient_evidence","true","summit-candidate:c7ff156edb321d12","0.448","summit-candidate:ba78489e4d448645","0.14400000000000002","usable","true","false","21437.8","grounding_contradicted_or_unrelated","","","","","","false","2","0","0","insufficient_support",""
"98","積善山","review_required_no_grounding","true","summit-candidate:76a5e492c9dcf980","0.56","summit-candidate:047b9599ec28c6ad","0.3500000000000001","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","33","0","0","no_usable_coordinate",""
"99","鉢巻山","review_required_insufficient_evidence","true","summit-candidate:c4169cdcaf61f31a","0.448","","","usable","true","false","2841.1","grounding_contradicted_or_unrelated","","","","","","false","1","0","0","insufficient_support",""
"100","立石山","review_required_insufficient_evidence","true","summit-candidate:50aa5073a99759cf","0.736","","","usable","true","false","331.5","far_grounding_candidate","5.3","exact","mismatch","","","false","1","0","0","insufficient_support",""
"101","鷲ヶ頭山","review_required_insufficient_evidence","true","summit-candidate:159deb385560c198","0.736","summit-candidate:a92a94d8b5e0fb90","0.432","usable","true","false","363.8","far_grounding_candidate","0.9","exact","mismatch","","","false","2","0","0","insufficient_support",""
"102","安神山","review_required_insufficient_evidence","true","summit-candidate:a92a94d8b5e0fb90","0.304","summit-candidate:159deb385560c198","0","usable","true","false","903.5","grounding_contradicted_or_unrelated","","","","","","false","2","0","0","insufficient_support",""
"103","篠山","review_required_insufficient_evidence","true","summit-candidate:c8a7a1f1d1dad353","0.504","summit-candidate:2c1cbc474e49f1ec","0.2","usable","true","false","10046.5","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"104","横山(横山城址)","review_required_no_grounding","true","summit-candidate:43911aa413390192","0.63","summit-candidate:7749b785ef007c1a","0.41000000000000003","no_usable_coordinate","false","false","","grounding_unavailable","","","","","","false","18","0","0","no_usable_coordinate",""
"105","鞍瀬ノ頭","review_required_insufficient_evidence","true","summit-candidate:846b096132c533d6","0.448","summit-candidate:bca203164e26ce6a","0.09600000000000003","usable","true","false","5289","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"106","二ノ森","review_required_insufficient_evidence","true","summit-candidate:bca203164e26ce6a","0.448","summit-candidate:fe43b0b6aa90cb8f","0","usable","true","false","4759","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"107","面河の頭","review_required_insufficient_evidence","true","summit-candidate:846b096132c533d6","0.4","summit-candidate:bca203164e26ce6a","0.09600000000000003","usable","true","false","2934.6","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"108","西ノ冠岳","review_required_insufficient_evidence","true","summit-candidate:846b096132c533d6","0.4","summit-candidate:bca203164e26ce6a","0.04800000000000004","usable","true","false","2554.4","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"109","西黒森","review_required_insufficient_evidence","true","summit-candidate:db28fcca36deb720","0.408","summit-candidate:f09a1f754bcb761e","0.007999999999999952","usable","true","false","2643.5","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"110","小富士","review_required_insufficient_evidence","true","summit-candidate:75832271d4e4d0ba","0.448","","","usable","true","false","1177.8","grounding_contradicted_or_unrelated","","","","","","false","1","0","0","insufficient_support",""
"111","龍石山","review_required_no_grounding","true","summit-candidate:5f001ac124f82ef6","0.21","summit-candidate:40d5b4863907057a","0.06","no_usable_coordinate","false","false","","grounding_unavailable","","","","","","false","8","0","0","no_usable_coordinate",""
"112","子持山","review_required_no_grounding","true","summit-candidate:93b30125fa1dcd57","0.38","summit-candidate:101c1b0635c0bec0","0.17","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","27","0","0","no_usable_coordinate",""
"113","大峰ヶ台","review_required_no_grounding","true","summit-candidate:8de328f982753d58","0.57","summit-candidate:1946316119cd7251","0.25999999999999995","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","22","0","0","no_usable_coordinate",""
"114","世田山","review_required_insufficient_evidence","true","summit-candidate:8f25ad4ff380df77","0.504","summit-candidate:9d5a3bd31bedfeda","0.04799999999999999","usable","true","false","2198.4","grounding_contradicted_or_unrelated","","","","","","false","3","0","0","insufficient_support",""
"115","笠松山","review_required_insufficient_evidence","true","summit-candidate:9d5a3bd31bedfeda","0.504","summit-candidate:d0f2d4ee46a862c3","0","usable","true","false","1293.2","grounding_contradicted_or_unrelated","","","","","","false","4","0","0","insufficient_support",""
"118","湯築山","review_required_insufficient_evidence","true","","0","","","usable","true","false","","no_candidate","","exact","exact","","","true","1","0","0","insufficient_support",""
"124","伊勢山","review_required_no_grounding","true","summit-candidate:bd145a45a7d01b99","0.56","summit-candidate:02d59cd1260af017","0.3500000000000001","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","14","0","0","no_usable_coordinate",""
"125","久司山","review_required_no_grounding","true","summit-candidate:507809fc1a4b9e4e","0.56","summit-candidate:3c1e55e6cc05c0ad","0.3500000000000001","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","20","0","0","no_usable_coordinate",""
"127","古法皇山","review_required_no_grounding","true","summit-candidate:4d0f5f75da9165b8","0.56","summit-candidate:079ae30d76fb11c2","0.3500000000000001","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","28","0","0","no_usable_coordinate",""
"130","高文殊山","review_required_no_grounding","true","summit-candidate:3a1a951de82d4254","0.63","summit-candidate:8cef52d6989a94db","0.41000000000000003","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","26","0","0","no_usable_coordinate",""
"131","三本榎","review_required_no_grounding","true","summit-candidate:8251283605282249","0.56","summit-candidate:0022a746b396d4c7","0.3500000000000001","no_grounding_response","false","false","","grounding_unavailable","","","","","","false","27","0","0","no_usable_coordinate",""
