No,山名,標高,登頂回数,YAMAP link,難易度ランク,エントリーコースお勧め山,GPS,市町村・島,年,シカ,月,備考,分県登山ガイド（2008）,分県登山ガイド（2016）,四国の1000m峰（2015）,四国百山,百名山,愛媛ゆうゆう山歩き
,水無権現,703,,,,,"33.612515, 132.721120",内子町,,,,,,,,,,
,秋葉山,722,,,,,"33.596611, 132.606278",大洲市,,,,,,,,,,
,黒山,729,,,,,"33.638972, 132.610639",内子町,,,,,,,,,,★
,大野山,800,,,,,"33.423639, 132.552972",西予市,,,,,,,,,,
,棟山,808,,,,,"33.622639, 132.603500",内子町,,,,,,,,,,
,星ヶ森,820,,,,,"33.835478, 133.107797",西条市,,,,YAMAPに登録なし,,,,,,★
,草屋敷,824,,,,,"33.606248, 132.614092",大洲市,,,,,,,,,,
,大熊山,856,,,,,"33.767056, 132.938056",東温市,,,,,,,,,,★
,笠松山,868,,,,,"33.694307, 132.895290",久万高原町,,,,YAMAPに登録なし,,,,,,★
,蒲山,873,,,,,"33.645583, 132.762750",砥部町,,,,,,,,,,
,牛ノ峯,895,,,,,"33.656753, 132.649133",内子町,,,,,〇,,,★,,★
,小森,932,,,,,"33.791278, 133.154833",西条市,,,,,,,,,,
,辻ヶ峰,957,,,,,"33.891811, 133.292249",新居浜市,,,,,,,,,,
,常住,984,,,,,"33.781833, 133.169194",西条市,,,,,,〇,,,,
,熊鷹山,1095,,,,,"33.910568, 133.401798",四国中央市,,,,,,,〇,,,
,櫛ヶ峰,1112,,,,,"33.867577, 133.222072",西条市,,,,,,,〇,,,
,大旗山,1184,,,,,"33.507467, 132.828131",西予市,,,,,,,〇,,,
,兵庫山,1303,,,,,"33.848010, 133.508270",四国中央市,,,,,,,〇,,,
,生之越,1310,,,,,"33.466177, 132.958796",久万高原町,,,,YAMAPに登録なし,,,〇,,,
,玉取山,1330,,,,,"33.863523, 133.526051",四国中央市,,,,,,,〇,,,
,三ヶ森,1377,,,,,"33.803672, 133.068120",西条市,,,,,〇,,〇,,,★
,扇山,1392,,,,,"33.824400, 133.214509",西条市,,,,,,,〇,,,
