mountain_no,mountain_name,category,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_match_status,top_candidate_generation_strategy,top_source_gpx_basename,top_track_name,top_candidate_lat,top_candidate_lon,top_candidate_ele_m,mountain_csv_lat,mountain_csv_lon,mountain_elevation_m,grounding_status,grounding_distance_m,grounding_municipality,candidate_municipality,municipality_compatibility,name_evidence_tier,elevation_diff_m,csv_coordinate_distance_m,activity_link_summary,needs_human_review,review_reason_codes,notes
288,串ヶ森,v3_conflict_case,2,summit-candidate:9186201ca03b041d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,NaN,NaN,,,,1160,,NaN,松野町,松野町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
289,目黒鳥屋,v3_conflict_case,2,summit-candidate:9186201ca03b041d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,NaN,NaN,,,,1157,,NaN,松野町,松野町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
290,長尾森,v3_conflict_case,2,summit-candidate:9186201ca03b041d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,NaN,NaN,,,,1180,,NaN,松野町,松野町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
291,二箆山,v3_conflict_case,6,summit-candidate:09c1602c02ce7f78,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,NaN,NaN,,,,1169,,,,久万高原町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
292,西雑誌山,v3_conflict_case,6,summit-candidate:09c1602c02ce7f78,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,NaN,NaN,,,,1341,,,,久万高原町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
293,気多山,v3_conflict_case,4,summit-candidate:3f404ba3e31c8b54,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,NaN,NaN,,,,1218,,,,久万高原町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
294,八辻ノ峰,v3_conflict_case,4,summit-candidate:3f404ba3e31c8b54,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,NaN,NaN,,,,1724,,NaN,久万高原町,久万高原町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
295,五代ヶ森,v3_conflict_case,4,summit-candidate:3f404ba3e31c8b54,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-04-20_05_43.gpx,気多山・八辻ノ峰・五代ヶ森,NaN,NaN,,,,1711,,NaN,久万高原町,久万高原町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
297,狼ヶ城山,v3_conflict_case,1,summit-candidate:95a8fa74fd4af7b0,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-04-28_07_11.gpx,狼ヶ城山,NaN,NaN,,,,1380,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
298,日浦嶺,v3_conflict_case,2,summit-candidate:498b9618ca98fa34,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-04-28_10_37.gpx,日浦嶺・打越山,NaN,NaN,,,,901,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
299,打越山,v3_conflict_case,2,summit-candidate:498b9618ca98fa34,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-04-28_10_37.gpx,日浦嶺・打越山,NaN,NaN,,,,860,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
301,丸笹山,v3_conflict_case,2,summit-candidate:5ec5a611be375a53,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-05-11_07_45.gpx,丸笹山,NaN,NaN,,,,1535,,,,久万高原町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;near_tie_candidates_for_mountain,
302,丸滝山,v3_conflict_case,1,summit-candidate:aa6060fe8a831f45,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-05-11_13_46.gpx,丸滝山,NaN,NaN,,,,1556,,,,久万高原町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
304,青刈山,v3_conflict_case,1,summit-candidate:94e96018c0a5450d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-05-19_08_47.gpx,二反山・青刈山,NaN,NaN,,,,342,,NaN,今治市,今治市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
305,椿山,v3_conflict_case,3,summit-candidate:1b665bc67a34756a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-06-01_07_14.gpx,椿山,NaN,NaN,,,,1585,,,,久万高原町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;near_tie_candidates_for_mountain,
306,黒森山,v3_conflict_case,3,summit-candidate:40e090ce41a89b55,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-06-08_08_42.gpx,沓掛山・黒森山,NaN,NaN,,,,1678,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
307,沓掛山,v3_conflict_case,2,summit-candidate:40e090ce41a89b55,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-06-08_08_42.gpx,沓掛山・黒森山,NaN,NaN,,,,1691,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
308,二反山,v3_conflict_case,2,summit-candidate:94e96018c0a5450d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-05-19_08_47.gpx,二反山・青刈山,NaN,NaN,,,,395,,,,今治市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
309,平家平,v3_conflict_case,7,summit-candidate:006436491de34784,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,NaN,NaN,,,,1693,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
311,子持権現山,v3_conflict_case,2,summit-candidate:df6b60d513f5518e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-07-06_10_01.gpx,子持権現山・男山・瓶ヶ森,NaN,NaN,,,,1673,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
312,男山,v3_conflict_case,8,summit-candidate:53a6401abf71c488,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-05-02_09_29.gpx,男山・瓶ヶ森・台ヶ森,NaN,NaN,,,,1838,,NaN,西条市,西条市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
313,瓶ヶ森,v3_conflict_case,8,summit-candidate:53a6401abf71c488,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-05-02_09_29.gpx,男山・瓶ヶ森・台ヶ森,NaN,NaN,,,,1897,,NaN,西条市,西条市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
316,高縄山,v3_conflict_case,3,summit-candidate:6ba0d3c6b0fb6b96,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-04-09_14_44.gpx,大月山・高縄山,NaN,NaN,,,,993,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
317,伊予富士,v3_conflict_case,3,summit-candidate:6f70c7d3c27fe164,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-09-14_07_46.gpx,伊予富士,NaN,NaN,,,,1756,,,,西条市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;near_tie_candidates_for_mountain,
318,中津山(明神山),v3_conflict_case,4,summit-candidate:a0c5556d9432a199,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-09-23_07_35.gpx,中津山(明神山)・猿越山,NaN,NaN,,,,1541,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
319,猿越山,v3_conflict_case,4,summit-candidate:a0c5556d9432a199,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-09-23_07_35.gpx,中津山(明神山)・猿越山,NaN,NaN,,,,1435,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
320,銅山峰,v3_conflict_case,8,summit-candidate:006436491de34784,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,NaN,NaN,,,,1330,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
321,西山,v3_conflict_case,10,summit-candidate:006436491de34784,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,NaN,NaN,,,,1429,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
322,三の森,v3_conflict_case,2,summit-candidate:057580d1c60049b6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-10-05_06_40.gpx,銅山峰・西山・三の森・二の森・一の森,NaN,NaN,,,,1154,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
323,二の森,v3_conflict_case,2,summit-candidate:057580d1c60049b6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-10-05_06_40.gpx,銅山峰・西山・三の森・二の森・一の森,NaN,NaN,,,,1040,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
324,一の森,v3_conflict_case,2,summit-candidate:057580d1c60049b6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-10-05_06_40.gpx,銅山峰・西山・三の森・二の森・一の森,NaN,NaN,,,,832,,,,新居浜市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
325,三ッ足山,v3_conflict_case,6,summit-candidate:0886436b79473a6c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,NaN,NaN,,,,1103,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
326,カガマシ山,v3_conflict_case,6,summit-candidate:0886436b79473a6c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,NaN,NaN,,,,1343,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
327,橡尾山,v3_conflict_case,6,summit-candidate:0886436b79473a6c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,NaN,NaN,,,,1222,,NaN,四国中央市,四国中央市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
328,笹ヶ峰,v3_conflict_case,12,summit-candidate:0886436b79473a6c,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-10-14_04_48.gpx,三ッ足山・カガマシ山・橡尾山・笹ヶ峰,NaN,NaN,,,,1019,,,,四国中央市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
331,五郎丸,v3_conflict_case,4,summit-candidate:32c1cf967ab82dbe,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,NaN,NaN,,,,595,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
332,高丸,v3_conflict_case,4,summit-candidate:32c1cf967ab82dbe,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,NaN,NaN,,,,589,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
333,金見山,v3_conflict_case,4,summit-candidate:32c1cf967ab82dbe,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,NaN,NaN,,,,596,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
334,木峰,v3_conflict_case,4,summit-candidate:32c1cf967ab82dbe,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,NaN,NaN,,,,594,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
335,天狗森,v3_conflict_case,4,summit-candidate:32c1cf967ab82dbe,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,NaN,NaN,,,,535,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
336,唐谷山,v3_conflict_case,4,summit-candidate:32c1cf967ab82dbe,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,NaN,NaN,,,,485,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
337,龍王山,v3_conflict_case,4,summit-candidate:32c1cf967ab82dbe,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,NaN,NaN,,,,450,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
338,大谷山,v3_conflict_case,4,summit-candidate:32c1cf967ab82dbe,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,NaN,NaN,,,,507,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
339,城山,v3_conflict_case,28,summit-candidate:95a8fa74fd4af7b0,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-04-28_07_11.gpx,狼ヶ城山,NaN,NaN,,,,62,,NaN,四国中央市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
340,本尊山,v3_conflict_case,3,summit-candidate:0bd3d051cdb972fd,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-08_06_59.gpx,本尊山・秋葉山・立烏帽子山・明神山,NaN,NaN,,,,187,,NaN,伊予市,伊予市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
341,秋葉山,v3_conflict_case,3,summit-candidate:0bd3d051cdb972fd,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-08_06_59.gpx,本尊山・秋葉山・立烏帽子山・明神山,NaN,NaN,,,,631,,NaN,伊予市,伊予市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
342,立烏帽子山,v3_conflict_case,3,summit-candidate:0bd3d051cdb972fd,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-08_06_59.gpx,本尊山・秋葉山・立烏帽子山・明神山,NaN,NaN,,,,536,,,,伊予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
343,明神山,v3_conflict_case,9,summit-candidate:0bd3d051cdb972fd,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-08_06_59.gpx,本尊山・秋葉山・立烏帽子山・明神山,NaN,NaN,,,,634,,NaN,伊予市,伊予市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
344,陣が森,v3_conflict_case,6,summit-candidate:6b0155a434d72d79,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,NaN,NaN,,,,538,,NaN,松山市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
345,岩が森,v3_conflict_case,5,summit-candidate:6b0155a434d72d79,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,NaN,NaN,,,,413,,NaN,松山市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
346,スクモ塚,v3_conflict_case,5,summit-candidate:6b0155a434d72d79,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,NaN,NaN,,,,283,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
347,高萩山,v3_conflict_case,5,summit-candidate:6b0155a434d72d79,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,NaN,NaN,,,,356,,NaN,松山市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
348,長者森,v3_conflict_case,5,summit-candidate:6b0155a434d72d79,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,NaN,NaN,,,,293,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
349,八倉山,v3_conflict_case,2,summit-candidate:cfd366be872f9534,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-22_06_34.gpx,八倉山・行道山・水晶ヶ森,NaN,NaN,,,,257,,NaN,砥部町,砥部町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
350,行道山,v3_conflict_case,2,summit-candidate:cfd366be872f9534,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-22_06_34.gpx,八倉山・行道山・水晶ヶ森,NaN,NaN,,,,371,,NaN,砥部町,砥部町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
351,水晶ヶ森,v3_conflict_case,2,summit-candidate:cfd366be872f9534,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-12-22_06_34.gpx,八倉山・行道山・水晶ヶ森,NaN,NaN,,,,403,,NaN,砥部町,砥部町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
353,壺神山,v3_conflict_case,5,summit-candidate:0048d4d3a7981b80,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,NaN,NaN,,,,971,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
354,滝山,v3_conflict_case,19,summit-candidate:0048d4d3a7981b80,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,NaN,NaN,,,,726,,,,大洲市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
355,足山,v3_conflict_case,13,summit-candidate:0048d4d3a7981b80,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,NaN,NaN,,,,675,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
356,皿が森,v3_conflict_case,5,summit-candidate:0048d4d3a7981b80,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,NaN,NaN,,,,610,,,,大洲市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
357,尉之山,v3_conflict_case,2,summit-candidate:12f30719aca26806,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-11_08_43.gpx,尉之山・小山岳,NaN,NaN,,,,383,,NaN,松山市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
358,小山岳,v3_conflict_case,2,summit-candidate:12f30719aca26806,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-11_08_43.gpx,尉之山・小山岳,NaN,NaN,,,,435,,NaN,松山市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
359,勝山,v3_conflict_case,2,summit-candidate:2b833dfb6f3f84c1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-11_11_51.gpx,勝山,NaN,NaN,,,,385,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
360,松葉山（松葉城址）,v3_conflict_case,3,summit-candidate:2c1cbc474e49f1ec,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-24_13_34.gpx,御篠山・松葉山（松葉城址）・烏殿,NaN,NaN,,,,410,,,,西予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
361,烏殿,v3_conflict_case,3,summit-candidate:2c1cbc474e49f1ec,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-24_13_34.gpx,御篠山・松葉山（松葉城址）・烏殿,NaN,NaN,,,,588,,,,西予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
362,御篠山,v3_conflict_case,3,summit-candidate:2c1cbc474e49f1ec,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-24_13_34.gpx,御篠山・松葉山（松葉城址）・烏殿,NaN,NaN,,,,384,,,,西予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
363,天が森,v3_conflict_case,2,summit-candidate:090f7fa4be89ec5e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-26_07_09.gpx,天が森・浄心山・銅が鳴,NaN,NaN,,,,393,,NaN,八幡浜市,八幡浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
364,浄心山,v3_conflict_case,2,summit-candidate:090f7fa4be89ec5e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-26_07_09.gpx,天が森・浄心山・銅が鳴,NaN,NaN,,,,781,,NaN,八幡浜市,八幡浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
365,銅が鳴,v3_conflict_case,2,summit-candidate:090f7fa4be89ec5e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-26_07_09.gpx,天が森・浄心山・銅が鳴,NaN,NaN,,,,767,,NaN,八幡浜市,八幡浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
369,垣生山,v3_conflict_case,5,summit-candidate:6c20bef6dc4e973b,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-01-30_12_21.gpx,垣生山,NaN,NaN,,,,101,,,,新居浜市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
383,無宗天山,v3_conflict_case,1,summit-candidate:0f09bdcc25daff65,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-02-24_07_30.gpx,無宗天山,NaN,NaN,,,,313,,,,今治市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
384,綱付山,v3_conflict_case,2,summit-candidate:e4f762179d85915d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-02-28_07_34.gpx,綱付山・幻城上城,NaN,NaN,,,,519,,,,西条市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
