mountain_no,mountain_name,summit_candidate_id,candidate_rank_for_mountain,candidate_rank_for_summit_candidate,combined_candidate_score,confidence,match_status,candidate_generation_strategy,source_gpx_basename,track_name,candidate_lat,candidate_lon,candidate_ele_m,grounding_distance_m,csv_coordinate_distance_m,elevation_diff_m,municipality_compatibility,name_evidence_tier,needs_human_review,review_reason_codes,notes
1,関ヶ森,summit-candidate:a0c35720552a78c8,1,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
1,関ヶ森,summit-candidate:c284068144ec2cfd,2,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
1,関ヶ森,summit-candidate:cb62a56e70cedbce,3,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
1,関ヶ森,summit-candidate:feca346909b97b92,4,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:0022a746b396d4c7,1,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:13b7a4bb8154974a,2,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:2ab43729f5e80cbe,3,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:3a491eecbf684185,4,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:3e9348428f22a320,5,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:a0c35720552a78c8,6,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:c284068144ec2cfd,7,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:cb62a56e70cedbce,8,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:cf29543e6beaa1ec,9,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:d19542a61a416537,10,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
2,観音山,summit-candidate:feca346909b97b92,11,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
3,高森山,summit-candidate:428f403ddcc5a31a,1,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,NaN,,,,strong,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
3,高森山,summit-candidate:7a8dca9b423536f5,2,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,NaN,,,,strong,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
3,高森山,summit-candidate:d03c84134ca0989d,3,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),NaN,NaN,,NaN,,,,strong,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
3,高森山,summit-candidate:e7ae682a07af2e10,4,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),NaN,NaN,,NaN,,,,strong,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
3,高森山,summit-candidate:19ab381ef6c337af,5,4,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,NaN,,,,strong,true,municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
3,高森山,summit-candidate:5f31b84e049f61fa,6,4,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,NaN,,,,strong,true,municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
3,高森山,summit-candidate:682d61b87016166b,7,2,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2025-03-17_13_17.gpx,高森山,NaN,NaN,,NaN,,,,strong,true,municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
3,高森山,summit-candidate:a9b00b48e0c94eab,8,1,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2026-01-31_13_52.gpx,高森山,NaN,NaN,,NaN,,,,strong,true,municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
3,高森山,summit-candidate:f55ffb534aa2ae4c,9,4,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,NaN,,,,strong,true,municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
4,岩伽羅山,summit-candidate:d03c84134ca0989d,1,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
4,岩伽羅山,summit-candidate:e7ae682a07af2e10,2,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
5,衣掛山,summit-candidate:d03c84134ca0989d,1,3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
5,衣掛山,summit-candidate:e7ae682a07af2e10,2,3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
6,吉山(吉山城址),summit-candidate:d03c84134ca0989d,1,4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
6,吉山(吉山城址),summit-candidate:e7ae682a07af2e10,2,4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-22_09_04.gpx,高森山・岩伽羅山・衣掛山・吉山(吉山城址),NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
7,尾ノ峰,summit-candidate:36e3ac8003e8b5d0,1,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
7,尾ノ峰,summit-candidate:40260be41579ab8f,2,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
7,尾ノ峰,summit-candidate:ac7a1ebef52ea30c,3,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
7,尾ノ峰,summit-candidate:d6b806525709cc22,4,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
8,新城山,summit-candidate:36e3ac8003e8b5d0,1,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
8,新城山,summit-candidate:40260be41579ab8f,2,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
8,新城山,summit-candidate:ac7a1ebef52ea30c,3,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
8,新城山,summit-candidate:d6b806525709cc22,4,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
9,腰折山,summit-candidate:36e3ac8003e8b5d0,1,3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
9,腰折山,summit-candidate:40260be41579ab8f,2,3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
9,腰折山,summit-candidate:ac7a1ebef52ea30c,3,3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
9,腰折山,summit-candidate:d6b806525709cc22,4,3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
10,恵良山,summit-candidate:36e3ac8003e8b5d0,1,4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
10,恵良山,summit-candidate:40260be41579ab8f,2,4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
10,恵良山,summit-candidate:ac7a1ebef52ea30c,3,4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
10,恵良山,summit-candidate:d6b806525709cc22,4,4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
11,皿ヶ森,summit-candidate:59c561a08189d6b9,1,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
11,皿ヶ森,summit-candidate:7c532ef1be71a4d1,2,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
12,経座ヶ森,summit-candidate:59c561a08189d6b9,1,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
12,経座ヶ森,summit-candidate:7c532ef1be71a4d1,2,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
13,谷上山,summit-candidate:0eff3d1ea2b48d73,1,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
13,谷上山,summit-candidate:2c817617699a0a45,2,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
13,谷上山,summit-candidate:a0ef25e9a532b62e,3,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
13,谷上山,summit-candidate:c94d8d76133fda1a,4,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
13,谷上山,summit-candidate:ea5f711625df386b,5,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:0eff3d1ea2b48d73,1,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:2c817617699a0a45,2,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:7ef7c15a52318cc9,3,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:a0ef25e9a532b62e,4,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:c94d8d76133fda1a,5,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:cf97b8470d2ed1d7,6,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:df6b60d513f5518e,7,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-07-06_10_01.gpx,子持権現山・男山・瓶ヶ森,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:ea5f711625df386b,8,2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:ffa6a88e4e680fd5,9,1,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:047b9599ec28c6ad,10,2,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2023-01-08_09_18.gpx,権現山,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:09547fd48f24d064,11,5,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:0c2609d9e7e31a00,12,4,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:17b2365d322cd022,13,4,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:2011a6c909945d6f,14,2,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2026-04-12_11_03.gpx,権現山,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:32bb5e7e1071e808,15,2,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2023-01-08_09_18.gpx,権現山,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:6756239601754708,16,2,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2026-02-14_13_33.gpx,権現山,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:84f974876f397da1,17,3,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2024-02-10_13_09.gpx,権現山,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:bcf5d9d5a90e5cda,18,4,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:c7ac7ff98cacc074,19,4,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:e8b129f70e703be5,20,3,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2026-03-07_11_08.gpx,権現山,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:f108570a8e33ce90,21,2,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2023-12-17_07_11.gpx,総津権現山,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
14,権現山,summit-candidate:f2538b7f88e2dd06,22,4,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2024-07-06_10_01.gpx,子持権現山・男山・瓶ヶ森,NaN,NaN,,,,,,strong,true,grounding_missing;municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
15,白滝山,summit-candidate:0eff3d1ea2b48d73,1,3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
15,白滝山,summit-candidate:2c817617699a0a45,2,3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
15,白滝山,summit-candidate:a0ef25e9a532b62e,3,3,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,,,strong,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
