mountain_no,mountain_name,summit_candidate_id,grounding_assisted_candidate_score,grounding_match_status,grounding_distance_m,grounding_elevation_diff_m,candidate_lat,candidate_lon,candidate_ele_m,mountain_elevation_m,candidate_rank_for_mountain,track_name,grounding_reason_codes
1,関ヶ森,summit-candidate:a0c35720552a78c8,0.57,grounding_unavailable,,,33.8560644,132.8432176,573.7066666666666,592,1,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:c284068144ec2cfd,0.45,grounding_unavailable,,,33.8245858,132.8164365,278.01,592,2,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:cb62a56e70cedbce,0.45,grounding_unavailable,,,33.8382073,132.8403915,495.64000000000004,592,3,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:feca346909b97b92,0.45,grounding_unavailable,,,33.8376784,132.825374,402.01,592,4,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:6d533e458b56f1d6,0.28,grounding_unavailable,,,33.7246538,132.8569052,583.6133333333333,592,5,真城ヶ台,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:192b785fe79890e5,0.21,grounding_unavailable,,,33.3653822,132.4528183,592.0266666666666,592,6,堂所山,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:9cc74b44e1289236,0.21,grounding_unavailable,,,34.0275511,133.6441984,589.3233333333334,592,7,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:a637fbc518f58ac5,0.21,grounding_unavailable,,,33.7736953,132.9019215,600.8033333333334,592,8,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:b6f296c230c1891d,0.21,grounding_unavailable,,,33.8761667,132.9651395,598.0666666666667,592,9,東三方ヶ森,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:c1f175d0616be696,0.21,grounding_unavailable,,,33.6968367,132.7954997,589.8691282114027,592,10,城山・水梨山・向山,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:c8607e1f03bb5db1,0.21,grounding_unavailable,,,34.0272665,133.6616846,585.22,592,11,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:d71483d289d0c575,0.21,grounding_unavailable,,,33.384401,132.5180668,583.88,592,12,御篠山・松葉山（松葉城址）・烏殿,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:edac81b361bdc70c,0.21,grounding_unavailable,,,34.0123819,133.6793921,591.7966666666667,592,13,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:f028aab45221cee6,0.21,grounding_unavailable,,,33.6093279,132.8006087,599.1233333333333,592,14,池ノ城山,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:13aa9354da4eb6d6,0.15,grounding_unavailable,,,33.5055365,132.6868759,572.4394591518229,592,15,京の森・大迫山,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:1fd59e0e67624706,0.15,grounding_unavailable,,,33.6266981,132.6808191,620.0533333333333,592,16,陣が森岳,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:2670057d58a25475,0.15,grounding_unavailable,,,33.9725881,132.924821,616.4333333333334,592,17,丸山,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:339138a4e53293da,0.15,grounding_unavailable,,,33.9047167,133.3174422,571.1733333333333,592,18,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:5f3f2f47d84464c4,0.15,grounding_unavailable,,,33.4530897,132.7168465,605.2468947172716,592,19,一ヶ森,grounding_response_without_coordinate
1,関ヶ森,summit-candidate:ab39145b6a448b8d,0.15,grounding_unavailable,,,33.9386003,133.5857961,617.3566666666667,592,20,白木山,grounding_response_without_coordinate
2,観音山,summit-candidate:cb62a56e70cedbce,0.57,grounding_unavailable,,,33.8382073,132.8403915,495.64000000000004,518,1,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
2,観音山,summit-candidate:0022a746b396d4c7,0.45,grounding_unavailable,,,33.8836999,132.7830348,264.2867991594412,518,2,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
2,観音山,summit-candidate:13b7a4bb8154974a,0.45,grounding_unavailable,,,33.8682654,132.7980997,336.02549564153543,518,3,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
2,観音山,summit-candidate:2ab43729f5e80cbe,0.45,grounding_unavailable,,,33.9003229,132.8034521,376.3033333333333,518,4,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
2,観音山,summit-candidate:3a491eecbf684185,0.45,grounding_unavailable,,,33.8995828,132.7922499,332.31718344424,518,5,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
2,観音山,summit-candidate:3e9348428f22a320,0.45,grounding_unavailable,,,33.892102,132.788188,385.21553569431927,518,6,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
2,観音山,summit-candidate:a0c35720552a78c8,0.45,grounding_unavailable,,,33.8560644,132.8432176,573.7066666666666,518,7,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
2,観音山,summit-candidate:c284068144ec2cfd,0.45,grounding_unavailable,,,33.8245858,132.8164365,278.01,518,8,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
2,観音山,summit-candidate:cf29543e6beaa1ec,0.45,grounding_unavailable,,,33.8974685,132.7904961,365.7180112898549,518,9,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
2,観音山,summit-candidate:d19542a61a416537,0.45,grounding_unavailable,,,33.8844211,132.786858,249.26694835004648,518,10,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
2,観音山,summit-candidate:feca346909b97b92,0.45,grounding_unavailable,,,33.8376784,132.825374,402.01,518,11,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
2,観音山,summit-candidate:74dd1729abbd7bb5,0.22,grounding_unavailable,,,33.8887442,132.8659698,538.9699999999999,518,12,福見山・河原樋山・真松嶺・柿王寺森,grounding_response_without_coordinate
2,観音山,summit-candidate:7d7066baad9d7077,0.22,grounding_unavailable,,,33.8922068,132.8273765,505.77666666666664,518,13,奥之城山・ヌタノサコ,grounding_response_without_coordinate
2,観音山,summit-candidate:f2aae42aff3dea24,0.22,grounding_unavailable,,,33.8843866,132.8629961,543.3533333333334,518,14,福見山・河原樋山・真松嶺・柿王寺森,grounding_response_without_coordinate
2,観音山,summit-candidate:0c210f0edfbda06f,0.21,grounding_unavailable,,,33.7794142,132.9091359,522.6766666666666,518,15,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
2,観音山,summit-candidate:ea5f711625df386b,0.21,grounding_unavailable,,,33.7190577,132.7591133,510.2597700981308,518,16,谷上山・権現山・白滝山・障子山,grounding_response_without_coordinate
2,観音山,summit-candidate:f19fd681c4c84753,0.21,grounding_unavailable,,,33.8680685,133.1174852,516.7233333333334,518,17,綱付山・幻城上城,grounding_response_without_coordinate
2,観音山,summit-candidate:32bb5e7e1071e808,0.15,grounding_unavailable,,,32.9252175,132.4855806,497.2277182534487,518,18,権現山,grounding_response_without_coordinate
2,観音山,summit-candidate:32c1cf967ab82dbe,0.15,grounding_unavailable,,,34.0356467,133.6297572,503.24333333333334,518,19,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_response_without_coordinate
2,観音山,summit-candidate:51c8bc6a368c422c,0.15,grounding_unavailable,,,33.3475127,132.4815915,542.5079186549784,518,20,竜王の峰,grounding_response_without_coordinate
2,観音山,summit-candidate:6b0155a434d72d79,0.15,grounding_unavailable,,,33.9890249,132.8891658,532.4466666666667,518,21,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
2,観音山,summit-candidate:84f974876f397da1,0.15,grounding_unavailable,,,33.1592369,132.4691277,498.7563056512352,518,22,権現山,grounding_response_without_coordinate
2,観音山,summit-candidate:8d1f2bd134bed04d,0.15,grounding_unavailable,,,33.9910002,132.9850803,507.77,518,23,天道ヶ頭,grounding_response_without_coordinate
2,観音山,summit-candidate:d0d3096d540f375e,0.15,grounding_unavailable,,,33.5112211,132.3821763,496.59999999999997,518,24,雨乞山,grounding_response_without_coordinate
2,観音山,summit-candidate:f12898f5821b63b8,0.15,grounding_unavailable,,,33.6910161,132.6669514,530.1166666666667,518,25,本尊山・秋葉山・立烏帽子山・明神山,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:e7ae682a07af2e10,0.57,grounding_unavailable,,,33.8423734,132.8811963,719.2533333333334,696,1,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:d03c84134ca0989d,0.45,grounding_unavailable,,,33.8192567,132.8731185,306.31,696,2,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:a94564816fd4afff,0.22,grounding_unavailable,,,33.8503146,132.9103674,676.7066666666667,696,3,十門山(十門城址)・ヨソ山,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:0048d4d3a7981b80,0.21,grounding_unavailable,,,33.6062894,132.5155614,697.5172644320495,696,4,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:61304308f9a58d0d,0.21,grounding_unavailable,,,33.654334,132.6895797,694.3566666666667,696,5,黒岩岳,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:cf1e11202c4f4280,0.21,grounding_unavailable,,,33.6926089,132.8062765,694.2914342760145,696,6,城山・水梨山・向山,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:07834c521328cc1d,0.15,grounding_unavailable,,,33.6848511,132.7812374,707.7550916004999,696,7,城山・水梨山・向山,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:49147712961a83be,0.15,grounding_unavailable,,,33.5174638,132.6333302,708.9699999999999,696,8,新谷神南山・五十崎神南山,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:4a22801b12460992,0.15,grounding_unavailable,,,33.6034415,132.6564373,676.61,696,9,船ヶ迫岳・鎌倉山,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:81081ef1b6e58a79,0.15,grounding_unavailable,,,33.6509595,132.7915875,711,696,10,笠成山,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:9a0532ee2b40e5f3,0.15,grounding_unavailable,,,33.0274144,132.6396303,725.5,696,11,瀬戸黒森・三森・羽子山・観音森,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:bd8fda9e743f2008,0.15,grounding_unavailable,,,33.54274,132.4754911,681.2333333333333,696,12,牛の峰・尻高峰,grounding_response_without_coordinate
4,岩伽羅山,summit-candidate:ce7fc6697696cde7,0.15,grounding_unavailable,,,33.6204803,132.6529617,669.23,696,13,船ヶ迫岳・鎌倉山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:d03c84134ca0989d,0.45,grounding_unavailable,,,33.8192567,132.8731185,306.31,463,1,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
5,衣掛山,summit-candidate:e7ae682a07af2e10,0.45,grounding_unavailable,,,33.8423734,132.8811963,719.2533333333334,463,2,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
5,衣掛山,summit-candidate:7880c9d0de83468b,0.22,grounding_unavailable,,,33.8031315,132.9547814,452.99666666666667,463,3,船野山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:0eff3d1ea2b48d73,0.21,grounding_unavailable,,,33.7351844,132.7317786,456.90483803547824,463,4,谷上山・権現山・白滝山・障子山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:3c28b6ebd5a97155,0.21,grounding_unavailable,,,33.5944697,132.4784739,472.13310176947385,463,5,斎藤山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:50d68ea03af3c4ff,0.21,grounding_unavailable,,,33.3884297,132.7572928,456.7219376700282,463,6,甲が森,grounding_response_without_coordinate
5,衣掛山,summit-candidate:62d2811f5d1a9f29,0.21,grounding_unavailable,,,33.4256595,132.7088906,459.07666666666665,463,7,竜王山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:9e86644a708cb211,0.21,grounding_unavailable,,,33.582033,132.5041115,459.0429986192042,463,8,鼻欠山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:159deb385560c198,0.15,grounding_unavailable,,,34.2396526,133.0209828,436.9143046126708,463,9,安神山・鷲ヶ頭山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:2c817617699a0a45,0.15,grounding_unavailable,,,33.7235493,132.7563447,485.20803085647475,463,10,谷上山・権現山・白滝山・障子山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:43911aa413390192,0.15,grounding_unavailable,,,33.9200756,132.807533,449.0333333333333,463,11,横山(横山城址),grounding_response_without_coordinate
5,衣掛山,summit-candidate:b49681fa67b2b53e,0.15,grounding_unavailable,,,33.5634523,132.4596426,477.8922286451063,463,12,トギ・張木山・高手山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:e4f762179d85915d,0.15,grounding_unavailable,,,33.8666424,133.106705,477.85999999999996,463,13,綱付山・幻城上城,grounding_response_without_coordinate
5,衣掛山,summit-candidate:edd15dad4a862cba,0.15,grounding_unavailable,,,33.6953574,132.7931539,478.48019710501103,463,14,城山・水梨山・向山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:f108570a8e33ce90,0.15,grounding_unavailable,,,33.6386291,132.7905473,437.40333333333336,463,15,総津権現山,grounding_response_without_coordinate
5,衣掛山,summit-candidate:f39b40bd0d9b0192,0.15,grounding_unavailable,,,33.2533161,132.5564232,433.24,463,16,槇ノ山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:d03c84134ca0989d,0.51,grounding_unavailable,,,33.8192567,132.8731185,306.31,262,1,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:e7ae682a07af2e10,0.45,grounding_unavailable,,,33.8423734,132.8811963,719.2533333333334,262,2,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:0022a746b396d4c7,0.21,grounding_unavailable,,,33.8836999,132.7830348,264.2867991594412,262,3,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:0cc40babcd0ce6bf,0.21,grounding_unavailable,,,34.0273223,133.5919989,261.15000000000003,262,4,弥八山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:1432f597b5dca157,0.21,grounding_unavailable,,,33.9038632,132.7837316,253.17333333333332,262,5,古城山・尾崎山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:4416099ca0f9da08,0.21,grounding_unavailable,,,33.7478819,132.7506238,260.1933333333333,262,6,笹ヶ平山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:4d0f5f75da9165b8,0.21,grounding_unavailable,,,34.2665635,133.2120741,269.75333333333333,262,7,石灰山・古法皇山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:afc2e407c1d6b464,0.21,grounding_unavailable,,,34.1640532,133.047568,260.3866666666667,262,8,大頭山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:d456af62868c5044,0.21,grounding_unavailable,,,34.1283255,133.047895,268.5833333333333,262,9,姫政山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:079ae30d76fb11c2,0.15,grounding_unavailable,,,33.8265074,132.8167326,280.85333333333335,262,10,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:2129bbc9c3950a91,0.15,grounding_unavailable,,,33.8756903,133.1037524,243.64333333333335,262,11,幻城下城,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:3807e62715de33f9,0.15,grounding_unavailable,,,34.0326072,132.8753902,240.99666666666667,262,12,高仙山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:4973965873779cdc,0.15,grounding_unavailable,,,33.778716,132.7722765,251.46333333333337,262,13,八倉山・行道山・水晶ヶ森,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:75832271d4e4d0ba,0.15,grounding_unavailable,,,33.8816318,132.6714828,281.5,262,14,小富士,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:8251283605282249,0.15,grounding_unavailable,,,34.2867345,132.9886798,246.47333333333336,262,15,三本榎,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:830c63408bf56cc5,0.15,grounding_unavailable,,,33.4134474,132.1753954,289.2,262,16,大森山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:86e4db352b85ced4,0.15,grounding_unavailable,,,34.1597225,133.0770866,235.75333333333333,262,17,高取山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:8cef52d6989a94db,0.15,grounding_unavailable,,,33.9640455,133.4034525,237.66666666666666,262,18,北山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:8f19c4c16e72e270,0.15,grounding_unavailable,,,33.0229168,132.387323,243.4,262,19,由良山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:98457196a66e294d,0.15,grounding_unavailable,,,33.9891451,132.6270439,282.75666666666666,262,20,高山・大里山・泰ノ山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:a0b87feaf88e526d,0.15,grounding_unavailable,,,33.9536062,132.8113157,282.46000000000004,262,21,高穴山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:a14a745323a3d3af,0.15,grounding_unavailable,,,33.9827566,133.3976892,250.30998537053583,262,22,西の山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:b1bd2a482a691bd8,0.15,grounding_unavailable,,,33.4977228,132.5826447,285.99333333333334,262,23,根太山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:b9e78d4a587ceaa0,0.15,grounding_unavailable,,,33.8349112,132.8127369,278.7366666666667,262,24,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:bcc05b721653749f,0.15,grounding_unavailable,,,34.0073425,132.8450021,290.3833333333333,262,25,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:c284068144ec2cfd,0.15,grounding_unavailable,,,33.8245858,132.8164365,278.01,262,26,関ヶ森・観音山・倉谷山・芝ヶ峠,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:d19542a61a416537,0.15,grounding_unavailable,,,33.8844211,132.786858,249.26694835004648,262,27,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:d43fade4de3e33c8,0.15,grounding_unavailable,,,33.8346163,132.8126367,278.9166666666667,262,28,宝ヶ峯・淡路ヶ峠,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:d5b708b4d3aa86a0,0.15,grounding_unavailable,,,34.0853958,132.9709549,239.86,262,29,近見山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:d8270fc572efc0b2,0.15,grounding_unavailable,,,33.99782,132.8482925,279.05333333333334,262,30,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:ea919bf883e31a7b,0.15,grounding_unavailable,,,34.0063802,132.8186843,289.7633333333333,262,31,名石山,grounding_response_without_coordinate
6,吉山(吉山城址),summit-candidate:fe8f624bdaa57afd,0.15,grounding_unavailable,,,33.9704741,132.6073111,288.9433333333333,262,32,高山・大里山・泰ノ山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:36e3ac8003e8b5d0,0.63,grounding_unavailable,,,33.9989521,132.785492,190.94333333333336,193,1,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:d6b806525709cc22,0.57,grounding_unavailable,,,33.9932805,132.7899177,206.86333333333332,193,2,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:ac7a1ebef52ea30c,0.51,grounding_unavailable,,,33.9926561,132.7813592,156.4466666666667,193,3,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:40260be41579ab8f,0.45,grounding_unavailable,,,33.9922702,132.7992645,299.12666666666667,193,4,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:23c112538ef91e0d,0.28,grounding_unavailable,,,33.8831745,132.7109537,195.95000000000002,193,5,西山・経ヶ森・岩子山・護摩ヶ森,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:543b4550a3ef3e87,0.28,grounding_unavailable,,,33.8634835,132.7695824,195.11333333333334,193,6,天神山・御幸寺山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:f1ee81f4d467a28e,0.28,grounding_unavailable,,,33.9194619,132.7676241,191.34803656971437,193,7,宅並山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:084fa7c9e55252dc,0.22,grounding_unavailable,,,33.8667446,132.768519,165.84333333333333,193,8,野津子山・軽ノ山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:45439217573adfc4,0.22,grounding_unavailable,,,33.8188713,132.8530104,210.93999999999997,193,9,明神山・潮見山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:5aff666aa93b3a17,0.22,grounding_unavailable,,,33.8841169,132.7626522,181.12,193,10,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:5e94c87cc5fcc87b,0.22,grounding_unavailable,,,33.8792239,132.7715271,173.09,193,11,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:7c680b0eed0187fa,0.22,grounding_unavailable,,,33.8556124,132.7933144,221.10333333333332,193,12,道後山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:82d3009a6c1b2511,0.22,grounding_unavailable,,,33.9465786,132.799306,218.9593458353185,193,13,雄甲山・雌甲山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:bdfa250c89c1ca90,0.22,grounding_unavailable,,,33.8865639,132.7116504,168.98333333333335,193,14,西山・経ヶ森・岩子山・護摩ヶ森,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:51a919059b1a6dbb,0.21,grounding_unavailable,,,33.0306132,132.399974,194.63,193,15,由良山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:588c967023117267,0.21,grounding_unavailable,,,34.2634531,132.9718171,201.48000000000002,193,16,鏡山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:9acc21860aa8a208,0.21,grounding_unavailable,,,33.7680114,132.779871,192.99666666666667,193,17,扇山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:bf9808bbf86d5d73,0.21,grounding_unavailable,,,33.8975964,133.1980477,191.83333333333334,193,18,八堂山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:6b836f5beefdd52c,0.15,grounding_unavailable,,,34.1133271,133.0210613,218.65,193,19,館山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:b9ae103da9e3136b,0.15,grounding_unavailable,,,34.140513,133.0475658,211.73666666666668,193,20,八幡山,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:e7b64a377534c79e,0.15,grounding_unavailable,,,33.1384517,132.4477537,217.52368147012137,193,21,峠ヶ森,grounding_response_without_coordinate
7,尾ノ峰,summit-candidate:f676e5a22f523492,0.15,grounding_unavailable,,,33.8924606,133.0391092,211.39459610568747,193,22,愛ノ山,grounding_response_without_coordinate
8,新城山,summit-candidate:ac7a1ebef52ea30c,0.63,grounding_unavailable,,,33.9926561,132.7813592,156.4466666666667,161,1,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
8,新城山,summit-candidate:36e3ac8003e8b5d0,0.57,grounding_unavailable,,,33.9989521,132.785492,190.94333333333336,161,2,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
8,新城山,summit-candidate:d6b806525709cc22,0.51,grounding_unavailable,,,33.9932805,132.7899177,206.86333333333332,161,3,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
8,新城山,summit-candidate:40260be41579ab8f,0.45,grounding_unavailable,,,33.9922702,132.7992645,299.12666666666667,161,4,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
8,新城山,summit-candidate:084fa7c9e55252dc,0.28,grounding_unavailable,,,33.8667446,132.768519,165.84333333333333,161,5,野津子山・軽ノ山,grounding_response_without_coordinate
8,新城山,summit-candidate:3259dfe3d9ce60c5,0.28,grounding_unavailable,,,33.816673,132.8428244,152.25333333333333,161,6,明神山・潮見山,grounding_response_without_coordinate
8,新城山,summit-candidate:bdfa250c89c1ca90,0.28,grounding_unavailable,,,33.8865639,132.7116504,168.98333333333335,161,7,西山・経ヶ森・岩子山・護摩ヶ森,grounding_response_without_coordinate
8,新城山,summit-candidate:e4808690532bb46c,0.28,grounding_unavailable,,,33.85598,132.7730493,158.70333333333335,161,8,天神山・御幸寺山,grounding_response_without_coordinate
8,新城山,summit-candidate:5aff666aa93b3a17,0.22,grounding_unavailable,,,33.8841169,132.7626522,181.12,161,9,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,grounding_response_without_coordinate
8,新城山,summit-candidate:5e94c87cc5fcc87b,0.22,grounding_unavailable,,,33.8792239,132.7715271,173.09,161,10,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,grounding_response_without_coordinate
8,新城山,summit-candidate:ab8cf0f07d2a219d,0.22,grounding_unavailable,,,33.859723,132.8152899,145.66,161,11,菊ヶ森,grounding_response_without_coordinate
8,新城山,summit-candidate:47b61397fb9c5d3f,0.21,grounding_unavailable,,,34.0105612,133.0203144,152.43333333333337,161,12,霊仙山,grounding_response_without_coordinate
8,新城山,summit-candidate:a92a94d8b5e0fb90,0.21,grounding_unavailable,,,34.2432829,133.0072567,156.04151443047127,161,13,安神山・鷲ヶ頭山,grounding_response_without_coordinate
8,新城山,summit-candidate:101c1b0635c0bec0,0.15,grounding_unavailable,,,34.1144302,132.9156361,131.66666666666666,161,14,高山,grounding_response_without_coordinate
8,新城山,summit-candidate:3c1e55e6cc05c0ad,0.15,grounding_unavailable,,,33.9423212,133.2748429,148.30058041636374,161,15,金子山,grounding_response_without_coordinate
8,新城山,summit-candidate:507809fc1a4b9e4e,0.15,grounding_unavailable,,,34.2444484,133.2061963,136.67,161,16,久司山,grounding_response_without_coordinate
8,新城山,summit-candidate:50aa5073a99759cf,0.15,grounding_unavailable,,,34.280645,133.1726806,133.6903994266386,161,17,立石山,grounding_response_without_coordinate
8,新城山,summit-candidate:c4169cdcaf61f31a,0.15,grounding_unavailable,,,34.2604083,133.178604,132.84324070749756,161,18,鉢巻山,grounding_response_without_coordinate
9,腰折山,summit-candidate:d6b806525709cc22,0.63,grounding_unavailable,,,33.9932805,132.7899177,206.86333333333332,213,1,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
