mountain_no,mountain_name,summit_candidate_id,grounding_assisted_candidate_score,grounding_match_status,grounding_distance_m,grounding_elevation_diff_m,candidate_lat,candidate_lon,candidate_ele_m,mountain_elevation_m,candidate_rank_for_mountain,track_name,grounding_reason_codes
451,陣が森岳,summit-candidate:23316af255d30882,0.28,grounding_unavailable,,,33.692167,132.6731896,627.2966666666666,620,2,本尊山・秋葉山・立烏帽子山・明神山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:0bd3d051cdb972fd,0.22,grounding_unavailable,,,33.6988091,132.6831717,632.3133333333334,620,3,本尊山・秋葉山・立烏帽子山・明神山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:2670057d58a25475,0.21,grounding_unavailable,,,33.9725881,132.924821,616.4333333333334,620,4,丸山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:4db5b3ffd85092bf,0.21,grounding_unavailable,,,33.5995314,132.5168274,626.9591280717788,620,5,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:6b19d2116121b615,0.21,grounding_unavailable,,,33.4883211,132.4618686,624.4499999999999,620,6,鞍掛山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:8e8035372e25eb9d,0.21,grounding_unavailable,,,33.887339,132.9480065,628.7666666666668,620,7,東三方ヶ森,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:ab39145b6a448b8d,0.21,grounding_unavailable,,,33.9386003,133.5857961,617.3566666666667,620,8,白木山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:b02ff952b74ca472,0.21,grounding_unavailable,,,33.454717,132.7240857,622.8707379152734,620,9,岳山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:192b785fe79890e5,0.15,grounding_unavailable,,,33.3653822,132.4528183,592.0266666666666,620,10,堂所山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:24dc6cf37ce4e715,0.15,grounding_unavailable,,,33.7661685,132.9049612,646.4833333333332,620,11,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:59c561a08189d6b9,0.15,grounding_unavailable,,,33.8233656,132.9413939,630.2399999999999,620,12,皿ヶ森・経座ヶ森・ヨソ山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:5f3f2f47d84464c4,0.15,grounding_unavailable,,,33.4530897,132.7168465,605.2468947172716,620,13,一ヶ森,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:6342f0069cd164e8,0.15,grounding_unavailable,,,33.5194593,132.6057323,649.24,620,14,新谷神南山・五十崎神南山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:9306f5a7fe249a15,0.15,grounding_unavailable,,,33.6157929,132.5364783,646.4861527563789,620,15,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:9fe27d7d4a51aa70,0.15,grounding_unavailable,,,33.590232,132.798511,649.16,620,16,登議城山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:a637fbc518f58ac5,0.15,grounding_unavailable,,,33.7736953,132.9019215,600.8033333333334,620,17,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:a9b00b48e0c94eab,0.15,grounding_unavailable,,,33.3270345,132.5414704,631.8566666666667,620,18,高森山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:b6f296c230c1891d,0.15,grounding_unavailable,,,33.8761667,132.9651395,598.0666666666667,620,19,東三方ヶ森,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:bb84b00f3a929195,0.15,grounding_unavailable,,,33.4309452,132.482212,642.6,620,20,大畑山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:d4dc6f2bbe1f994f,0.15,grounding_unavailable,,,33.7646004,132.900658,643.7166666666667,620,21,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:da65a16f23740e83,0.15,grounding_unavailable,,,33.4130019,132.7969092,646.7704243218062,620,22,三滝山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:edac81b361bdc70c,0.15,grounding_unavailable,,,34.0123819,133.6793921,591.7966666666667,620,23,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,grounding_response_without_coordinate
451,陣が森岳,summit-candidate:f028aab45221cee6,0.15,grounding_unavailable,,,33.6093279,132.8006087,599.1233333333333,620,24,池ノ城山,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:61304308f9a58d0d,0.63,grounding_unavailable,,,33.654334,132.6895797,694.3566666666667,698,1,黒岩岳,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:ce7fc6697696cde7,0.22,grounding_unavailable,,,33.6204803,132.6529617,669.23,698,2,船ヶ迫岳・鎌倉山,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:0048d4d3a7981b80,0.21,grounding_unavailable,,,33.6062894,132.5155614,697.5172644320495,698,3,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:07834c521328cc1d,0.21,grounding_unavailable,,,33.6848511,132.7812374,707.7550916004999,698,4,城山・水梨山・向山,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:cf1e11202c4f4280,0.21,grounding_unavailable,,,33.6926089,132.8062765,694.2914342760145,698,5,城山・水梨山・向山,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:49147712961a83be,0.15,grounding_unavailable,,,33.5174638,132.6333302,708.9699999999999,698,6,新谷神南山・五十崎神南山,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:4a22801b12460992,0.15,grounding_unavailable,,,33.6034415,132.6564373,676.61,698,7,船ヶ迫岳・鎌倉山,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:81081ef1b6e58a79,0.15,grounding_unavailable,,,33.6509595,132.7915875,711,698,8,笠成山,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:9a0532ee2b40e5f3,0.15,grounding_unavailable,,,33.0274144,132.6396303,725.5,698,9,瀬戸黒森・三森・羽子山・観音森,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:a94564816fd4afff,0.15,grounding_unavailable,,,33.8503146,132.9103674,676.7066666666667,698,10,十門山(十門城址)・ヨソ山,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:bd8fda9e743f2008,0.15,grounding_unavailable,,,33.54274,132.4754911,681.2333333333333,698,11,牛の峰・尻高峰,grounding_response_without_coordinate
452,黒岩岳,summit-candidate:e7ae682a07af2e10,0.15,grounding_unavailable,,,33.8423734,132.8811963,719.2533333333334,698,12,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
453,大判山,summit-candidate:fa9a4432fbf76027,0.63,grounding_unavailable,,,33.3926301,132.5594513,791.2866666666665,798,1,大判山,grounding_response_without_coordinate
453,大判山,summit-candidate:37c3a34c16599379,0.21,grounding_unavailable,,,33.5358155,132.4487801,791.270282533162,798,2,天が森・浄心山・銅が鳴,grounding_response_without_coordinate
453,大判山,summit-candidate:5f31b84e049f61fa,0.21,grounding_unavailable,,,33.525575,132.750723,798.325694253476,798,3,高森山・町木山・寒台山・鎧掛山,grounding_response_without_coordinate
453,大判山,summit-candidate:b997b8fd6709731d,0.21,grounding_unavailable,,,33.034531,132.6236886,806.4699999999999,798,4,瀬戸黒森・三森・羽子山・観音森,grounding_response_without_coordinate
453,大判山,summit-candidate:c2491268ea5645b7,0.21,grounding_unavailable,,,33.7502454,132.9097454,801.5633333333334,798,5,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
453,大判山,summit-candidate:090f7fa4be89ec5e,0.15,grounding_unavailable,,,33.5225161,132.4288807,782.4408357907463,798,6,天が森・浄心山・銅が鳴,grounding_response_without_coordinate
453,大判山,summit-candidate:1d3eb619bd125bfd,0.15,grounding_unavailable,,,33.9422285,132.9779374,778.4133333333334,798,7,五葉が森,grounding_response_without_coordinate
453,大判山,summit-candidate:615a70cf4401199b,0.15,grounding_unavailable,,,33.5350475,132.4654448,822.6353431394673,798,8,出石山,grounding_response_without_coordinate
453,大判山,summit-candidate:94e39d837730a5c7,0.15,grounding_unavailable,,,33.6297301,132.7781689,822.6366666666667,798,9,コクゾ峰,grounding_response_without_coordinate
453,大判山,summit-candidate:9669b668bebfc145,0.15,grounding_unavailable,,,33.9017492,132.9949732,811.0092135228584,798,10,黒滝山・木久ヶ森,grounding_response_without_coordinate
453,大判山,summit-candidate:a53cc9868b7f2f70,0.15,grounding_unavailable,,,33.0342378,132.5322872,780.6233333333334,798,11,観音岳,grounding_response_without_coordinate
453,大判山,summit-candidate:c9156b7eea77a1b0,0.15,grounding_unavailable,,,33.6581301,132.974538,769.7933333333334,798,12,岩屋山,grounding_response_without_coordinate
453,大判山,summit-candidate:cf1cb583d492455c,0.15,grounding_unavailable,,,33.0210963,132.6156053,784.9416257231666,798,13,瀬戸黒森・三森・羽子山・観音森,grounding_response_without_coordinate
453,大判山,summit-candidate:f55ffb534aa2ae4c,0.15,grounding_unavailable,,,33.5133814,132.7770265,825.9826876717713,798,14,高森山・町木山・寒台山・鎧掛山,grounding_response_without_coordinate
454,竜王の峰,summit-candidate:51c8bc6a368c422c,0.504,grounding_contradicted_or_unrelated,12715,,33.3475127,132.4815915,542.5079186549784,534,1,竜王の峰,grounding_far_from_candidate
455,船ヶ迫岳,summit-candidate:4a22801b12460992,0.408,grounding_contradicted_or_unrelated,5638.5,,33.6034415,132.6564373,676.61,631,1,船ヶ迫岳・鎌倉山,grounding_far_from_candidate
455,船ヶ迫岳,summit-candidate:ce7fc6697696cde7,0.352,grounding_contradicted_or_unrelated,7528.6,,33.6204803,132.6529617,669.23,631,2,船ヶ迫岳・鎌倉山,grounding_far_from_candidate
456,鎌倉山,summit-candidate:4a22801b12460992,0.504,grounding_contradicted_or_unrelated,5028.3,,33.6034415,132.6564373,676.61,681,1,船ヶ迫岳・鎌倉山,grounding_far_from_candidate
456,鎌倉山,summit-candidate:ce7fc6697696cde7,0.4,grounding_contradicted_or_unrelated,6840.5,,33.6204803,132.6529617,669.23,681,2,船ヶ迫岳・鎌倉山,grounding_far_from_candidate
457,槇ノ山,summit-candidate:f39b40bd0d9b0192,0.63,grounding_unavailable,,,33.2533161,132.5564232,433.24,439,1,槇ノ山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:fcfb64bccceb89d4,0.45,grounding_unavailable,,,33.2525878,132.5586899,367.51666666666665,439,2,槇ノ山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:159deb385560c198,0.21,grounding_unavailable,,,34.2396526,133.0209828,436.9143046126708,439,3,安神山・鷲ヶ頭山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:167756a8b787a168,0.21,grounding_unavailable,,,34.2035605,132.9686491,429.98333333333335,439,4,薬師山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:54cf4155ab259d9d,0.21,grounding_unavailable,,,33.7480679,132.8711955,430.59999999999997,439,5,御岳山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:64a47ed9c06f56d5,0.21,grounding_unavailable,,,33.9577565,133.0133542,430.9866666666667,439,6,竜門山・大黒山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:7749b785ef007c1a,0.21,grounding_unavailable,,,33.7568663,132.8499505,430.1766666666667,439,7,尉之山・小山岳,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:a660f8ef78c69ab0,0.21,grounding_unavailable,,,33.3548241,132.5023048,432.21000000000004,439,8,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:f108570a8e33ce90,0.21,grounding_unavailable,,,33.6386291,132.7905473,437.40333333333336,439,9,総津権現山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:0eff3d1ea2b48d73,0.15,grounding_unavailable,,,33.7351844,132.7317786,456.90483803547824,439,10,谷上山・権現山・白滝山・障子山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:1d97e1955af85092,0.15,grounding_unavailable,,,33.7116367,132.7230323,417.80228626332246,439,11,平岡山(平岡城址) ,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:43911aa413390192,0.15,grounding_unavailable,,,33.9200756,132.807533,449.0333333333333,439,12,横山(横山城址),grounding_response_without_coordinate
457,槇ノ山,summit-candidate:4fec4dd128e55ab0,0.15,grounding_unavailable,,,33.8892419,132.8755576,410.7033333333334,439,13,福見山・河原樋山・真松嶺・柿王寺森,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:50d68ea03af3c4ff,0.15,grounding_unavailable,,,33.3884297,132.7572928,456.7219376700282,439,14,甲が森,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:62d2811f5d1a9f29,0.15,grounding_unavailable,,,33.4256595,132.7088906,459.07666666666665,439,15,竜王山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:7880c9d0de83468b,0.15,grounding_unavailable,,,33.8031315,132.9547814,452.99666666666667,439,16,船野山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:9e86644a708cb211,0.15,grounding_unavailable,,,33.582033,132.5041115,459.0429986192042,439,17,鼻欠山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:c195c34fb7e38d7a,0.15,grounding_unavailable,,,33.9955014,132.8701408,418.54333333333335,439,18,陣が森・岩が森・スクモ塚・高萩山・長者森,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:da46e12c02d47edf,0.15,grounding_unavailable,,,33.401877,132.1168226,413.7400702411658,439,19,佐田岬と伽藍山,grounding_response_without_coordinate
457,槇ノ山,summit-candidate:ea33d870d4700a56,0.15,grounding_unavailable,,,33.8778648,132.8306597,414.2866666666667,439,20,奥之城山・ヌタノサコ,grounding_response_without_coordinate
458,遠見山,summit-candidate:e55456349660bd14,0.63,grounding_unavailable,,,33.2720922,132.5543833,325.42,322,1,遠見山,grounding_response_without_coordinate
458,遠見山,summit-candidate:730e21bca5cdf60d,0.28,grounding_unavailable,,,33.1120886,132.4865753,312.2633333333334,322,2,雨森山,grounding_response_without_coordinate
458,遠見山,summit-candidate:ef6730fa259856ec,0.28,grounding_unavailable,,,33.2302311,132.5212462,319.6933333333333,322,3,鳥屋ヶ森,grounding_response_without_coordinate
458,遠見山,summit-candidate:93a4d66ef3ee559d,0.22,grounding_unavailable,,,33.1178859,132.5317791,343.7659610142553,322,4,天ガ森,grounding_response_without_coordinate
458,遠見山,summit-candidate:ef3e845b5d632dd3,0.22,grounding_unavailable,,,33.1991626,132.5213654,340.53999999999996,322,5,熊ガ峰,grounding_response_without_coordinate
458,遠見山,summit-candidate:35b464661fa62df9,0.21,grounding_unavailable,,,34.2803533,133.2279632,323.2966666666667,322,6,三山,grounding_response_without_coordinate
458,遠見山,summit-candidate:80fb4ff56016a4dd,0.21,grounding_unavailable,,,33.7482827,132.8648856,326.3533333333333,322,7,御岳山,grounding_response_without_coordinate
458,遠見山,summit-candidate:dba931625b34d9ac,0.21,grounding_unavailable,,,33.741489,132.7329923,313.21999999999997,322,8,ベツソ山・歯朶谷山,grounding_response_without_coordinate
458,遠見山,summit-candidate:0f09bdcc25daff65,0.15,grounding_unavailable,,,34.0386314,132.8923059,311.96,322,9,無宗天山,grounding_response_without_coordinate
458,遠見山,summit-candidate:13b7a4bb8154974a,0.15,grounding_unavailable,,,33.8682654,132.7980997,336.02549564153543,322,10,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
458,遠見山,summit-candidate:3a491eecbf684185,0.15,grounding_unavailable,,,33.8995828,132.7922499,332.31718344424,322,11,夫婦山・白山・観音山・国見山・城山・御勧請山,grounding_response_without_coordinate
458,遠見山,summit-candidate:40260be41579ab8f,0.15,grounding_unavailable,,,33.9922702,132.7992645,299.12666666666667,322,12,尾ノ峰・新城山・腰折山・恵良山,grounding_response_without_coordinate
458,遠見山,summit-candidate:468c5bbccd8aba53,0.15,grounding_unavailable,,,34.212287,133.0867989,300.6033333333333,322,13,宝股山,grounding_response_without_coordinate
458,遠見山,summit-candidate:47129c06b82cf694,0.15,grounding_unavailable,,,33.4533154,132.27344,295.1133333333334,322,14,石神山・金比羅山,grounding_response_without_coordinate
458,遠見山,summit-candidate:682d61b87016166b,0.15,grounding_unavailable,,,33.5504243,132.669431,307.18333333333334,322,15,高森山,grounding_response_without_coordinate
458,遠見山,summit-candidate:8a7a47d167c1aba6,0.15,grounding_unavailable,,,33.3556223,132.5138567,349.4466666666667,322,16,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,grounding_response_without_coordinate
458,遠見山,summit-candidate:8f25ad4ff380df77,0.15,grounding_unavailable,,,33.9820342,133.0334752,346.8866666666666,322,17,世田山・笠松山東峰・笠松山,grounding_response_without_coordinate
458,遠見山,summit-candidate:9b4175d2d4104530,0.15,grounding_unavailable,,,33.7528018,132.8052723,343.08666666666664,322,18,大友山,grounding_response_without_coordinate
458,遠見山,summit-candidate:9d447faef6efe2ab,0.15,grounding_unavailable,,,33.5090382,132.5604,335.74500437341317,322,19,冨士山,grounding_response_without_coordinate
458,遠見山,summit-candidate:d03c84134ca0989d,0.15,grounding_unavailable,,,33.8192567,132.8731185,306.31,322,20,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_response_without_coordinate
458,遠見山,summit-candidate:fd13fabb918486e6,0.15,grounding_unavailable,,,34.2657519,132.9964757,348.28333333333336,322,21,大空山,grounding_response_without_coordinate
459,高森山,summit-candidate:a9b00b48e0c94eab,0.448,grounding_contradicted_or_unrelated,1041,,33.3270345,132.5414704,631.8566666666667,634,1,高森山,grounding_far_from_candidate
459,高森山,summit-candidate:19ab381ef6c337af,0.304,grounding_contradicted_or_unrelated,30563.7,,33.5275826,132.7817668,993.1336935716172,634,2,高森山・町木山・寒台山・鎧掛山,grounding_far_from_candidate
459,高森山,summit-candidate:428f403ddcc5a31a,0.304,grounding_contradicted_or_unrelated,31179.6,,33.5404689,132.7754857,904.780552530514,634,3,高森山・町木山・寒台山・鎧掛山,grounding_far_from_candidate
459,高森山,summit-candidate:5f31b84e049f61fa,0.304,grounding_contradicted_or_unrelated,28407.2,,33.525575,132.750723,798.325694253476,634,4,高森山・町木山・寒台山・鎧掛山,grounding_far_from_candidate
459,高森山,summit-candidate:682d61b87016166b,0.304,grounding_contradicted_or_unrelated,26490.8,,33.5504243,132.669431,307.18333333333334,634,5,高森山,grounding_far_from_candidate
459,高森山,summit-candidate:7a8dca9b423536f5,0.304,grounding_contradicted_or_unrelated,29575.5,,33.5324276,132.7604222,836.1037770875326,634,6,高森山・町木山・寒台山・鎧掛山,grounding_far_from_candidate
459,高森山,summit-candidate:d03c84134ca0989d,0.304,grounding_contradicted_or_unrelated,61729.7,,33.8192567,132.8731185,306.31,634,7,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_far_from_candidate
459,高森山,summit-candidate:e7ae682a07af2e10,0.304,grounding_contradicted_or_unrelated,64337.5,,33.8423734,132.8811963,719.2533333333334,634,8,高森山・岩伽羅山・衣掛山・吉山(吉山城址),grounding_far_from_candidate
459,高森山,summit-candidate:f55ffb534aa2ae4c,0.304,grounding_contradicted_or_unrelated,29158.7,,33.5133814,132.7770265,825.9826876717713,634,9,高森山・町木山・寒台山・鎧掛山,grounding_far_from_candidate
460,牛の峰,summit-candidate:bd8fda9e743f2008,0.57,grounding_unavailable,,,33.54274,132.4754911,681.2333333333333,660,1,牛の峰・尻高峰,grounding_response_without_coordinate
460,牛の峰,summit-candidate:6adfa15b8dbd8966,0.45,grounding_unavailable,,,33.5381203,132.4689665,756.9766666666668,660,2,牛の峰・尻高峰,grounding_response_without_coordinate
460,牛の峰,summit-candidate:17c3649ad9b147ce,0.28,grounding_unavailable,,,33.4376592,132.6335849,665.1833333333333,660,3,御在所山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:6342f0069cd164e8,0.22,grounding_unavailable,,,33.5194593,132.6057323,649.24,660,4,新谷神南山・五十崎神南山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:9306f5a7fe249a15,0.22,grounding_unavailable,,,33.6157929,132.5364783,646.4861527563789,660,5,壺神山・滝山・足山・皿が森,grounding_response_without_coordinate
460,牛の峰,summit-candidate:ac8e3853fbbf0c6f,0.21,grounding_unavailable,,,33.0072084,132.5866268,651.8438770113412,660,6,白石山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:ce7fc6697696cde7,0.21,grounding_unavailable,,,33.6204803,132.6529617,669.23,660,7,船ヶ迫岳・鎌倉山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:0bd3d051cdb972fd,0.15,grounding_unavailable,,,33.6988091,132.6831717,632.3133333333334,660,8,本尊山・秋葉山・立烏帽子山・明神山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:24dc6cf37ce4e715,0.15,grounding_unavailable,,,33.7661685,132.9049612,646.4833333333332,660,9,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
460,牛の峰,summit-candidate:4a22801b12460992,0.15,grounding_unavailable,,,33.6034415,132.6564373,676.61,660,10,船ヶ迫岳・鎌倉山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:59c561a08189d6b9,0.15,grounding_unavailable,,,33.8233656,132.9413939,630.2399999999999,660,11,皿ヶ森・経座ヶ森・ヨソ山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:9fe27d7d4a51aa70,0.15,grounding_unavailable,,,33.590232,132.798511,649.16,660,12,登議城山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:a94564816fd4afff,0.15,grounding_unavailable,,,33.8503146,132.9103674,676.7066666666667,660,13,十門山(十門城址)・ヨソ山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:a9b00b48e0c94eab,0.15,grounding_unavailable,,,33.3270345,132.5414704,631.8566666666667,660,14,高森山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:bb84b00f3a929195,0.15,grounding_unavailable,,,33.4309452,132.482212,642.6,660,15,大畑山,grounding_response_without_coordinate
460,牛の峰,summit-candidate:d4dc6f2bbe1f994f,0.15,grounding_unavailable,,,33.7646004,132.900658,643.7166666666667,660,16,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,grounding_response_without_coordinate
460,牛の峰,summit-candidate:da65a16f23740e83,0.15,grounding_unavailable,,,33.4130019,132.7969092,646.7704243218062,660,17,三滝山,grounding_response_without_coordinate
461,尻高峰,summit-candidate:6adfa15b8dbd8966,0.36,grounding_contradicted_or_unrelated,1419.3,,33.5381203,132.4689665,756.9766666666668,566,1,牛の峰・尻高峰,grounding_far_from_candidate
461,尻高峰,summit-candidate:bd8fda9e743f2008,0.36,grounding_contradicted_or_unrelated,1943.4,,33.54274,132.4754911,681.2333333333333,566,2,牛の峰・尻高峰,grounding_far_from_candidate
462,鞍掛山,summit-candidate:6b19d2116121b615,0.504,grounding_contradicted_or_unrelated,3127.5,,33.4883211,132.4618686,624.4499999999999,629,1,鞍掛山,grounding_far_from_candidate
463,大畑山,summit-candidate:bb84b00f3a929195,0.448,grounding_contradicted_or_unrelated,13140.9,,33.4309452,132.482212,642.6,645,1,大畑山,grounding_far_from_candidate
465,権現山,summit-candidate:6756239601754708,0.504,grounding_contradicted_or_unrelated,1915.4,,33.4692555,132.4112445,358.1833333333334,364,1,権現山,grounding_far_from_candidate
465,権現山,summit-candidate:047b9599ec28c6ad,0.448,grounding_contradicted_or_unrelated,64184.8,,32.9109139,132.4871509,368.9381628408408,364,2,権現山,grounding_far_from_candidate
465,権現山,summit-candidate:c94d8d76133fda1a,0.4,grounding_contradicted_or_unrelated,42178.2,,33.7339357,132.7416297,383.6048516063258,364,3,谷上山・権現山・白滝山・障子山,grounding_far_from_candidate
465,権現山,summit-candidate:09547fd48f24d064,0.304,grounding_contradicted_or_unrelated,103462.9,,33.8858865,133.4078131,1672.3333333333333,364,4,権現山・黒岳・エビラ山・二ッ岳,grounding_far_from_candidate
465,権現山,summit-candidate:0c2609d9e7e31a00,0.304,grounding_contradicted_or_unrelated,70681.6,,33.9279339,132.945849,1012.4166666666666,364,5,楢原山・古権現山・中三方ヶ森,grounding_far_from_candidate
465,権現山,summit-candidate:0eff3d1ea2b48d73,0.304,grounding_contradicted_or_unrelated,41590.6,,33.7351844,132.7317786,456.90483803547824,364,6,谷上山・権現山・白滝山・障子山,grounding_far_from_candidate
465,権現山,summit-candidate:17b2365d322cd022,0.304,grounding_contradicted_or_unrelated,68959.9,,33.9071584,132.9439167,1212.63,364,7,楢原山・古権現山・中三方ヶ森,grounding_far_from_candidate
465,権現山,summit-candidate:2011a6c909945d6f,0.304,grounding_contradicted_or_unrelated,49430.8,,33.8390197,132.7201785,102.87,364,8,権現山,grounding_far_from_candidate
465,権現山,summit-candidate:2c817617699a0a45,0.304,grounding_contradicted_or_unrelated,42477.4,,33.7235493,132.7563447,485.20803085647475,364,9,谷上山・権現山・白滝山・障子山,grounding_far_from_candidate
465,権現山,summit-candidate:32bb5e7e1071e808,0.304,grounding_contradicted_or_unrelated,62588.6,,32.9252175,132.4855806,497.2277182534487,364,10,権現山,grounding_far_from_candidate
465,権現山,summit-candidate:7ef7c15a52318cc9,0.304,grounding_contradicted_or_unrelated,104506.9,,33.8894776,133.4182784,1664.1233333333332,364,11,権現山・黒岳・エビラ山・二ッ岳,grounding_far_from_candidate
465,権現山,summit-candidate:84f974876f397da1,0.304,grounding_contradicted_or_unrelated,36627.8,,33.1592369,132.4691277,498.7563056512352,364,12,権現山,grounding_far_from_candidate
465,権現山,summit-candidate:a0ef25e9a532b62e,0.304,grounding_contradicted_or_unrelated,41900,,33.7052794,132.7652806,888.5027304594954,364,13,谷上山・権現山・白滝山・障子山,grounding_far_from_candidate
465,権現山,summit-candidate:bcf5d9d5a90e5cda,0.304,grounding_contradicted_or_unrelated,70789.9,,33.9283914,132.9469495,1010.1166666666667,364,14,楢原山・古権現山・中三方ヶ森,grounding_far_from_candidate
465,権現山,summit-candidate:c7ac7ff98cacc074,0.304,grounding_contradicted_or_unrelated,71531.2,,33.9400809,132.9443333,1037.9733333333334,364,15,楢原山・古権現山・中三方ヶ森,grounding_far_from_candidate
465,権現山,summit-candidate:cf97b8470d2ed1d7,0.304,grounding_contradicted_or_unrelated,101793.3,,33.8793374,133.3915368,1584.2533333333333,364,16,権現山・黒岳・エビラ山・二ッ岳,grounding_far_from_candidate
465,権現山,summit-candidate:df6b60d513f5518e,0.304,grounding_contradicted_or_unrelated,80098.9,,33.7802626,133.1879064,1661.57,364,17,子持権現山・男山・瓶ヶ森,grounding_far_from_candidate
465,権現山,summit-candidate:e8b129f70e703be5,0.304,grounding_contradicted_or_unrelated,38073.3,,33.1828203,132.5956974,949.9166666666666,364,18,権現山,grounding_far_from_candidate
465,権現山,summit-candidate:ea5f711625df386b,0.304,grounding_contradicted_or_unrelated,42367.2,,33.7190577,132.7591133,510.2597700981308,364,19,谷上山・権現山・白滝山・障子山,grounding_far_from_candidate
465,権現山,summit-candidate:f108570a8e33ce90,0.304,grounding_contradicted_or_unrelated,40124.6,,33.6386291,132.7905473,437.40333333333336,364,20,総津権現山,grounding_far_from_candidate
465,権現山,summit-candidate:f2538b7f88e2dd06,0.304,grounding_contradicted_or_unrelated,81180.2,,33.7945738,133.1929016,1892.493333333333,364,21,子持権現山・男山・瓶ヶ森,grounding_far_from_candidate
