mountain_no,mountain_name,classification,summit_candidate_id,grounding_assisted_candidate_score,grounding_distance_m,grounding_match_status,candidate_lat,candidate_lon,candidate_ele_m,mountain_elevation_m,track_name,grounding_reason_codes
126,石灰山,grounding_coordinate_conflict,summit-candidate:4d0f5f75da9165b8,0.38,,grounding_unavailable,34.2665635,133.2120741,269.75333333333333,216,石灰山・古法皇山,grounding_coordinate_conflict
127,古法皇山,grounding_response_without_coordinate,summit-candidate:4d0f5f75da9165b8,0.56,,grounding_unavailable,34.2665635,133.2120741,269.75333333333333,279,石灰山・古法皇山,grounding_response_without_coordinate
128,狩江権現山,grounding_coordinate_conflict,summit-candidate:32bb5e7e1071e808,0.37,,grounding_unavailable,32.9252175,132.4855806,497.2277182534487,464,権現山,grounding_coordinate_conflict
129,極山,grounding_coordinate_conflict,summit-candidate:ef5127a689eaf48a,0.63,,grounding_unavailable,33.3425963,132.4607227,559.4133333333333,561,極山,grounding_coordinate_conflict
130,高文殊山,grounding_response_without_coordinate,summit-candidate:3a1a951de82d4254,0.63,,grounding_unavailable,34.0131705,133.6055034,227.89170104701893,221,高文殊山,grounding_response_without_coordinate
131,三本榎,grounding_response_without_coordinate,summit-candidate:8251283605282249,0.56,,grounding_unavailable,34.2867345,132.9886798,246.47333333333336,256,三本榎,grounding_response_without_coordinate
132,鏡山,grounding_coordinate_conflict,summit-candidate:588c967023117267,0.5,,grounding_unavailable,34.2634531,132.9718171,201.48000000000002,212,鏡山,grounding_coordinate_conflict
133,戸祇御前山,grounding_response_without_coordinate,summit-candidate:7bda9ba8d2b47d6e,0.63,,grounding_unavailable,33.2788845,132.7701055,947.3511063301806,946,戸祇御前山,grounding_response_without_coordinate
134,雄甲山,grounding_coordinate_conflict,summit-candidate:82d3009a6c1b2511,0.57,,grounding_unavailable,33.9465786,132.799306,218.9593458353185,239,雄甲山・雌甲山,grounding_coordinate_conflict
135,雌甲山,grounding_coordinate_conflict,summit-candidate:82d3009a6c1b2511,0.57,,grounding_unavailable,33.9465786,132.799306,218.9593458353185,189,雄甲山・雌甲山,grounding_coordinate_conflict
136,泉ガ森,grounding_coordinate_conflict,summit-candidate:ff0e7de3b62f5ed8,0.56,,grounding_unavailable,33.2597751,132.6071981,760.3519951848507,755,泉ガ森,grounding_coordinate_conflict
137,東山,grounding_coordinate_conflict,summit-candidate:124ae25a51aa9a64,0.38,,grounding_unavailable,33.7589522,133.0444754,1256.8500000000001,1392,割石東山・青滝山・堂ヶ森,grounding_coordinate_conflict
138,前赤石山,grounding_response_without_coordinate,summit-candidate:2b7cce23b57844a5,0.57,,grounding_unavailable,33.8752971,133.3737015,1699.1266666666668,1677,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,grounding_response_without_coordinate
139,黒崎山,grounding_response_without_coordinate,summit-candidate:541ec86327b86307,0.44,,grounding_unavailable,33.8763934,132.685607,89.01666666666667,57,黒崎山,grounding_response_without_coordinate
140,高戸山,grounding_coordinate_conflict,summit-candidate:aadeb26cf0359691,0.56,,grounding_unavailable,33.9054103,132.6682142,112.67333333333333,115,高戸山,grounding_coordinate_conflict
141,犬吠山,grounding_coordinate_conflict,summit-candidate:cc3fbb2358d0d4fc,0.56,,grounding_unavailable,33.9183794,132.6903824,120.40666666666665,124,犬吠山,grounding_coordinate_conflict
142,泰の山,grounding_coordinate_conflict,summit-candidate:c7de309bf838af87,0.56,,grounding_unavailable,33.9108676,132.6865172,111.76333333333332,115,泰の山,grounding_coordinate_conflict
143,中三方ヶ森,grounding_response_without_coordinate,summit-candidate:17b2365d322cd022,0.57,,grounding_unavailable,33.9071584,132.9439167,1212.63,1229,楢原山・古権現山・中三方ヶ森,grounding_response_without_coordinate
144,古権現山,grounding_response_without_coordinate,summit-candidate:0c2609d9e7e31a00,0.63,,grounding_unavailable,33.9279339,132.945849,1012.4166666666666,1003,楢原山・古権現山・中三方ヶ森,grounding_response_without_coordinate
145,楢原山,grounding_response_without_coordinate,summit-candidate:c7ac7ff98cacc074,0.63,,grounding_unavailable,33.9400809,132.9443333,1037.9733333333334,1041,楢原山・古権現山・中三方ヶ森,grounding_response_without_coordinate
146,西港山,grounding_response_without_coordinate,summit-candidate:bf2b3499e08da2df,0.63,,grounding_unavailable,33.8685514,132.7112215,47.879999999999995,52,西港山・大丸山・港山,grounding_response_without_coordinate
147,大丸山,grounding_coordinate_conflict,summit-candidate:a9a2a270fb6273fe,0.57,,grounding_unavailable,33.8724674,132.7108146,63.77666666666667,76,西港山・大丸山・港山,grounding_coordinate_conflict
148,港山,grounding_coordinate_conflict,summit-candidate:5f001ac124f82ef6,0.63,,grounding_unavailable,33.8685926,132.7153244,41.080000000000005,42,西港山・大丸山・港山,grounding_coordinate_conflict
149,すくも山,grounding_coordinate_conflict,summit-candidate:40d5b4863907057a,0.21,,grounding_unavailable,33.3437391,132.0161535,50.463046185756546,41,佐田岬と伽藍山,grounding_coordinate_conflict
150,愛ノ山,grounding_coordinate_conflict,summit-candidate:f676e5a22f523492,0.57,,grounding_unavailable,33.8924606,133.0391092,211.39459610568747,198,愛ノ山,grounding_coordinate_conflict
151,冨士山,grounding_response_without_coordinate,summit-candidate:9d447faef6efe2ab,0.57,,grounding_unavailable,33.5090382,132.5604,335.74500437341317,320,冨士山,grounding_response_without_coordinate
152,割石峠山,grounding_coordinate_conflict,summit-candidate:45f2c6fc88212acd,0.57,,grounding_unavailable,33.7504959,132.9904187,1059.54,1037,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,grounding_coordinate_conflict
153,石墨山,grounding_coordinate_conflict,summit-candidate:9f01494435790d72,0.5,,grounding_unavailable,33.7341084,132.9846838,1437.8266666666666,1456,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,grounding_coordinate_conflict
154,法師山,grounding_coordinate_conflict,summit-candidate:25e47e34740282d2,0.63,,grounding_unavailable,33.7336817,132.9534746,1313.3500000000001,1310,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,grounding_coordinate_conflict
155,白猪山,grounding_coordinate_conflict,summit-candidate:5cb1fa3d9dcf60f5,0.51,,grounding_unavailable,33.7477413,132.9624107,1237.0966666666666,1202,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,grounding_coordinate_conflict
156,梅ヶ谷山,grounding_coordinate_conflict,summit-candidate:25e47e34740282d2,0.63,,grounding_unavailable,33.7336817,132.9534746,1313.3500000000001,1316,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,grounding_coordinate_conflict
157,樽谷山,grounding_coordinate_conflict,summit-candidate:16e9de2bedeb2d1c,0.63,,grounding_unavailable,33.7433387,132.9562696,1252.3999999999999,1255,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,grounding_coordinate_conflict
158,根無山,grounding_coordinate_conflict,summit-candidate:5cb1fa3d9dcf60f5,0.63,,grounding_unavailable,33.7477413,132.9624107,1237.0966666666666,1241,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,grounding_coordinate_conflict
159,権現山,grounding_coordinate_conflict,summit-candidate:cf97b8470d2ed1d7,0.63,,grounding_unavailable,33.8793374,133.3915368,1584.2533333333333,1594,権現山・黒岳・エビラ山・二ッ岳,grounding_coordinate_conflict
160,黒岳,grounding_coordinate_conflict,summit-candidate:ffa6a88e4e680fd5,0.63,,grounding_unavailable,33.8869696,133.4012543,1626.996666666667,1636,権現山・黒岳・エビラ山・二ッ岳,grounding_coordinate_conflict
161,エビラ山,grounding_coordinate_conflict,summit-candidate:09547fd48f24d064,0.63,,grounding_unavailable,33.8858865,133.4078131,1672.3333333333333,1673,権現山・黒岳・エビラ山・二ッ岳,grounding_coordinate_conflict
162,二ッ岳,grounding_coordinate_conflict,summit-candidate:09547fd48f24d064,0.57,,grounding_unavailable,33.8858865,133.4078131,1672.3333333333333,1647,権現山・黒岳・エビラ山・二ッ岳,grounding_coordinate_conflict
163,鹿島山,grounding_response_without_coordinate,summit-candidate:e4fbd033b13d73ce,0.57,,grounding_unavailable,33.9739877,132.7641726,99.19338457582633,114,鹿島山,grounding_response_without_coordinate
164,出石山,grounding_coordinate_conflict,summit-candidate:615a70cf4401199b,0.57,,grounding_unavailable,33.5350475,132.4654448,822.6353431394673,812,出石山,grounding_coordinate_conflict
165,綱繰山,grounding_coordinate_conflict,summit-candidate:53d0e375c60814f6,0.63,,grounding_unavailable,33.8537021,133.3199199,1457.99,1466,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,grounding_coordinate_conflict
166,獅子舞の鼻,grounding_coordinate_conflict,summit-candidate:53d0e375c60814f6,0.57,,grounding_unavailable,33.8537021,133.3199199,1457.99,1482,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,grounding_coordinate_conflict
167,冠山,grounding_coordinate_conflict,summit-candidate:006436491de34784,0.63,,grounding_unavailable,33.8159575,133.3107033,1729.61,1731,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,grounding_coordinate_conflict
168,遠ヶ森,grounding_coordinate_conflict,summit-candidate:02fa4cfab6fa90d3,0.63,,grounding_unavailable,33.7134297,132.824108,731.4733333333334,728,遠ヶ森,grounding_coordinate_conflict
169,扇山,grounding_response_without_coordinate,summit-candidate:9acc21860aa8a208,0.63,,grounding_unavailable,33.7680114,132.779871,192.99666666666667,200,扇山,grounding_response_without_coordinate
170,高山,grounding_far_from_all_candidates,summit-candidate:101c1b0635c0bec0,0.504,2835.3,grounding_contradicted_or_unrelated,34.1144302,132.9156361,131.66666666666666,135,高山,grounding_far_from_candidate
173,近見山,grounding_response_without_coordinate,summit-candidate:d5b708b4d3aa86a0,0.63,,grounding_unavailable,34.0853958,132.9709549,239.86,244,近見山,grounding_response_without_coordinate
174,唐子山,grounding_response_without_coordinate,summit-candidate:71f4bbfe52f75585,0.63,,grounding_unavailable,34.0274965,133.032579,108.91779584922217,105,唐子山,grounding_response_without_coordinate
175,医王山,grounding_far_from_all_candidates,summit-candidate:1ed32ce6414c2781,0.504,7829.3,grounding_contradicted_or_unrelated,33.9801287,133.0507842,98.37666666666667,100,医王山,grounding_far_from_candidate
179,天山,grounding_far_from_all_candidates,summit-candidate:ea18d38abe59ed57,0.456,4866.1,grounding_contradicted_or_unrelated,33.8438046,132.7313169,67.89666666666668,51,岩子山・垣生山・津田山・弁天山,grounding_far_from_candidate
180,東山,grounding_far_from_all_candidates,summit-candidate:2b7cce23b57844a5,0.36,7157.5,grounding_contradicted_or_unrelated,33.8752971,133.3737015,1699.1266666666668,1392,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,grounding_far_from_candidate
181,星岡山,fallback_review_required,summit-candidate:5c9365b2a5a9c97f,0.778,465.2,far_grounding_candidate,33.8164872,132.787544,69.03333333333333,75,星岡山,
182,河原樋山,grounding_far_from_all_candidates,summit-candidate:b1d864fd1fcc9dcb,0.504,19172.8,grounding_contradicted_or_unrelated,33.8717799,132.8815633,860.4766666666668,864,福見山・河原樋山・真松嶺・柿王寺森,grounding_far_from_candidate
183,真松嶺,grounding_far_from_all_candidates,summit-candidate:74dd1729abbd7bb5,0.504,19620.7,grounding_contradicted_or_unrelated,33.8887442,132.8659698,538.9699999999999,548,福見山・河原樋山・真松嶺・柿王寺森,grounding_far_from_candidate
184,柿王寺森,grounding_far_from_all_candidates,summit-candidate:74dd1729abbd7bb5,0.504,19178,grounding_contradicted_or_unrelated,33.8887442,132.8659698,538.9699999999999,545,福見山・河原樋山・真松嶺・柿王寺森,grounding_far_from_candidate
185,岩子山,fallback_review_required,summit-candidate:45f49d8fd831427c,0.7,237,weak_grounding_nearby,33.8362547,132.7147629,110.77666666666669,111,岩子山・垣生山・津田山・弁天山,
186,垣生山,grounding_far_from_all_candidates,summit-candidate:45f49d8fd831427c,0.504,797.9,grounding_contradicted_or_unrelated,33.8362547,132.7147629,110.77666666666669,118,岩子山・垣生山・津田山・弁天山,grounding_far_from_candidate
187,津田山,grounding_far_from_all_candidates,summit-candidate:45f49d8fd831427c,0.504,1192.4,grounding_contradicted_or_unrelated,33.8362547,132.7147629,110.77666666666669,110,岩子山・垣生山・津田山・弁天山,grounding_far_from_candidate
188,弁天山,grounding_far_from_all_candidates,summit-candidate:8178723bbadb1c72,0.504,2565.2,grounding_contradicted_or_unrelated,33.8442998,132.7151969,123.67,130,岩子山・垣生山・津田山・弁天山,grounding_far_from_candidate
189,権現山,grounding_response_without_coordinate,summit-candidate:32bb5e7e1071e808,0.63,,grounding_unavailable,32.9252175,132.4855806,497.2277182534487,491,権現山,grounding_response_without_coordinate
190,黒瀬山（黒瀬城址）,grounding_far_from_all_candidates,summit-candidate:8a7a47d167c1aba6,0.504,1011.7,grounding_contradicted_or_unrelated,33.3556223,132.5138567,349.4466666666667,341,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,grounding_far_from_candidate
191,岡山（岡城址）,grounding_far_from_all_candidates,summit-candidate:8a7a47d167c1aba6,0.316,1900.9,grounding_contradicted_or_unrelated,33.3556223,132.5138567,349.4466666666667,360,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,grounding_far_from_candidate
192,鉢ヶ森（鉢ヶ森城址）,grounding_response_without_coordinate,summit-candidate:a660f8ef78c69ab0,0.63,,grounding_unavailable,33.3548241,132.5023048,432.21000000000004,434,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,grounding_response_without_coordinate
193,護摩ヶ森（護摩ヶ森城址）,grounding_response_without_coordinate,summit-candidate:a5f51c62e44d0847,0.63,,grounding_unavailable,33.3541563,132.5087392,379.3966666666667,380,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,grounding_response_without_coordinate
194,我合山（我合城址）,fallback_review_required,summit-candidate:8a7a47d167c1aba6,0.673,441.6,far_grounding_candidate,33.3556223,132.5138567,349.4466666666667,350,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,
195,由良山,grounding_far_from_all_candidates,summit-candidate:8f19c4c16e72e270,0.504,11048.9,grounding_contradicted_or_unrelated,33.0229168,132.387323,243.4,249,由良山,grounding_far_from_candidate
196,大森山,grounding_far_from_all_candidates,summit-candidate:830c63408bf56cc5,0.504,15631.4,grounding_contradicted_or_unrelated,33.4134474,132.1753954,289.2,291,大森山,grounding_far_from_candidate
198,権現山,grounding_far_from_all_candidates,summit-candidate:047b9599ec28c6ad,0.448,65258.2,grounding_contradicted_or_unrelated,32.9109139,132.4871509,368.9381628408408,375,権現山,grounding_far_from_candidate
199,遠見山,fallback_review_required,summit-candidate:40d5b4863907057a,0.6,248.8,weak_grounding_nearby,33.3437391,132.0161535,50.463046185756546,130,佐田岬と伽藍山,
200,石神山,grounding_far_from_all_candidates,summit-candidate:47129c06b82cf694,0.504,3725.9,grounding_contradicted_or_unrelated,33.4533154,132.27344,295.1133333333334,303,石神山・金比羅山,grounding_far_from_candidate
201,金比羅山,grounding_response_without_coordinate,summit-candidate:c6ced2088a2376f5,0.57,,grounding_unavailable,33.4565633,132.2726227,225.95666666666668,203,石神山・金比羅山,grounding_response_without_coordinate
202,鳥越山,fallback_review_required,summit-candidate:c7de309bf838af87,0.532,399.9,far_grounding_candidate,33.9108676,132.6865172,111.76333333333332,100,泰の山,
203,谷田山,grounding_far_from_all_candidates,summit-candidate:ab7edbc3a52d24bf,0.456,5477.9,grounding_contradicted_or_unrelated,33.8919295,132.7535894,58.70666666666667,78,谷田山・金毘羅山,grounding_far_from_candidate
204,金毘羅山,grounding_far_from_all_candidates,summit-candidate:ab7edbc3a52d24bf,0.456,5771.1,grounding_contradicted_or_unrelated,33.8919295,132.7535894,58.70666666666667,41,谷田山・金毘羅山,grounding_far_from_candidate
205,佐古田山,grounding_far_from_all_candidates,summit-candidate:cf6802c2dafdbf46,0.456,6124.1,grounding_contradicted_or_unrelated,33.8941455,132.7646371,59.99333333333334,77,佐古田山,grounding_far_from_candidate
206,古城山,grounding_far_from_all_candidates,summit-candidate:1432f597b5dca157,0.36,5892.4,grounding_contradicted_or_unrelated,33.9038632,132.7837316,253.17333333333332,202,古城山・尾崎山,grounding_far_from_candidate
207,尾崎山,grounding_far_from_all_candidates,summit-candidate:1432f597b5dca157,0.504,6966.8,grounding_contradicted_or_unrelated,33.9038632,132.7837316,253.17333333333332,260,古城山・尾崎山,grounding_far_from_candidate
208,宝ヶ峯,grounding_supported_but_map_check_recommended,summit-candidate:b9e78d4a587ceaa0,0.895,95.4,strong_grounding_nearby,33.8349112,132.8127369,278.7366666666667,284,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,
209,淡路ヶ峠,grounding_far_from_all_candidates,summit-candidate:079ae30d76fb11c2,0.504,950.3,grounding_contradicted_or_unrelated,33.8265074,132.8167326,280.85333333333335,273,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,grounding_far_from_candidate
210,福見山,fallback_review_required,summit-candidate:d03c84134ca0989d,0.6,203.6,weak_grounding_nearby,33.8192567,132.8731185,306.31,1051,高森山・岩伽羅山・衣掛山・吉山(吉山城址),
211,明神ヶ森,grounding_far_from_all_candidates,summit-candidate:83f3af0488659ac8,0.448,6709.6,grounding_contradicted_or_unrelated,33.8940921,132.9178729,1212.2866666666666,1217,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,grounding_far_from_candidate
212,南三方ヶ森,grounding_far_from_all_candidates,summit-candidate:5b124255339c0714,0.448,3193.7,grounding_contradicted_or_unrelated,33.9046499,132.9247864,1147.7433333333333,1156,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,grounding_far_from_candidate
213,魚谷森,grounding_far_from_all_candidates,summit-candidate:0ff024bf702c13bb,0.36,11211.8,grounding_contradicted_or_unrelated,33.9266494,132.924009,927.3133333333334,1005,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,grounding_far_from_candidate
214,左谷ノ森,grounding_far_from_all_candidates,summit-candidate:0ff024bf702c13bb,0.504,12716.5,grounding_contradicted_or_unrelated,33.9266494,132.924009,927.3133333333334,932,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,grounding_far_from_candidate
215,真城ヶ台,grounding_response_without_coordinate,summit-candidate:6d533e458b56f1d6,0.63,,grounding_unavailable,33.7246538,132.8569052,583.6133333333333,587,真城ヶ台,grounding_response_without_coordinate
216,千羽ヶ岳,grounding_response_without_coordinate,summit-candidate:afd70dd670366e77,0.63,,grounding_unavailable,33.8312843,132.9832873,406.43,412,千羽ヶ岳,grounding_response_without_coordinate
217,皿ヶ嶺,grounding_far_from_all_candidates,summit-candidate:7a1f0e8b5f9e5cc2,0.504,770.8,grounding_contradicted_or_unrelated,33.7157017,132.8951897,1277.043085490437,1278,皿ヶ嶺・引地山,grounding_far_from_candidate
218,えんとつ山,grounding_far_from_all_candidates,summit-candidate:339138a4e53293da,0.36,3610.5,grounding_contradicted_or_unrelated,33.9047167,133.3174422,571.1733333333333,127,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,grounding_far_from_candidate
219,生子山,grounding_far_from_all_candidates,summit-candidate:339138a4e53293da,0.36,3733.5,grounding_contradicted_or_unrelated,33.9047167,133.3174422,571.1733333333333,301,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,grounding_far_from_candidate
220,犬返,grounding_far_from_all_candidates,summit-candidate:339138a4e53293da,0.504,3921.6,grounding_contradicted_or_unrelated,33.9047167,133.3174422,571.1733333333333,576,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,grounding_far_from_candidate
221,種子川山,grounding_far_from_all_candidates,summit-candidate:339138a4e53293da,0.408,3485.3,grounding_contradicted_or_unrelated,33.9047167,133.3174422,571.1733333333333,539,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,grounding_far_from_candidate
222,西赤石山,fallback_review_required,summit-candidate:473a62086144ac33,0.504,3086.4,grounding_contradicted_or_unrelated,33.8755645,133.3400675,1619.846666666667,1626,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,grounding_far_from_candidate
223,物住頭,fallback_review_required,summit-candidate:53d0e375c60814f6,0.6,238,weak_grounding_nearby,33.8537021,133.3199199,1457.99,1635,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,
224,上兜山,grounding_far_from_all_candidates,summit-candidate:339138a4e53293da,0.36,5485,grounding_contradicted_or_unrelated,33.9047167,133.3174422,571.1733333333333,1559,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,grounding_far_from_candidate
225,下兜山,grounding_response_without_coordinate,summit-candidate:4311f3ae9948ea08,0.63,,grounding_unavailable,33.8989598,133.3586627,1239.3733333333334,1234,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,grounding_response_without_coordinate
226,黒森山,grounding_far_from_all_candidates,summit-candidate:924ccfedeb6c2d2c,0.448,15932.7,grounding_contradicted_or_unrelated,33.6897024,132.8493405,1151.5666666666666,1154,黒森山,grounding_far_from_candidate
227,菊ヶ森,grounding_far_from_all_candidates,summit-candidate:2a670286f545beb2,0.504,4341.2,grounding_contradicted_or_unrelated,33.6772505,132.9121114,910.6433333333334,914,菊ヶ森・餓鬼ヶ森,grounding_far_from_candidate
228,餓鬼ヶ森,grounding_response_without_coordinate,summit-candidate:be07cff01023e072,0.63,,grounding_unavailable,33.6908158,132.9052102,950.8066666666667,954,菊ヶ森・餓鬼ヶ森,grounding_response_without_coordinate
229,船野山,grounding_response_without_coordinate,summit-candidate:7880c9d0de83468b,0.51,,grounding_unavailable,33.8031315,132.9547814,452.99666666666667,412,船野山,grounding_response_without_coordinate
230,木久ヶ森,grounding_far_from_all_candidates,summit-candidate:9669b668bebfc145,0.36,14683.2,grounding_contradicted_or_unrelated,33.9017492,132.9949732,811.0092135228584,752,黒滝山・木久ヶ森,grounding_far_from_candidate
231,黒滝山,grounding_far_from_all_candidates,summit-candidate:9669b668bebfc145,0.504,15479.2,grounding_contradicted_or_unrelated,33.9017492,132.9949732,811.0092135228584,809,黒滝山・木久ヶ森,grounding_far_from_candidate
232,奥之城山,grounding_response_without_coordinate,summit-candidate:ea33d870d4700a56,0.63,,grounding_unavailable,33.8778648,132.8306597,414.2866666666667,420,奥之城山・ヌタノサコ,grounding_response_without_coordinate
233,天狗岳,fallback_review_required,summit-candidate:22e40e9eb117a033,0.46,379.5,far_grounding_candidate,33.7513188,133.1115977,1519.8633333333335,1982,面河山,
234,石鎚山,fallback_review_required,summit-candidate:22e40e9eb117a033,0.6,129.4,weak_grounding_nearby,33.7513188,133.1115977,1519.8633333333335,1972,面河山,
235,善神山,grounding_far_from_all_candidates,summit-candidate:367897a1c7a2d287,0.504,10647.7,grounding_contradicted_or_unrelated,33.737749,132.9184402,1089.5833333333333,1094,前善神山・善神山,grounding_far_from_candidate
236,前善神山,grounding_far_from_all_candidates,summit-candidate:367897a1c7a2d287,0.456,9996.5,grounding_contradicted_or_unrelated,33.737749,132.9184402,1089.5833333333333,1070,前善神山・善神山,grounding_far_from_candidate
237,五葉が森,grounding_far_from_all_candidates,summit-candidate:9488d92d9ea95406,0.504,2551.1,grounding_contradicted_or_unrelated,33.9483028,132.9785604,837.212880782981,841,五葉が森,grounding_far_from_candidate
238,冠岳,grounding_far_from_all_candidates,summit-candidate:b73a23fa4b3abc39,0.504,19163.6,grounding_contradicted_or_unrelated,33.728215,133.1156537,1375.6266666666668,1380,冠岳,grounding_far_from_candidate
239,東赤石山,grounding_far_from_all_candidates,summit-candidate:2b7cce23b57844a5,0.456,2777.2,grounding_contradicted_or_unrelated,33.8752971,133.3737015,1699.1266666666668,1710,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,grounding_far_from_candidate
240,八巻山,grounding_far_from_all_candidates,summit-candidate:2b7cce23b57844a5,0.504,3927.2,grounding_contradicted_or_unrelated,33.8752971,133.3737015,1699.1266666666668,1698,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,grounding_far_from_candidate
241,ベツソ山,grounding_far_from_all_candidates,summit-candidate:dba931625b34d9ac,0.408,7170.6,grounding_contradicted_or_unrelated,33.741489,132.7329923,313.21999999999997,266,ベツソ山・歯朶谷山,grounding_far_from_candidate
242,歯朶谷山,grounding_far_from_all_candidates,summit-candidate:dba931625b34d9ac,0.504,7584,grounding_contradicted_or_unrelated,33.741489,132.7329923,313.21999999999997,314,ベツソ山・歯朶谷山,grounding_far_from_candidate
243,丸山,grounding_response_without_coordinate,summit-candidate:2670057d58a25475,0.63,,grounding_unavailable,33.9725881,132.924821,616.4333333333334,624,丸山,grounding_response_without_coordinate
244,二ノ岳,grounding_far_from_all_candidates,summit-candidate:b58470f57bb41331,0.448,26102.8,grounding_contradicted_or_unrelated,33.8130309,133.154101,1152.69,1156,二ノ岳・高森,grounding_far_from_candidate
245,高森,grounding_far_from_all_candidates,summit-candidate:5771cdd191c3861d,0.448,33133.6,grounding_contradicted_or_unrelated,33.8259035,133.1757371,1351.1733333333334,1360,二ノ岳・高森,grounding_far_from_candidate
246,四辻ノ森,grounding_response_without_coordinate,summit-candidate:d659f1dc6e5fa0b5,0.63,,grounding_unavailable,33.6584439,133.0393458,1206.9212487152886,1201,四辻ノ森・三光ノ辻山,grounding_response_without_coordinate
247,三光ノ辻山,grounding_response_without_coordinate,summit-candidate:c4504025c94f843c,0.63,,grounding_unavailable,33.6609688,133.0432584,1215.0715256104047,1215,四辻ノ森・三光ノ辻山,grounding_response_without_coordinate
248,瀬戸黒森,grounding_far_from_all_candidates,summit-candidate:290abf917754fd0b,0.504,2711.7,grounding_contradicted_or_unrelated,33.0633959,132.6373234,972.6666666666666,976,瀬戸黒森・三森・羽子山・観音森,grounding_far_from_candidate
249,羽子山,grounding_response_without_coordinate,summit-candidate:9a0532ee2b40e5f3,0.63,,grounding_unavailable,33.0274144,132.6396303,725.5,730,瀬戸黒森・三森・羽子山・観音森,grounding_response_without_coordinate
250,観音森,grounding_response_without_coordinate,summit-candidate:cf1cb583d492455c,0.63,,grounding_unavailable,33.0210963,132.6156053,784.9416257231666,779,瀬戸黒森・三森・羽子山・観音森,grounding_response_without_coordinate
251,三森,grounding_response_without_coordinate,summit-candidate:f7593239fa7bdcc9,0.63,,grounding_unavailable,33.0409924,132.624637,864.3133333333334,867,瀬戸黒森・三森・羽子山・観音森,grounding_response_without_coordinate
252,総津権現山,grounding_response_without_coordinate,summit-candidate:f108570a8e33ce90,0.63,,grounding_unavailable,33.6386291,132.7905473,437.40333333333336,440,総津権現山,grounding_response_without_coordinate
254,平岡山(平岡城址),grounding_far_from_all_candidates,summit-candidate:1d97e1955af85092,0.504,7645.6,grounding_contradicted_or_unrelated,33.7116367,132.7230323,417.80228626332246,414,平岡山(平岡城址) ,grounding_far_from_candidate
255,竜門山,grounding_far_from_all_candidates,summit-candidate:64a47ed9c06f56d5,0.504,8413,grounding_contradicted_or_unrelated,33.9577565,133.0133542,430.9866666666667,439,竜門山・大黒山,grounding_far_from_candidate
256,大黒山,grounding_far_from_all_candidates,summit-candidate:64a47ed9c06f56d5,0.36,10221.8,grounding_contradicted_or_unrelated,33.9577565,133.0133542,430.9866666666667,321,竜門山・大黒山,grounding_far_from_candidate
