source_gpx_basename,track_name,mountain_count_in_group,summit_candidate_count_in_group,top1_link_count,conflict_count,mountain_names,summit_candidate_ids,suggested_review_order,notes
yamap_2025-12-06_08_06.gpx,霧立山・地蔵山,24,2,2,0,鬼ヶ城山|八面山|大久保山|雨包山|七々木山|南三方ヶ森|黒森山|善神山|二ノ岳|大黒山|毛山|串ヶ森|目黒鳥屋|二箆山|三の森|三ッ足山|天堤山|小牛城|霧立山|地蔵山|剣ノ山|三傍示山|熊鷹山|櫛ヶ峰,summit-candidate:9fe4d21715424f17|summit-candidate:b319c20dc9ecb5f1,221,mountains=24; candidates=2; conflicts=0
yamap_2022-10-11_15_15.gpx,黒崎山,23,1,1,0,愛宕山|日王山|中坂山|湯築山|黒崎山|高戸山|泰の山|大丸山|鹿島山|唐子山|医王山|星岡山|岩子山|垣生山|津田山|鳥越山|谷田山|佐古田山|御串山|城山|垣生山|要害山|権現山,summit-candidate:541ec86327b86307,222,mountains=23; candidates=1; conflicts=0
yamap_2024-05-11_07_45.gpx,丸笹山,23,2,1,0,源氏ヶ駄場（薊野峰）|笠取山|赤星山|石墨山|権現山|上兜山|丸笹山|丸滝山|椿山|中津山(明神山)|猿越山|西山|滝山|水なし山|貝渚山|五段城|前社ヶ森|三ッ森山|大座礼山|三つ足山|大森山|佐々連尾山|丸山,summit-candidate:8917a066a1c03aeb|summit-candidate:5ec5a611be375a53,223,mountains=23; candidates=2; conflicts=0
yamap_2024-09-14_07_46.gpx,伊予富士,23,3,1,0,岩黒山|ウバホド山|赤星山|寒風山|石墨山|黒岳|二ッ岳|綱繰山|獅子舞の鼻|冠山|西赤石山|物住頭|八辻ノ峰|伊予富士|猿越山|西山|東黒森|五段城|鶴ノ子ノ頭|剣山|三ッ森山|三つ足山|大森山,summit-candidate:6f70c7d3c27fe164|summit-candidate:756a1162bc669c0b|summit-candidate:9aa0e8d9e593d79d,224,mountains=23; candidates=3; conflicts=0
yamap_2025-02-11_08_43.gpx,要害山,23,1,1,0,愛宕山|日王山|中坂山|湯築山|高戸山|泰の山|大丸山|鹿島山|唐子山|医王山|星岡山|岩子山|垣生山|津田山|鳥越山|谷田山|佐古田山|御串山|垣生山|要害山|高穴山|高仙山|権現山,summit-candidate:0005c0040c7c7966,225,mountains=23; candidates=1; conflicts=0
yamap_2026-02-07_11_17.gpx,鞍掛山,23,1,1,0,皿ヶ森|番駄ヶ森|大磨山|三滝山|丸山|白石山|五郎丸|金見山|秋葉山|明神山|皿が森|岳山|一ヶ森|新谷神南山|陣が森岳|船ヶ迫岳|高森山|牛の峰|尻高峰|鞍掛山|大畑山|白木山|三石山,summit-candidate:6b19d2116121b615,226,mountains=23; candidates=1; conflicts=0
yamap_2022-07-21_10_02.gpx,子持山（頂上にたどり着けず）,21,1,1,0,花木山|天神山|室岡山|忽那山|子持山|湯築山|伊勢山|黒崎山|西港山|大丸山|港山|すくも山|佐々久山|土亀山|天山|星岡山|谷田山|金毘羅山|佐古田山|御串山|城山,summit-candidate:93b30125fa1dcd57,227,mountains=21; candidates=1; conflicts=0
yamap_2023-03-15_09_53.gpx,真城ヶ台,21,1,1,0,関ヶ森|番駄ヶ森|城山|極山|真城ヶ台|犬返|五郎丸|高丸|金見山|木峰|皿が森|烏殿|岳山|一ヶ森|大迫山|堂所山|池ノ城山|尻高峰|高山寺山|陣ヶ森|牛ヶ首,summit-candidate:6d533e458b56f1d6,228,mountains=21; candidates=1; conflicts=0
yamap_2024-03-03_10_00.gpx,音無山,21,1,1,0,伊之子山|寒川山|平石山|河原樋山|五葉が森|三森|秦皇山|白石山|観音岳|音無山|天ガ森|打越山|一の森|コクゾ峰|高森山|呉石山|星ヶ森|草屋敷|大熊山|笠松山|蒲山,summit-candidate:97e45d6eab227d56,229,mountains=21; candidates=1; conflicts=0
yamap_2024-06-01_07_14.gpx,椿山,21,3,1,0,源氏ヶ駄場（薊野峰）|笠取山|赤星山|石墨山|権現山|西赤石山|上兜山|丸滝山|椿山|猿越山|西山|水なし山|貝渚山|五段城|前社ヶ森|剣山|三ッ森山|大座礼山|三つ足山|大森山|佐々連尾山,summit-candidate:6ff5d266707ae664|summit-candidate:1b665bc67a34756a|summit-candidate:26848eb9192f4a1a,230,mountains=21; candidates=3; conflicts=0
yamap_2025-08-15_10_51.gpx,小牛城,20,1,1,0,鬼ヶ城山|八面山|大久保山|七々木山|牛城|南三方ヶ森|黒森山|二ノ岳|串ヶ森|目黒鳥屋|二箆山|三の森|天堤山|小牛城|正木ノ森|五段城|天狗ノ森|地蔵山|三傍示山|櫛ヶ峰,summit-candidate:ba78489e4d448645,231,mountains=20; candidates=1; conflicts=0
yamap_2025-10-26_11_45.gpx,堂所山,20,1,1,0,関ヶ森|番駄ヶ森|城山|真城ヶ台|犬返|五郎丸|高丸|金見山|木峰|皿が森|烏殿|岳山|一ヶ森|堂所山|池ノ城山|陣が森岳|尻高峰|陣ヶ森|牛ヶ首|三石山,summit-candidate:192b785fe79890e5,232,mountains=20; candidates=1; conflicts=0
yamap_2026-03-21_14_58.gpx,雨霧山,20,1,1,0,三本杭|東三方ヶ森|前々司山|陣ヶ森|豊受山|中三方ヶ森|樽谷山|根無山|明神ヶ森|下兜山|三光ノ辻山|高月山|気多山|桂ヶ森|橡尾山|雨乞山|妙見森|笹峠山|雨霧山|雨乞山,summit-candidate:d5d39ec66a34deb5,233,mountains=20; candidates=1; conflicts=0
yamap_2023-04-04_12_51.gpx,黒森山,19,1,1,0,鬼ヶ城山|八面山|大久保山|七々木山|南三方ヶ森|黒森山|二ノ岳|東高月山|串ヶ森|目黒鳥屋|長尾森|二箆山|黒森山|三の森|天堤山|小牛城|地蔵山|三傍示山|黒森,summit-candidate:924ccfedeb6c2d2c,234,mountains=19; candidates=1; conflicts=0
yamap_2024-04-27_08_04.gpx,桂ヶ森,19,1,1,0,三本杭|東三方ヶ森|陣ヶ森|豊受山|中三方ヶ森|白猪山|根無山|明神ヶ森|下兜山|四辻ノ森|三光ノ辻山|高月山|横ノ森|気多山|桂ヶ森|橡尾山|谷崎山|雨乞山|雨霧山,summit-candidate:c210f415fc55501f,235,mountains=19; candidates=1; conflicts=0
yamap_2025-12-10_11_40.gpx,天道ヶ頭,19,1,1,0,観音山|権現山|白滝山|塩ヶ森|岩柄山|ヌタノサコ|権現山|権現山|天狗森|唐谷山|大谷山|立烏帽子山|綱付山|幻城上城|天道ヶ頭|竜王の峰|雨乞山|うつむき山|妙見山,summit-candidate:8d1f2bd134bed04d,236,mountains=19; candidates=1; conflicts=0
yamap_2026-03-21_13_44.gpx,笹峠山,19,1,0,0,大月山|北三方ヶ森|戸祇御前山|餓鬼ヶ森|瀬戸黒森|高縄山|壺神山|町木山|尻割山|権現山|長山|雨乞山|妙見森|笹峠山|雨霧山|雨乞山|面木山|辻ヶ峰|常住,summit-candidate:05007aaf499a4ecc,237,mountains=19; candidates=1; conflicts=0
yamap_2022-04-06_09_25.gpx,忽那山,18,1,1,0,花木山|天神山|室岡山|忽那山|龍石山|湯築山|伊勢山|黒崎山|西港山|港山|すくも山|佐々久山|土亀山|天山|金毘羅山|御串山|城山|花見山,summit-candidate:daa8d4127fc92552,238,mountains=18; candidates=1; conflicts=0
yamap_2022-04-22_14_13.gpx,雨包山,18,1,1,0,甲が森|三滝山|雨包山|源氏ヶ駄場（薊野峰）|碁石ヶ森|七々木山|善神山|大黒山|毛山|三ッ足山|天堤山|滝山|小牛城|霧立山|地蔵山|剣ノ山|熊鷹山|櫛ヶ峰,summit-candidate:6198ad7009d86ec2,239,mountains=18; candidates=1; conflicts=0
yamap_2022-04-22_16_48.gpx,源氏ヶ駄場（薊野峰）,18,1,1,0,甲が森|三滝山|雨包山|源氏ヶ駄場（薊野峰）|碁石ヶ森|東山|東山|猿越山|西山|滝山|大野山|水なし山|貝渚山|三ッ森山|大森山|佐々連尾山|大森山|扇山,summit-candidate:e85b9bd32eb5e6f1,240,mountains=18; candidates=1; conflicts=0
yamap_2022-06-16_16_25.gpx,牛城,18,1,0,0,姫草|牛城|梅ヶ谷山|高森|西雑誌山|銅山峰|カガマシ山|小屋山|丸石山|黒岩山|小牛城|正木ノ森|黒川山|別子山|天満山|大ノ森|妙見森|玉取山,summit-candidate:c7ff156edb321d12,241,mountains=18; candidates=1; conflicts=0
yamap_2024-10-20_11_05.gpx,天堤山,18,1,1,0,鬼ヶ城山|大久保山|雨包山|七々木山|南三方ヶ森|黒森山|二ノ岳|大黒山|串ヶ森|目黒鳥屋|三の森|ハネズル山|天堤山|小牛城|地蔵山|剣ノ山|三傍示山|櫛ヶ峰,summit-candidate:f54f44da226a4a15,242,mountains=18; candidates=1; conflicts=0
yamap_2025-04-14_05_56.gpx,笠成山,18,1,1,0,高森山|岩伽羅山|経座ヶ森|水梨山|向山|十門山(十門城址)|遠ヶ森|羽子山|滝山|五十崎神南山|笠成山|黒岩岳|大森山|四本松|感応寺山|水無権現|秋葉山|黒山,summit-candidate:81081ef1b6e58a79,243,mountains=18; candidates=1; conflicts=0
yamap_2022-04-27_10_31.gpx,御在所山,17,1,1,0,障子山|稔山|ヨソ山|御在所山|翠波峰|左谷ノ森|菊ヶ森|日浦嶺|階上山|船山|御在所山|寒台山|長山|三郷の辻|黒森|牛ノ峯|小森,summit-candidate:61f36127d879648f,244,mountains=17; candidates=1; conflicts=0
yamap_2024-03-03_08_44.gpx,観音岳,17,1,0,0,鍵山（象ヶ森）|泉ガ森|木久ヶ森|黒滝山|観音森|白石山|観音岳|音無山|天ガ森|岩屋山|浄心山|銅が鳴|高土の峰|大判山|鎧掛山|大野山|棟山,summit-candidate:a53cc9868b7f2f70,245,mountains=17; candidates=1; conflicts=0
yamap_2025-03-02_13_17.gpx,階上山,17,1,1,0,障子山|稔山|伊之子山|御在所山|翠波峰|河原樋山|菊ヶ森|三森|秦皇山|日浦嶺|階上山|船山|寒台山|黒森|笠松山|蒲山|牛ノ峯,summit-candidate:276fed5ecb7b3eb4,246,mountains=17; candidates=1; conflicts=0
yamap_2025-04-04_06_19.gpx,コクゾ峰,17,1,1,0,鍵山（象ヶ森）|寒川山|平石山|出石山|黒滝山|五葉が森|音無山|一の森|高土の峰|コクゾ峰|大判山|高森山|呉石山|大野山|棟山|星ヶ森|草屋敷,summit-candidate:94e39d837730a5c7,247,mountains=17; candidates=1; conflicts=0
yamap_2026-01-11_07_50.gpx,黒岩岳,17,1,1,0,高森山|岩伽羅山|杉立山|向山|十門山(十門城址)|陣が森|足山|五十崎神南山|笠成山|御在所山|陣が森岳|黒岩岳|鎌倉山|四本松|感応寺山|水無権現|秋葉山,summit-candidate:61304308f9a58d0d,248,mountains=17; candidates=1; conflicts=0
yamap_2026-03-08_08_05.gpx,峰畑山,17,1,0,0,高森山|経座ヶ森|水梨山|泉ガ森|遠ヶ森|木久ヶ森|羽子山|観音森|観音岳|滝山|浄心山|銅が鳴|大森山|呉石山|峰畑山|白木山|黒山,summit-candidate:eb031d650d8e9a7a,249,mountains=17; candidates=1; conflicts=0
yamap_2026-04-11_09_14.gpx,三郷の辻,17,1,1,0,稔山|ヨソ山|大月山|御在所山|戸祇御前山|左谷ノ森|菊ヶ森|餓鬼ヶ森|日浦嶺|階上山|船山|権現山|長山|笹峠山|三郷の辻|黒森|小森,summit-candidate:46ab73ee0e06e924,250,mountains=17; candidates=1; conflicts=0
yamap_2026-04-19_07_43.gpx,雨乞山,17,1,1,0,観音山|権現山|白滝山|塩ヶ森|岩柄山|ヌタノサコ|権現山|権現山|張木山|唐谷山|大谷山|綱付山|幻城上城|天道ヶ頭|雨乞山|雨乞山|鼻欠山,summit-candidate:d0d3096d540f375e,251,mountains=17; candidates=1; conflicts=0
yamap_2024-08-03_20_36.gpx,高縄山,16,1,0,0,大月山|北三方ヶ森|古権現山|魚谷森|餓鬼ヶ森|瀬戸黒森|御祝山|高縄山|壺神山|町木山|尻割山|権現山|笹峠山|面木山|辻ヶ峰|常住,summit-candidate:96e5be71880efe52,252,mountains=16; candidates=1; conflicts=0
yamap_2026-03-15_06_14.gpx,長山,16,1,1,0,稔山|ヨソ山|大月山|御在所山|戸祇御前山|左谷ノ森|菊ヶ森|餓鬼ヶ森|船山|権現山|長山|高研山|笹峠山|三郷の辻|小森|辻ヶ峰,summit-candidate:c246a8edb72dbebb,253,mountains=16; candidates=1; conflicts=0
yamap_2025-08-15_11_47.gpx,五段城,15,1,0,0,ウバホド山|赤星山|牛城|石墨山|綱繰山|獅子舞の鼻|猿越山|西山|小牛城|正木ノ森|五段城|天狗ノ森|三ッ森山|三つ足山|大森山,summit-candidate:00dfcd8bd36a1f00,254,mountains=15; candidates=1; conflicts=0
yamap_2026-03-15_10_21.gpx,高研山,15,1,1,0,割石東山|篠山|楢原山|割石峠山|福見山|善神山|前善神山|櫨ヶ森|毛山|二の森|加塚山|塩塚峰|長山|高研山|熊鷹山,summit-candidate:314bd84876bc3fc3,255,mountains=15; candidates=1; conflicts=0
yamap_2026-03-17_06_58.gpx,大ノ森,15,1,1,0,青滝山|牛城|法師山|梅ヶ谷山|西雑誌山|銅山峰|カガマシ山|ハネズル山|小屋山|丸石山|大ノ森|妙見森|兵庫山|生之越|玉取山,summit-candidate:777bcc5c6ed2c27e,256,mountains=15; candidates=1; conflicts=0
yamap_2025-08-15_09_21.gpx,天狗ノ森 ,14,1,0,0,ウバホド山|赤星山|牛城|石墨山|綱繰山|獅子舞の鼻|伊吹山|小牛城|正木ノ森|五段城|天狗ノ森|東光森山|三つ足山|台ヶ森,summit-candidate:54dc6f5d29d60052,257,mountains=14; candidates=1; conflicts=0
yamap_2022-06-23_13_59.gpx,篠山,13,1,1,0,割石東山|篠山|楢原山|割石峠山|福見山|前善神山|櫨ヶ森|毛山|二の森|御篠山|加塚山|塩塚峰|高研山,summit-candidate:c8a7a1f1d1dad353,258,mountains=13; candidates=1; conflicts=0
yamap_2022-10-01_08_30.gpx,戸祇御前山,13,1,1,0,ヨソ山|大月山|戸祇御前山|左谷ノ森|餓鬼ヶ森|瀬戸黒森|壺神山|権現山|長山|笹峠山|三郷の辻|小森|辻ヶ峰,summit-candidate:7bda9ba8d2b47d6e,259,mountains=13; candidates=1; conflicts=0
yamap_2022-05-25_09_48.gpx,自念子ノ頭,12,1,1,0,堂ヶ森|自念子ノ頭|前赤石山|エビラ山|東赤石山|八巻山|八辻ノ峰|五代ヶ森|黒森山|沓掛山|平家平|子持権現山,summit-candidate:6b5100f449c22108,260,mountains=12; candidates=1; conflicts=0
yamap_2025-07-06_12_03.gpx,伊吹山,12,1,1,0,大川嶺|ウバホド山|獅子舞の鼻|面河山|丸笹山|谷崎山|東黒森|伊吹山|天狗ノ森|東光森山|黒森|台ヶ森,summit-candidate:e79e77da4bfd1f13,261,mountains=12; candidates=1; conflicts=0
yamap_2024-06-15_08_50.gpx,平家平,11,1,0,0,堂ヶ森|自念子ノ頭|前赤石山|エビラ山|東赤石山|八巻山|五代ヶ森|黒森山|沓掛山|平家平|子持権現山,summit-candidate:dc647fe1827a43e3,262,mountains=11; candidates=1; conflicts=0
yamap_2024-07-28_15_53.gpx,岩屋山,11,1,1,0,泉ガ森|木久ヶ森|観音森|観音岳|岩屋山|浄心山|銅が鳴|高土の峰|大判山|鎧掛山|峰畑山,summit-candidate:c9156b7eea77a1b0,263,mountains=11; candidates=1; conflicts=0
yamap_2025-07-06_09_43.gpx,東黒森,11,1,0,0,岩黒山|自念子ノ頭|冠山|東赤石山|八辻ノ峰|五代ヶ森|伊予富士|谷崎山|東黒森|伊吹山|黒森,summit-candidate:20f1c44b99e3d708,264,mountains=11; candidates=1; conflicts=0
yamap_2022-10-04_12_47.gpx,泉ガ森,10,1,1,0,経座ヶ森|泉ガ森|木久ヶ森|観音森|観音岳|岩屋山|浄心山|銅が鳴|鎧掛山|峰畑山,summit-candidate:ff0e7de3b62f5ed8,265,mountains=10; candidates=1; conflicts=0
yamap_2024-05-11_13_46.gpx,丸滝山,9,1,1,0,大川嶺|笠取山|上兜山|面河山|丸笹山|丸滝山|中津山(明神山)|滝山|丸山,summit-candidate:aa6060fe8a831f45,266,mountains=9; candidates=1; conflicts=0
yamap_2024-05-03_08_45.gpx,面河山,7,1,1,0,大川嶺|面河山|丸笹山|中津山(明神山)|伊吹山|台ヶ森|丸山,summit-candidate:22e40e9eb117a033,267,mountains=7; candidates=1; conflicts=0
yamap_2022-09-24_08_33.gpx,石鎚山,3,1,0,0,南尖峰|天狗岳|石鎚山,summit-candidate:88555c5557efeb46,268,mountains=3; candidates=1; conflicts=0
