source_gpx_basename,track_name,mountain_count_in_group,summit_candidate_count_in_group,top1_link_count,conflict_count,mountain_names,summit_candidate_ids,suggested_review_order,notes
yamap_2024-04-28_10_37.gpx,日浦嶺・打越山,29,2,1,1,障子山|城山|稔山|ヨソ山|伊之子山|御在所山|翠波峰|平石山|河原樋山|菊ヶ森|五葉が森|三森|秦皇山|音無山|城山|狼ヶ城山|日浦嶺|打越山|一の森|城山|階上山|船山|寒台山|呉石山|黒森|大熊山|笠松山|蒲山|牛ノ峯,summit-candidate:606168b97944fce5|summit-candidate:498b9618ca98fa34,124,mountains=29; candidates=2; conflicts=1
yamap_2022-09-09_06_58.gpx,寒風山・笹ヶ峰・ちち山,28,4,1,1,鬼ヶ城山|八面山|大久保山|雨包山|岩黒山|筒上山|七々木山|面河の頭|西黒森|寒風山|ちち山|笹ヶ峰|冠山|南三方ヶ森|黒森山|二ノ岳|串ヶ森|目黒鳥屋|男山|伊予富士|三の森|笹ヶ峰|天堤山|東黒森|小牛城|地蔵山|三傍示山|櫛ヶ峰,summit-candidate:395bb631522975b6|summit-candidate:23eea13de5db5c9f|summit-candidate:9a59c4b620ba3792|summit-candidate:7213c478833fd90f,125,mountains=28; candidates=4; conflicts=1
yamap_2026-01-31_13_52.gpx,高森山,28,1,1,1,高森山|皿ヶ森|番駄ヶ森|ケタ山|大磨山|三滝山|遠見山|丸山|高森|白石山|秋葉山|明神山|皿が森|高森山|岳山|新谷神南山|陣が森岳|船ヶ迫岳|槇ノ山|遠見山|高森山|牛の峰|鞍掛山|大畑山|高森山|登議城山|白木山|三石山,summit-candidate:a9b00b48e0c94eab,126,mountains=28; candidates=1; conflicts=1
yamap_2022-03-09_10_20.gpx,稔山,25,2,2,1,障子山|稔山|ヨソ山|伊之子山|御在所山|翠波峰|河原樋山|左谷ノ森|菊ヶ森|三森|秦皇山|音無山|日浦嶺|打越山|階上山|船山|寒台山|長山|三郷の辻|黒森|大熊山|笠松山|蒲山|牛ノ峯|小森,summit-candidate:622b899de76208ef|summit-candidate:d1269170b687c5bc,127,mountains=25; candidates=2; conflicts=1
yamap_2022-04-09_14_44.gpx,大月山・高縄山,25,2,2,1,ヨソ山|大月山|北三方ヶ森|戸祇御前山|古権現山|魚谷森|左谷ノ森|餓鬼ヶ森|瀬戸黒森|郭公岳|白山|御祝山|高縄山|壺神山|北ヶ森|町木山|尻割山|権現山|長山|笹峠山|三郷の辻|面木山|小森|辻ヶ峰|常住,summit-candidate:9a68e7a3a97831ff|summit-candidate:6ba0d3c6b0fb6b96,128,mountains=25; candidates=2; conflicts=1
yamap_2023-01-28_12_19.gpx,谷田山・金毘羅山,24,1,1,1,花木山|天神山|室岡山|忽那山|龍石山|湯築山|伊勢山|黒崎山|西港山|大丸山|港山|すくも山|佐々久山|土亀山|天山|星岡山|鳥越山|谷田山|金毘羅山|佐古田山|古城山|尾崎山|御串山|城山,summit-candidate:ab7edbc3a52d24bf,129,mountains=24; candidates=1; conflicts=1
yamap_2022-07-10_07_25.gpx,男山・瓶ヶ森・西黒森,21,3,1,1,筒上山|堂ヶ森|自念子ノ頭|鞍瀬ノ頭|面河の頭|西ノ冠岳|西黒森|ちち山|笹ヶ峰|冠山|東赤石山|八巻山|八辻ノ峰|五代ヶ森|沓掛山|平家平|男山|瓶ヶ森|東黒森|東ノ冠岳|黒森,summit-candidate:f09a1f754bcb761e|summit-candidate:ccaadb71f8ae2bd1|summit-candidate:db28fcca36deb720,130,mountains=21; candidates=3; conflicts=1
yamap_2022-04-25_11_35.gpx,伊之子山・左谷ノ森,20,2,1,1,稔山|ヨソ山|大月山|伊之子山|御在所山|戸祇御前山|左谷ノ森|菊ヶ森|餓鬼ヶ森|日浦嶺|壺神山|階上山|船山|権現山|長山|笹峠山|三郷の辻|黒森|小森|辻ヶ峰,summit-candidate:15c71a530dcecd2e|summit-candidate:e793f83b8a4fd86f,131,mountains=20; candidates=2; conflicts=1
yamap_2022-01-15_08_17.gpx,関ヶ森・観音山・倉谷山・芝ヶ峠,97,4,2,0,関ヶ森|観音山|吉山(吉山城址)|恵良山|権現山|白滝山|伽藍山|岩柄山|石槌山|重茂山|ヌタノサコ|城山|倉谷山|芝ヶ峠|安神山|小富士|大友山|古法皇山|極山|三本榎|真松嶺|柿王寺森|権現山|護摩ヶ森（護摩ヶ森城址）|由良山|大森山|見晴山|権現山|石神山|尾崎山|宝ヶ峯|淡路ヶ峠|真城ヶ台|千羽ヶ岳|生子山|犬返|船野山|奥之城山|ベツソ山|平岡山(平岡城址)|宝股山|権現山|夫婦山|観音山|国見山|トギ|張木山|高手山|名石山|二反山|五郎丸|高丸|金見山|木峰|唐谷山|大谷山|岩が森|スクモ塚|長者森|八倉山|水晶ヶ森|笹ヶ平山|尉之山|勝山|松葉山（松葉城址）|烏殿|御篠山|天が森|弥八山|亀老山|念仏山|大頭山|高取山|高穴山|綱付山|幻城上城|姫政山|泰ノ山|大里山|一ヶ森|愛の森|京の森|大迫山|堂堂山|堂所山|天道ヶ頭|根太山|紅葉山|池ノ城山|雨森山|高雄山|尻高峰|雨乞山|鉢が森|高山寺山|陣ヶ森|牛ヶ首,summit-candidate:a0c35720552a78c8|summit-candidate:c284068144ec2cfd|summit-candidate:cb62a56e70cedbce|summit-candidate:feca346909b97b92,132,mountains=97; candidates=4; conflicts=0
yamap_2022-01-28_12_28.gpx,尾ノ峰・新城山・腰折山・恵良山,87,4,4,0,尾ノ峰|新城山|腰折山|恵良山|天神山|御幸寺山|西山|岩子山|経ヶ森|護摩ヶ森|重茂山|城山|菊ヶ森|道後山|芝ヶ峠|大久保山|八里ヶ峠|明神山|潮見山|勝山|鉢巻山|立石山|小富士|大峰ヶ台|松軒山|三山|久司山|石灰山|古法皇山|高文殊山|鏡山|雌甲山|愛ノ山|冨士山|扇山|高山|塔ノ峰|海山|永納山(永納山城址)|弁天山|大森山|遠見山|石神山|金比羅山|古城山|宝ヶ峯|淡路ヶ峠|えんとつ山|生子山|歯朶谷山|大黒山|宝股山|開山|鳥屋ヶ森|白山|城山|御勧請山|名石山|宅並山|城山|本尊山|スクモ塚|長者森|金子山|八堂山|亀老山|カレイ山|八幡山|高穴山|霊仙山|若いもん山|無宗天山|姫政山|館山|高森山|高山|泰ノ山|大里山|千秋寺山|根太山|峠ヶ森|雨森山|遠見山|飯之山|笠松山東峰|軽ノ山|野津子山,summit-candidate:36e3ac8003e8b5d0|summit-candidate:d6b806525709cc22|summit-candidate:ac7a1ebef52ea30c|summit-candidate:40260be41579ab8f,133,mountains=87; candidates=4; conflicts=0
yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,67,5,4,0,高森山|岩伽羅山|経座ヶ森|障子山|鍵山（象ヶ森）|水梨山|大月山|伊之子山|寒川山|翠波峰|平石山|北三方ヶ森|戸祇御前山|泉ガ森|出石山|遠ヶ森|河原樋山|餓鬼ヶ森|木久ヶ森|黒滝山|五葉が森|瀬戸黒森|羽子山|観音森|三森|秦皇山|観音岳|音無山|御祝山|打越山|岩屋山|高縄山|一の森|壺神山|滝山|浄心山|銅が鳴|高土の峰|コクゾ峰|五十崎神南山|笠成山|黒岩岳|大判山|大森山|高森山|町木山|鎧掛山|尻割山|四本松|権現山|呉石山|峰畑山|笹峠山|面木山|黒森|水無権現|秋葉山|黒山|大野山|棟山|星ヶ森|草屋敷|大熊山|笠松山|蒲山|辻ヶ峰|常住,summit-candidate:9a0532ee2b40e5f3|summit-candidate:f7593239fa7bdcc9|summit-candidate:b997b8fd6709731d|summit-candidate:cf1cb583d492455c|summit-candidate:290abf917754fd0b,134,mountains=67; candidates=5; conflicts=0
yamap_2026-01-31_07_40.gpx,槇ノ山,66,2,1,0,高森山|衣掛山|谷上山|伽藍山|高山|勝岡山|御岳山|倉谷山|甲が森|積善山|鷲ヶ頭山|横山(横山城址)|世田山|笠松山|大友山|黒瀬山（黒瀬城址）|岡山（岡城址）|鉢ヶ森（鉢ヶ森城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|見晴山|権現山|遠見山|千羽ヶ岳|船野山|奥之城山|高森|総津権現山|平岡山(平岡城址)|竜門山|大空山|熊ガ峰|夫婦山|観音山|国見山|トギ|高手山|斎藤山|青刈山|二反山|薬師山|龍王山|岩が森|高萩山|行道山|尉之山|小山岳|勝山|松葉山（松葉城址）|御篠山|天が森|念仏山|高森山|大登山|竜王山|大峰|紅葉山|梁瀬山|高雄山|槇ノ山|遠見山|高森山|権現山|高森山|愛宕山|鼻欠山,summit-candidate:f39b40bd0d9b0192|summit-candidate:fcfb64bccceb89d4,135,mountains=66; candidates=2; conflicts=0
yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,63,6,2,0,鬼ヶ城山|三本杭|八面山|大久保山|東三方ヶ森|碁石ヶ森|前々司山|陣ヶ森|豊受山|七々木山|姫草|牛城|中三方ヶ森|法師山|白猪山|梅ヶ谷山|樽谷山|根無山|明神ヶ森|南三方ヶ森|皿ヶ嶺|下兜山|黒森山|冠岳|二ノ岳|高森|四辻ノ森|三光ノ辻山|東高月山|高月山|横ノ森|小屋ヶ森|串ヶ森|目黒鳥屋|長尾森|二箆山|西雑誌山|気多山|桂ヶ森|狼ヶ城山|銅山峰|三の森|カガマシ山|天堤山|小屋山|丸石山|野地峰|黒岩山|谷崎山|小牛城|正木ノ森|黒川山|別子山|天満山|三傍示山|大ノ森|雨乞山|妙見森|雨霧山|大旗山|生之越|玉取山|三ヶ森,summit-candidate:0a89128346167f6e|summit-candidate:ec2a95521eaac250|summit-candidate:67df63dc99cf8614|summit-candidate:aa8ff99fc3bd426d|summit-candidate:e4172c5503fdcc89|summit-candidate:09c1602c02ce7f78,136,mountains=63; candidates=6; conflicts=0
yamap_2022-04-16_07_39.gpx,東三方ヶ森,58,4,1,0,関ヶ森|皿ヶ森|番駄ヶ森|大磨山|城山|三本杭|東三方ヶ森|三滝山|碁石ヶ森|前々司山|陣ヶ森|豊受山|中三方ヶ森|白猪山|樽谷山|根無山|明神ヶ森|真城ヶ台|犬返|下兜山|丸山|四辻ノ森|三光ノ辻山|東高月山|高月山|白石山|横ノ森|小屋ヶ森|長尾森|気多山|桂ヶ森|橡尾山|五郎丸|高丸|金見山|木峰|秋葉山|明神山|皿が森|烏殿|岳山|一ヶ森|新谷神南山|谷崎山|堂所山|池ノ城山|陣が森岳|船ヶ迫岳|高森山|鞍掛山|大畑山|登議城山|白木山|雨乞山|雨霧山|牛ヶ首|三石山|大旗山,summit-candidate:b6f296c230c1891d|summit-candidate:8e8035372e25eb9d|summit-candidate:d06b9d5365beffaa|summit-candidate:77bb5774f7fa012e,137,mountains=58; candidates=4; conflicts=0
yamap_2023-01-08_09_18.gpx,権現山,56,2,1,0,観音山|権現山|白滝山|塩ヶ森|岩柄山|護摩ヶ森|ヌタノサコ|積善山|世田山|笠松山|狩江権現山|古権現山|権現山|権現山|黒瀬山（黒瀬城址）|岡山（岡城址）|鉢ヶ森（鉢ヶ森城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|見晴山|権現山|総津権現山|大空山|熊ガ峰|権現山|夫婦山|観音山|国見山|トギ|張木山|高手山|青刈山|二反山|子持権現山|唐谷山|大谷山|高萩山|行道山|尉之山|勝山|御篠山|天が森|念仏山|綱付山|幻城上城|大登山|大峰|天道ヶ頭|紅葉山|梁瀬山|高雄山|権現山|愛宕山|権現山|権現山|雨乞山,summit-candidate:32bb5e7e1071e808|summit-candidate:047b9599ec28c6ad,138,mountains=56; candidates=2; conflicts=0
yamap_2025-01-24_13_34.gpx,御篠山・松葉山（松葉城址）・烏殿,56,3,3,0,関ヶ森|伽藍山|番駄ヶ森|城山|倉谷山|積善山|篠山|大友山|極山|岡山（岡城址）|護摩ヶ森（護摩ヶ森城址）|見晴山|権現山|真城ヶ台|千羽ヶ岳|犬返|船野山|奥之城山|平岡山(平岡城址)|夫婦山|観音山|国見山|トギ|高手山|二反山|五郎丸|高丸|金見山|木峰|岩が森|行道山|水晶ヶ森|皿が森|尉之山|勝山|松葉山（松葉城址）|烏殿|御篠山|天が森|念仏山|大登山|岳山|一ヶ森|大迫山|大峰|堂堂山|堂所山|紅葉山|梁瀬山|池ノ城山|高雄山|尻高峰|権現山|高山寺山|陣ヶ森|牛ヶ首,summit-candidate:d71483d289d0c575|summit-candidate:2c1cbc474e49f1ec|summit-candidate:7a59a4750a70552c,139,mountains=56; candidates=3; conflicts=0
yamap_2022-09-04_12_08.gpx,大友山,55,2,1,0,伽藍山|倉谷山|積善山|世田山|笠松山|大友山|三山|冨士山|黒瀬山（黒瀬城址）|岡山（岡城址）|鉢ヶ森（鉢ヶ森城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|見晴山|権現山|千羽ヶ岳|船野山|奥之城山|歯朶谷山|平岡山(平岡城址)|大黒山|大空山|鳥屋ヶ森|熊ガ峰|天ガ森|夫婦山|白山|観音山|国見山|御勧請山|トギ|高手山|青刈山|二反山|岩が森|高萩山|行道山|水晶ヶ森|尉之山|勝山|松葉山（松葉城址）|御篠山|天が森|念仏山|大登山|大峰|堂堂山|紅葉山|梁瀬山|高雄山|遠見山|飯之山|権現山|愛宕山|笠松山東峰,summit-candidate:2b56d4ad77a0c4b7|summit-candidate:9b4175d2d4104530,140,mountains=55; candidates=2; conflicts=0
yamap_2022-10-16_10_19.gpx,楢原山・古権現山・中三方ヶ森,50,4,3,0,権現山|三本杭|引地山|東三方ヶ森|碁石ヶ森|陣ヶ森|鋸山|篠山|中三方ヶ森|古権現山|楢原山|割石峠山|白猪山|根無山|権現山|権現山|権現山|福見山|明神ヶ森|魚谷森|下兜山|四辻ノ森|三光ノ辻山|権現山|譲ヶ葉森|郭公岳|高月山|櫨ヶ森|御祝山|横ノ森|小屋ヶ森|気多山|桂ヶ森|高縄山|二の森|橡尾山|笹ヶ峰|北ヶ森|加塚山|谷崎山|権現山|町木山|塩塚峰|権現山|高研山|雨乞山|権現山|面木山|常住|大旗山,summit-candidate:0c2609d9e7e31a00|summit-candidate:17b2365d322cd022|summit-candidate:bcf5d9d5a90e5cda|summit-candidate:c7ac7ff98cacc074,141,mountains=50; candidates=4; conflicts=0
yamap_2023-01-21_09_56.gpx,大森山,50,1,0,0,吉山(吉山城址)|恵良山|権現山|重茂山|芝ヶ峠|安神山|小富士|古法皇山|狩江権現山|古権現山|権現山|権現山|大森山|見晴山|権現山|遠見山|石神山|金比羅山|尾崎山|宝ヶ峯|淡路ヶ峠|生子山|ベツソ山|歯朶谷山|総津権現山|宝股山|権現山|名石山|子持権現山|スクモ塚|長者森|笹ヶ平山|弥八山|亀老山|大頭山|高穴山|無宗天山|姫政山|高森山|泰ノ山|大里山|大森山|根太山|雨森山|遠見山|権現山|大森山|権現山|権現山|大森山,summit-candidate:830c63408bf56cc5,142,mountains=50; candidates=1; conflicts=0
yamap_2022-02-09_10_01.gpx,佐田岬と伽藍山,49,2,1,0,伽藍山|御岳山|花木山|倉谷山|天神山|室岡山|忽那山|鷲ヶ頭山|龍石山|大友山|湯築山|伊勢山|黒崎山|西港山|大丸山|港山|すくも山|佐々久山|土亀山|天山|星岡山|鉢ヶ森（鉢ヶ森城址）|見晴山|谷田山|金毘羅山|佐古田山|千羽ヶ岳|船野山|奥之城山|総津権現山|平岡山(平岡城址)|竜門山|御串山|夫婦山|トギ|二反山|薬師山|城山|岩が森|水晶ヶ森|小山岳|勝山|松葉山（松葉城址）|御篠山|天が森|堂堂山|高雄山|槇ノ山|花見山,summit-candidate:da46e12c02d47edf|summit-candidate:40d5b4863907057a,143,mountains=49; candidates=2; conflicts=0
yamap_2023-01-10_10_30.gpx,由良山,49,2,2,0,吉山(吉山城址)|尾ノ峰|腰折山|天神山|御幸寺山|西山|岩子山|経ヶ森|護摩ヶ森|石槌山|道後山|大久保山|八里ヶ峠|潮見山|安神山|松軒山|石灰山|高文殊山|三本榎|鏡山|雄甲山|雌甲山|愛ノ山|扇山|近見山|由良山|金比羅山|古城山|尾崎山|淡路ヶ峠|ベツソ山|城山|宅並山|本尊山|八倉山|笹ヶ平山|弥八山|西の山|北山|八堂山|カレイ山|大頭山|高取山|八幡山|高仙山|幻城下城|館山|峠ヶ森|軽ノ山,summit-candidate:8f19c4c16e72e270|summit-candidate:51a919059b1a6dbb,144,mountains=49; candidates=2; conflicts=0
yamap_2022-02-15_10_36.gpx,天神山・御幸寺山,48,2,2,0,尾ノ峰|新城山|腰折山|天神山|御幸寺山|西山|岩子山|経ヶ森|護摩ヶ森|菊ヶ森|道後山|大久保山|八里ヶ峠|天神山|明神山|潮見山|勝山|鉢巻山|立石山|大峰ヶ台|松軒山|久司山|石灰山|高文殊山|鏡山|雌甲山|愛ノ山|扇山|高山|塔ノ峰|海山|永納山(永納山城址)|弁天山|遠見山|金比羅山|古城山|開山|宅並山|本尊山|金子山|八堂山|八幡山|霊仙山|高山|千秋寺山|峠ヶ森|軽ノ山|野津子山,summit-candidate:543b4550a3ef3e87|summit-candidate:e4808690532bb46c,145,mountains=48; candidates=2; conflicts=0
yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,43,5,2,0,鬼ヶ城山|三本杭|八面山|大久保山|東三方ヶ森|雨包山|碁石ヶ森|前々司山|陣ヶ森|豊受山|七々木山|中三方ヶ森|白猪山|樽谷山|根無山|明神ヶ森|南三方ヶ森|下兜山|黒森山|二ノ岳|四辻ノ森|三光ノ辻山|東高月山|高月山|横ノ森|小屋ヶ森|串ヶ森|目黒鳥屋|長尾森|二箆山|気多山|桂ヶ森|三の森|橡尾山|天堤山|谷崎山|小牛城|地蔵山|三傍示山|雨乞山|雨霧山|櫛ヶ峰|大旗山,summit-candidate:ad2256a1bfd3ef78|summit-candidate:b27cb491de0f94b6|summit-candidate:05f8527418663d3a|summit-candidate:c4504025c94f843c|summit-candidate:d659f1dc6e5fa0b5,146,mountains=43; candidates=5; conflicts=0
yamap_2024-02-10_07_09.gpx,鳥屋ヶ森,42,1,1,0,恵良山|権現山|重茂山|世田山|三山|狩江権現山|古権現山|冨士山|権現山|権現山|黒瀬山（黒瀬城址）|大森山|権現山|石神山|生子山|歯朶谷山|総津権現山|大黒山|宝股山|鳥屋ヶ森|熊ガ峰|権現山|天ガ森|白山|御勧請山|名石山|青刈山|子持権現山|長者森|亀老山|高穴山|無宗天山|高森山|大里山|根太山|雨森山|遠見山|飯之山|権現山|笠松山東峰|権現山|権現山,summit-candidate:ef6730fa259856ec,147,mountains=42; candidates=1; conflicts=0
yamap_2022-09-15_11_50.gpx,久司山,41,1,1,0,新城山|御幸寺山|愛宕山|常光寺山|日王山|菊ヶ森|潮見山|明神山|勝山|鉢巻山|立石山|子持山|大峰ヶ台|三山|伊勢山|久司山|石灰山|古法皇山|高戸山|犬吠山|泰の山|鹿島山|高山|塔ノ峰|海山|永納山(永納山城址)|岩子山|垣生山|津田山|弁天山|遠見山|えんとつ山|開山|金子山|要害山|霊仙山|若いもん山|高山|千秋寺山|野津子山|権現山,summit-candidate:507809fc1a4b9e4e,148,mountains=41; candidates=1; conflicts=0
yamap_2022-06-04_14_13.gpx,勝山,39,1,1,0,愛宕山|常光寺山|日王山|菊ヶ森|潮見山|勝山|鉢巻山|立石山|子持山|大峰ヶ台|久司山|高戸山|犬吠山|泰の山|鹿島山|高山|塔ノ峰|海山|唐子山|医王山|永納山(永納山城址)|岩子山|垣生山|津田山|弁天山|遠見山|鳥越山|えんとつ山|開山|勝山|垣生山|金子山|要害山|霊仙山|若いもん山|高山|千秋寺山|野津子山|権現山,summit-candidate:91cacd7deced8470,149,mountains=39; candidates=1; conflicts=0
yamap_2022-06-18_13_12.gpx,鉢巻山,38,1,0,0,新城山|愛宕山|常光寺山|日王山|菊ヶ森|潮見山|明神山|勝山|積善山|鉢巻山|立石山|子持山|大峰ヶ台|久司山|高戸山|犬吠山|泰の山|鹿島山|高山|塔ノ峰|海山|唐子山|永納山(永納山城址)|岩子山|垣生山|津田山|弁天山|遠見山|えんとつ山|開山|金子山|要害山|霊仙山|若いもん山|高山|千秋寺山|野津子山|権現山,summit-candidate:c4169cdcaf61f31a,150,mountains=38; candidates=1; conflicts=0
yamap_2022-12-25_11_41.gpx,近見山,38,1,1,0,吉山(吉山城址)|腰折山|高山|石槌山|道後山|潮見山|安神山|石灰山|高文殊山|三本榎|鏡山|雄甲山|高山|塔ノ峰|海山|近見山|唐子山|医王山|永納山(永納山城址)|佐々久山|由良山|尾崎山|ベツソ山|城山|八倉山|笹ヶ平山|弥八山|西の山|北山|カレイ山|大頭山|高取山|八幡山|高仙山|幻城下城|館山|高山|高山寺山,summit-candidate:d5b708b4d3aa86a0,151,mountains=38; candidates=1; conflicts=0
yamap_2024-02-10_09_58.gpx,熊ガ峰,38,1,1,0,権現山|積善山|世田山|笠松山|三山|狩江権現山|古権現山|冨士山|権現山|権現山|黒瀬山（黒瀬城址）|岡山（岡城址）|我合山（我合城址）|権現山|歯朶谷山|総津権現山|大黒山|大空山|鳥屋ヶ森|熊ガ峰|権現山|天ガ森|白山|観音山|御勧請山|青刈山|子持権現山|高萩山|無宗天山|大登山|大峰|遠見山|飯之山|権現山|愛宕山|笠松山東峰|権現山|権現山,summit-candidate:ef3e845b5d632dd3,152,mountains=38; candidates=1; conflicts=0
yamap_2022-09-15_12_35.gpx,石灰山・古法皇山,37,1,1,0,吉山(吉山城址)|石槌山|重茂山|芝ヶ峠|安神山|小富士|三山|伊勢山|久司山|石灰山|古法皇山|三本榎|近見山|由良山|大森山|尾崎山|宝ヶ峯|淡路ヶ峠|ベツソ山|城山|名石山|スクモ塚|長者森|八倉山|笹ヶ平山|弥八山|西の山|北山|大頭山|高取山|高穴山|高仙山|幻城下城|姫政山|泰ノ山|大里山|根太山,summit-candidate:4d0f5f75da9165b8,153,mountains=37; candidates=1; conflicts=0
yamap_2023-12-17_07_11.gpx,総津権現山,37,1,1,0,衣掛山|谷上山|権現山|伽藍山|高山|勝岡山|御岳山|倉谷山|甲が森|鷲ヶ頭山|横山(横山城址)|狩江権現山|権現山|権現山|鉢ヶ森（鉢ヶ森城址）|権現山|千羽ヶ岳|船野山|奥之城山|総津権現山|秦皇山|平岡山(平岡城址)|竜門山|権現山|斎藤山|薬師山|龍王山|岩が森|小山岳|松葉山（松葉城址）|竜王山|愛の森|槇ノ山|権現山|権現山|権現山|鼻欠山,summit-candidate:f108570a8e33ce90,154,mountains=37; candidates=1; conflicts=0
yamap_2025-01-30_13_18.gpx,金子山,37,1,1,0,新城山|御幸寺山|常光寺山|西山|護摩ヶ森|菊ヶ森|大久保山|潮見山|明神山|勝山|鉢巻山|立石山|子持山|大峰ヶ台|久司山|犬吠山|高山|塔ノ峰|海山|永納山(永納山城址)|垣生山|弁天山|遠見山|えんとつ山|開山|弥八山|西の山|北山|垣生山|金子山|八堂山|霊仙山|若いもん山|高山|千秋寺山|軽ノ山|野津子山,summit-candidate:3c1e55e6cc05c0ad,155,mountains=37; candidates=1; conflicts=0
yamap_2025-03-17_13_17.gpx,高森山,37,1,1,0,高森山|恵良山|重茂山|芝ヶ峠|小富士|三山|古法皇山|冨士山|大森山|石神山|宝ヶ峯|生子山|歯朶谷山|高森|大黒山|宝股山|鳥屋ヶ森|天ガ森|白山|御勧請山|名石山|スクモ塚|長者森|亀老山|高穴山|無宗天山|高森山|大登山|泰ノ山|大里山|根太山|雨森山|遠見山|高森山|飯之山|高森山|笠松山東峰,summit-candidate:682d61b87016166b,156,mountains=37; candidates=1; conflicts=0
yamap_2025-02-24_07_30.gpx,無宗天山,36,1,1,0,恵良山|重茂山|芝ヶ峠|小富士|世田山|三山|冨士山|天山|黒瀬山（黒瀬城址）|大森山|石神山|宝ヶ峯|生子山|歯朶谷山|大黒山|宝股山|鳥屋ヶ森|天ガ森|白山|御勧請山|名石山|スクモ塚|長者森|亀老山|高穴山|霊仙山|若いもん山|無宗天山|高森山|泰ノ山|大里山|根太山|雨森山|遠見山|飯之山|笠松山東峰,summit-candidate:0f09bdcc25daff65,157,mountains=36; candidates=1; conflicts=0
yamap_2025-02-28_07_34.gpx,綱付山・幻城上城,36,2,2,0,観音山|衣掛山|谷上山|権現山|白滝山|塩ヶ森|岩柄山|高山|勝岡山|ヌタノサコ|甲が森|横山(横山城址)|狩江権現山|柿王寺森|権現山|種子川山|権現山|張木山|斎藤山|天狗森|唐谷山|龍王山|大谷山|立烏帽子山|陣が森|綱付山|幻城上城|幻城下城|竜王山|愛の森|京の森|天道ヶ頭|竜王の峰|雨乞山|うつむき山|妙見山,summit-candidate:f19fd681c4c84753|summit-candidate:e4f762179d85915d,158,mountains=36; candidates=2; conflicts=0
yamap_2026-03-04_09_46.gpx,愛宕山,36,1,1,0,愛宕山|城山|積善山|笠松山|黒瀬山（黒瀬城址）|岡山（岡城址）|護摩ヶ森（護摩ヶ森城址）|我合山（我合城址）|見晴山|権現山|大空山|熊ガ峰|夫婦山|観音山|国見山|城山|トギ|高手山|青刈山|二反山|城山|高萩山|行道山|尉之山|勝山|御篠山|天が森|念仏山|大登山|大峰|紅葉山|梁瀬山|高雄山|権現山|登議城山|愛宕山,summit-candidate:c6ea08c2953b4cb8,159,mountains=36; candidates=1; conflicts=0
yamap_2022-03-12_08_31.gpx,菊ヶ森,35,1,1,0,新城山|御幸寺山|常光寺山|西山|護摩ヶ森|菊ヶ森|道後山|大久保山|潮見山|明神山|勝山|鉢巻山|立石山|子持山|大峰ヶ台|久司山|犬吠山|高山|塔ノ峰|海山|永納山(永納山城址)|垣生山|弁天山|遠見山|えんとつ山|菊ヶ森|開山|金子山|霊仙山|若いもん山|高山|千秋寺山|軽ノ山|野津子山|権現山,summit-candidate:ab8cf0f07d2a219d,160,mountains=35; candidates=1; conflicts=0
yamap_2025-12-14_12_03.gpx,根太山,35,1,1,0,吉山(吉山城址)|恵良山|重茂山|芝ヶ峠|安神山|小富士|古法皇山|三本榎|大森山|石神山|尾崎山|宝ヶ峯|淡路ヶ峠|生子山|ベツソ山|歯朶谷山|宝股山|名石山|スクモ塚|長者森|八倉山|笹ヶ平山|弥八山|亀老山|大頭山|高穴山|無宗天山|姫政山|高森山|泰ノ山|大里山|根太山|紅葉山|梁瀬山|雨森山,summit-candidate:b1bd2a482a691bd8,161,mountains=35; candidates=1; conflicts=0
yamap_2025-01-30_06_55.gpx,弥八山,34,1,1,0,吉山(吉山城址)|石槌山|重茂山|芝ヶ峠|安神山|小富士|古法皇山|三本榎|雄甲山|近見山|垣生山|由良山|大森山|尾崎山|宝ヶ峯|淡路ヶ峠|ベツソ山|城山|スクモ塚|八倉山|笹ヶ平山|弥八山|西の山|北山|垣生山|金子山|八堂山|カレイ山|大頭山|高取山|高仙山|幻城下城|姫政山|泰ノ山,summit-candidate:0cc40babcd0ce6bf,162,mountains=34; candidates=1; conflicts=0
yamap_2025-01-30_12_21.gpx,垣生山,34,1,1,0,愛宕山|常光寺山|日王山|中坂山|潮見山|勝山|子持山|高戸山|犬吠山|泰の山|大丸山|鹿島山|唐子山|医王山|永納山(永納山城址)|星岡山|岩子山|垣生山|津田山|弁天山|遠見山|鳥越山|谷田山|佐古田山|えんとつ山|弥八山|西の山|北山|垣生山|金子山|八堂山|要害山|若いもん山|権現山,summit-candidate:6c20bef6dc4e973b,163,mountains=34; candidates=1; conflicts=0
