mountain_no,mountain_name,suggested_summit_candidate_id,suggested_candidate_score,suggested_candidate_confidence,suggested_location_stability_bucket,suggested_municipality_relation,suggested_candidate_municipality,source_mountain_municipality,accepted_summit_candidate_id,decision_status,decision_reason,reviewer_notes,needs_followup,map_checked,packet_path,top3_candidate_ids,conflict_group_ids,created_from_stage
468,町木山,summit-candidate:19ab381ef6c337af,0.79,medium,location_uncertain_keep,non_adjacent_municipality,大洲市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0006_yamap_2026-02-22_07_32.md,summit-candidate:19ab381ef6c337af|summit-candidate:5f31b84e049f61fa|summit-candidate:f55ffb534aa2ae4c,gpx_group_0006|summit_candidate_0117|summit_candidate_0031|summit_candidate_0060|mountain_468,location_stability_review_packets
469,寒台山,summit-candidate:428f403ddcc5a31a,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0006_yamap_2026-02-22_07_32.md,summit-candidate:428f403ddcc5a31a|summit-candidate:7a8dca9b423536f5|summit-candidate:19ab381ef6c337af,gpx_group_0006|summit_candidate_0199|summit_candidate_0435|summit_candidate_0117|mountain_469,location_stability_review_packets
470,鎧掛山,summit-candidate:5f31b84e049f61fa,0.79,medium,location_strong_match,same_municipality,大洲市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0006_yamap_2026-02-22_07_32.md,summit-candidate:5f31b84e049f61fa|summit-candidate:f55ffb534aa2ae4c|summit-candidate:19ab381ef6c337af,gpx_group_0006|summit_candidate_0031|summit_candidate_0060|summit_candidate_0117|mountain_470,location_stability_review_packets
471,花見山,summit-candidate:5f001ac124f82ef6,0.44,low,location_uncertain_keep,non_adjacent_municipality,松山市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0066_yamap_2022-10-19_16_00.md,summit-candidate:5f001ac124f82ef6|summit-candidate:bf2b3499e08da2df|summit-candidate:daa8d4127fc92552,gpx_group_0066|summit_candidate_0030|summit_candidate_0152|summit_candidate_0311|mountain_471,location_stability_review_packets
472,剣ノ山,summit-candidate:78274ad93e160452,0.73,medium,location_strong_match,same_municipality,四国中央市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0074_yamap_2026-03-01_06_45.md,summit-candidate:78274ad93e160452|summit-candidate:740ae36ed8c63d60|summit-candidate:7a53852cc6c3e971,gpx_group_0074|summit_candidate_0057|summit_candidate_0434|summit_candidate_0390|mountain_472,location_stability_review_packets
473,三傍示山,summit-candidate:78274ad93e160452,0.85,medium,location_strong_match,same_municipality,四国中央市,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0074_yamap_2026-03-01_06_45.md,summit-candidate:78274ad93e160452|summit-candidate:0d5802be6f4a6c6e|summit-candidate:737ce2580de91527,gpx_group_0074|summit_candidate_0057|summit_candidate_0404|summit_candidate_0277|mountain_473,location_stability_review_packets
474,塩塚峰,summit-candidate:737ce2580de91527,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,鬼北町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0074_yamap_2026-03-01_06_45.md,summit-candidate:737ce2580de91527|summit-candidate:0d5802be6f4a6c6e|summit-candidate:78274ad93e160452,gpx_group_0074|summit_candidate_0277|summit_candidate_0404|summit_candidate_0057|mountain_474,location_stability_review_packets
475,登議城山,summit-candidate:9fe27d7d4a51aa70,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,内子町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0210_yamap_2026-03-04_06_40.md,summit-candidate:9fe27d7d4a51aa70|summit-candidate:c6ea08c2953b4cb8|summit-candidate:4a22801b12460992,gpx_group_0210|summit_candidate_0220|summit_candidate_0234|summit_candidate_0023|mountain_475,location_stability_review_packets
476,愛宕山,summit-candidate:c6ea08c2953b4cb8,0.79,medium,location_strong_match,same_municipality,内子町,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0151_yamap_2026-03-04_09_46.md,summit-candidate:c6ea08c2953b4cb8|summit-candidate:9fe27d7d4a51aa70|summit-candidate:230b9847a05c8052,gpx_group_0151|summit_candidate_0234|summit_candidate_0220|summit_candidate_0195|mountain_476,location_stability_review_packets
477,笠松山東峰,summit-candidate:8f25ad4ff380df77,0.79,medium,municipality_incompatible_strong,non_adjacent_municipality,今治市,久万高原町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0042_yamap_2026-03-06_09_00.md,summit-candidate:8f25ad4ff380df77|summit-candidate:0f09bdcc25daff65|summit-candidate:468c5bbccd8aba53,gpx_group_0042|summit_candidate_0092|summit_candidate_0160|summit_candidate_0118|mountain_477,location_stability_review_packets
478,尻割山,summit-candidate:e8b129f70e703be5,0.73,medium,municipality_incompatible_strong,non_adjacent_municipality,宇和島市,新居浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0049_yamap_2026-03-07_11_08.md,summit-candidate:e8b129f70e703be5|summit-candidate:6a1baa0667de8a9d|summit-candidate:f59e1ba73617c383,gpx_group_0049|summit_candidate_0026|summit_candidate_0274|summit_candidate_0476|mountain_478,location_stability_review_packets
479,四本松,summit-candidate:e8b129f70e703be5,0.67,medium,municipality_incompatible_strong,non_adjacent_municipality,宇和島市,新居浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0049_yamap_2026-03-07_11_08.md,summit-candidate:e8b129f70e703be5|summit-candidate:e7ae682a07af2e10|summit-candidate:9a0532ee2b40e5f3,gpx_group_0049|summit_candidate_0026|summit_candidate_0043|summit_candidate_0149|mountain_479,location_stability_review_packets
480,権現山,summit-candidate:e8b129f70e703be5,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,宇和島市,新居浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0049_yamap_2026-03-07_11_08.md,summit-candidate:e8b129f70e703be5|summit-candidate:84f974876f397da1|summit-candidate:ef3e845b5d632dd3,gpx_group_0049|summit_candidate_0026|summit_candidate_0172|summit_candidate_0246|mountain_480,location_stability_review_packets
481,呉石山,summit-candidate:784df3690acb5365,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,東温市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0240_yamap_2026-03-08_07_27.md,summit-candidate:784df3690acb5365|summit-candidate:ab39145b6a448b8d|summit-candidate:eb031d650d8e9a7a,gpx_group_0240|summit_candidate_0212|summit_candidate_0228|summit_candidate_0182|mountain_481,location_stability_review_packets
482,峰畑山,summit-candidate:eb031d650d8e9a7a,0.78,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0248_yamap_2026-03-08_08_05.md,summit-candidate:eb031d650d8e9a7a|summit-candidate:784df3690acb5365|summit-candidate:ab39145b6a448b8d,gpx_group_0248|summit_candidate_0182|summit_candidate_0212|summit_candidate_0228|mountain_482,location_stability_review_packets
483,白木山,summit-candidate:ab39145b6a448b8d,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,四国中央市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0199_yamap_2026-03-08_10_45.md,summit-candidate:ab39145b6a448b8d|summit-candidate:784df3690acb5365|summit-candidate:eb031d650d8e9a7a,gpx_group_0199|summit_candidate_0228|summit_candidate_0212|summit_candidate_0182|mountain_483,location_stability_review_packets
484,軽ノ山,summit-candidate:084fa7c9e55252dc,0.85,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0050_yamap_2026-03-11_10_35.md,summit-candidate:084fa7c9e55252dc|summit-candidate:5e94c87cc5fcc87b|summit-candidate:bdfa250c89c1ca90,gpx_group_0050|summit_candidate_0017|summit_candidate_0379|summit_candidate_0059|mountain_484,location_stability_review_packets
485,野津子山,summit-candidate:084fa7c9e55252dc,0.79,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0050_yamap_2026-03-11_10_35.md,summit-candidate:084fa7c9e55252dc|summit-candidate:3259dfe3d9ce60c5|summit-candidate:ab8cf0f07d2a219d,gpx_group_0050|summit_candidate_0017|summit_candidate_0048|summit_candidate_0175|mountain_485,location_stability_review_packets
486,長山,summit-candidate:c246a8edb72dbebb,0.85,medium,location_uncertain_keep,non_adjacent_municipality,鬼北町,新居浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0252_yamap_2026-03-15_06_14.md,summit-candidate:c246a8edb72dbebb|summit-candidate:314bd84876bc3fc3|summit-candidate:7bda9ba8d2b47d6e,gpx_group_0252|summit_candidate_0232|summit_candidate_0196|summit_candidate_0214|mountain_486,location_stability_review_packets
487,高研山,summit-candidate:314bd84876bc3fc3,0.79,medium,location_uncertain_keep,non_adjacent_municipality,鬼北町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0254_yamap_2026-03-15_10_21.md,summit-candidate:314bd84876bc3fc3|summit-candidate:c246a8edb72dbebb|summit-candidate:446b5fe1e7a8b2fd,gpx_group_0254|summit_candidate_0196|summit_candidate_0232|summit_candidate_0125|mountain_487,location_stability_review_packets
488,大ノ森,summit-candidate:777bcc5c6ed2c27e,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,久万高原町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0093_yamap_2026-03-17_06_58.md,summit-candidate:777bcc5c6ed2c27e|summit-candidate:aa8ff99fc3bd426d|summit-candidate:e4172c5503fdcc89,gpx_group_0093|summit_candidate_0109|summit_candidate_0293|summit_candidate_0427|mountain_488,location_stability_review_packets
489,雨乞山,summit-candidate:f760bededfedfc09,0.85,medium,location_uncertain_keep,non_adjacent_municipality,内子町,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0075_yamap_2026-03-21_07_01.md,summit-candidate:f760bededfedfc09|summit-candidate:d5d39ec66a34deb5|summit-candidate:118b217506eb653f,gpx_group_0075|summit_candidate_0184|summit_candidate_0180|summit_candidate_0062|mountain_489,location_stability_review_packets
490,妙見森,summit-candidate:118b217506eb653f,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,内子町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0075_yamap_2026-03-21_07_01.md,summit-candidate:118b217506eb653f|summit-candidate:d5d39ec66a34deb5|summit-candidate:f760bededfedfc09,gpx_group_0075|summit_candidate_0062|summit_candidate_0180|summit_candidate_0184|mountain_490,location_stability_review_packets
491,笹峠山,summit-candidate:118b217506eb653f,0.67,medium,municipality_incompatible_strong,non_adjacent_municipality,内子町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0075_yamap_2026-03-21_07_01.md,summit-candidate:118b217506eb653f|summit-candidate:d5d39ec66a34deb5|summit-candidate:f760bededfedfc09,gpx_group_0075|summit_candidate_0062|summit_candidate_0180|summit_candidate_0184|mountain_491,location_stability_review_packets
492,雨霧山,summit-candidate:d5d39ec66a34deb5,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,内子町,八幡浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0228_yamap_2026-03-21_14_58.md,summit-candidate:d5d39ec66a34deb5|summit-candidate:f760bededfedfc09|summit-candidate:118b217506eb653f,gpx_group_0228|summit_candidate_0180|summit_candidate_0184|summit_candidate_0062|mountain_492,location_stability_review_packets
493,三郷の辻,summit-candidate:46ab73ee0e06e924,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0249_yamap_2026-04-11_09_14.md,summit-candidate:46ab73ee0e06e924|summit-candidate:2a670286f545beb2|summit-candidate:be07cff01023e072,gpx_group_0249|summit_candidate_0201|summit_candidate_0064|summit_candidate_0179|mountain_493,location_stability_review_packets
494,権現山,summit-candidate:2011a6c909945d6f,0.79,medium,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0013_yamap_2026-04-12_11_03.md,summit-candidate:2011a6c909945d6f|summit-candidate:17b2365d322cd022|summit-candidate:047b9599ec28c6ad,gpx_group_0013|summit_candidate_0080|summit_candidate_0256|summit_candidate_0120|mountain_494,location_stability_review_packets
495,雨乞山,summit-candidate:d0d3096d540f375e,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,八幡浜市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0250_yamap_2026-04-19_07_43.md,summit-candidate:d0d3096d540f375e|summit-candidate:9e86644a708cb211|summit-candidate:05007aaf499a4ecc,gpx_group_0250|summit_candidate_0307|summit_candidate_0289|summit_candidate_0456|mountain_495,location_stability_review_packets
496,鼻欠山,summit-candidate:9e86644a708cb211,0.79,medium,location_strong_match,same_municipality,大洲市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0200_yamap_2026-04-19_10_27.md,summit-candidate:9e86644a708cb211|summit-candidate:d0d3096d540f375e|summit-candidate:3c28b6ebd5a97155,gpx_group_0200|summit_candidate_0289|summit_candidate_0307|summit_candidate_0049|mountain_496,location_stability_review_packets
497,面木山,summit-candidate:d5a6fcb592162088,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0076_yamap_2026-04-29_06_34.md,summit-candidate:d5a6fcb592162088|summit-candidate:a96db37bf518f31a|summit-candidate:c87a377b77c80862,gpx_group_0076|summit_candidate_0111|summit_candidate_0292|summit_candidate_0447|mountain_497,location_stability_review_packets
498,黒森,summit-candidate:a96db37bf518f31a,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0076_yamap_2026-04-29_06_34.md,summit-candidate:a96db37bf518f31a|summit-candidate:c87a377b77c80862|summit-candidate:40e090ce41a89b55,gpx_group_0076|summit_candidate_0292|summit_candidate_0447|summit_candidate_0051|mountain_498,location_stability_review_packets
499,台ヶ森,summit-candidate:53a6401abf71c488,0.67,medium,location_strong_match,same_municipality,西条市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0105_yamap_2026-05-02_09_29.md,summit-candidate:53a6401abf71c488|summit-candidate:7a5ca8d918f43720|summit-candidate:c9e357d000632346,gpx_group_0105|summit_candidate_0028|summit_candidate_0391|summit_candidate_0448|mountain_499,location_stability_review_packets
500,丸山,summit-candidate:b87c90ebd1eb0d06,0.67,medium,location_strong_match,same_municipality,西条市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0103_yamap_2026-05-06_07_28.md,summit-candidate:b87c90ebd1eb0d06|summit-candidate:453327d51d16e202|summit-candidate:5f001ac124f82ef6,gpx_group_0103|summit_candidate_0025|summit_candidate_0407|summit_candidate_0030|mountain_500,location_stability_review_packets
501,大森山,summit-candidate:565ba3761956d9b3,0.64,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0087_yamap_2025-10-11_06_24.md,summit-candidate:565ba3761956d9b3|summit-candidate:a80dd0489247a839|summit-candidate:19ab381ef6c337af,gpx_group_0087|summit_candidate_0010|summit_candidate_0395|summit_candidate_0117|mountain_501,location_stability_review_packets
502,うつむき山,summit-candidate:6b0155a434d72d79,0.35,low,location_uncertain_keep,candidate_boundary_ambiguous,,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0051_yamap_2024-12-15_07_21.md,summit-candidate:6b0155a434d72d79|summit-candidate:51c8bc6a368c422c|summit-candidate:f12898f5821b63b8,gpx_group_0051|summit_candidate_0021|summit_candidate_0041|summit_candidate_0128|mountain_502,location_stability_review_packets
