mountain_no,mountain_name,summit_candidate_id,grounding_refined_score,grounding_bucket,grounding_distance_m,grounding_consensus,grounding_confidence,location_stability_bucket,location_stability_refined_score,candidate_lat,candidate_lon,candidate_ele_m,elevation_diff_m,name_tier,grounding_refined_review_priority,track_name
117,"大友山",summit-candidate:2b56d4ad77a0c4b7,0.732,grounding_weakened,14920.2,conflicting_clusters,0.96,location_uncertain_keep,0.75,33.7484344,132.8072111,404.1,3,strong,deprioritized,"大友山"
118,"湯築山",summit-candidate:452c10a1db199870,0.452,grounding_weakened,4136.2,weak_consensus_close_clusters,0.99,location_strong_match,0.5,33.8773459,132.7614769,76.8,5.8,none,deprioritized,"大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山"
119,"寒風山",summit-candidate:23eea13de5db5c9f,0.706,grounding_weakly_supported,562.3,conflicting_clusters,0.99,location_uncertain_keep,0.68,33.8116552,133.2616339,1758.1,4,strong,high,"寒風山・笹ヶ峰・ちち山"
120,"ちち山",summit-candidate:b87c90ebd1eb0d06,0.85,grounding_neutral,1780.5,conflicting_clusters,0.99,location_strong_match,0.85,33.8280769,133.2743948,1856.7,1.7,strong,medium,"丸山・ちち山・笹ヶ峰"
121,"笹ヶ峰",summit-candidate:b87c90ebd1eb0d06,0.906,grounding_weakly_supported,436.1,weak_consensus_moderate_spread,0.99,location_strong_match,0.85,33.8280769,133.2743948,1856.7,3.3,strong,high,"丸山・ちち山・笹ヶ峰"
122,"松軒山",summit-candidate:51a919059b1a6dbb,0.382,grounding_weakened,16858.7,conflicting_clusters,0.96,location_uncertain_keep,0.4,33.0306132,132.399974,194.6,4.6,none,deprioritized,"由良山"
123,"三山",summit-candidate:35b464661fa62df9,0.662,grounding_weakened,2545.3,conflicting_clusters,0.98,missing_location_evidence,0.68,34.2803533,133.2279632,323.3,1.7,strong,deprioritized,"三山"
124,"伊勢山",summit-candidate:bd145a45a7d01b99,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.2687521,133.1998766,52.9,4.1,strong,high,"伊勢山"
125,"久司山",summit-candidate:507809fc1a4b9e4e,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.2444484,133.2061963,136.7,5.3,strong,high,"久司山"
126,"石灰山",summit-candidate:35b464661fa62df9,0.482,grounding_weakened,7869.2,conflicting_clusters,0.95,missing_location_evidence,0.5,34.2803533,133.2279632,323.3,107.3,strong,deprioritized,"三山"
127,"古法皇山",summit-candidate:4d0f5f75da9165b8,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.2665635,133.2120741,269.8,9.3,strong,high,"石灰山・古法皇山"
128,"狩江権現山",summit-candidate:ef5127a689eaf48a,0.652,grounding_weakened,6496.1,conflicting_clusters,0.96,location_strong_match,0.67,33.3425963,132.4607227,559.4,95.4,strong,deprioritized,"極山"
129,"極山",summit-candidate:ef5127a689eaf48a,0.832,grounding_weakened,2957.8,conflicting_clusters,0.95,location_strong_match,0.85,33.3425963,132.4607227,559.4,1.6,strong,deprioritized,"極山"
130,"高文殊山",summit-candidate:3a1a951de82d4254,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,34.0131705,133.6055034,227.9,6.9,strong,medium,"高文殊山"
131,"三本榎",summit-candidate:8251283605282249,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.2867345,132.9886798,246.5,9.5,strong,high,"三本榎"
132,"鏡山",summit-candidate:588c967023117267,0.602,grounding_weakened,4817.7,conflicting_clusters,0.98,missing_location_evidence,0.62,34.2634531,132.9718171,201.5,10.5,strong,deprioritized,"鏡山"
133,"戸祇御前山",summit-candidate:7bda9ba8d2b47d6e,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.2788845,132.7701055,947.4,1.4,strong,medium,"戸祇御前山"
134,"雄甲山",summit-candidate:82d3009a6c1b2511,0.79,grounding_neutral,1812.2,conflicting_clusters,0.99,location_strong_match,0.79,33.9465786,132.799306,219,20,strong,medium,"雄甲山・雌甲山"
135,"雌甲山",summit-candidate:82d3009a6c1b2511,0.79,grounding_neutral,1199.9,conflicting_clusters,0.99,location_strong_match,0.79,33.9465786,132.799306,219,30,strong,high,"雄甲山・雌甲山"
136,"泉ガ森",summit-candidate:ff0e7de3b62f5ed8,0.662,grounding_weakened,8426.3,conflicting_clusters,0.98,location_uncertain_keep,0.68,33.2597751,132.6071981,760.4,5.4,strong,deprioritized,"泉ガ森"
137,"東山",summit-candidate:5c9365b2a5a9c97f,0.652,grounding_weakened,15528.1,conflicting_clusters,0.95,location_strong_match,0.67,33.8164872,132.787544,69,1323,strong,deprioritized,"星岡山"
138,"前赤石山",summit-candidate:e2bdd25969c7f122,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.8762013,133.3626992,1651.8,25.2,strong,medium,"東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山"
139,"黒崎山",summit-candidate:541ec86327b86307,0.56,grounding_neutral,,no_evidence,,missing_location_evidence,0.56,33.8763934,132.685607,89,32,strong,high,"黒崎山"
140,"高戸山",summit-candidate:aadeb26cf0359691,0.662,grounding_weakened,2942.4,conflicting_clusters,0.96,missing_location_evidence,0.68,33.9054103,132.6682142,112.7,2.3,strong,deprioritized,"高戸山"
141,"犬吠山",summit-candidate:cc3fbb2358d0d4fc,0.662,grounding_weakened,3064.6,conflicting_clusters,0.96,missing_location_evidence,0.68,33.9183794,132.6903824,120.4,3.6,strong,deprioritized,"犬吠山"
142,"泰の山",summit-candidate:aadeb26cf0359691,0.68,grounding_neutral,1581.2,conflicting_clusters,0.97,missing_location_evidence,0.68,33.9054103,132.6682142,112.7,2.3,strong,high,"高戸山"
143,"中三方ヶ森",summit-candidate:17b2365d322cd022,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.9071584,132.9439167,1212.6,16.4,strong,medium,"楢原山・古権現山・中三方ヶ森"
144,"古権現山",summit-candidate:0c2609d9e7e31a00,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9279339,132.945849,1012.4,9.4,strong,medium,"楢原山・古権現山・中三方ヶ森"
145,"楢原山",summit-candidate:c7ac7ff98cacc074,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9400809,132.9443333,1038,3,strong,medium,"楢原山・古権現山・中三方ヶ森"
146,"西港山",summit-candidate:bf2b3499e08da2df,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8685514,132.7112215,47.9,4.1,strong,medium,"西港山・大丸山・港山"
147,"大丸山",summit-candidate:a9a2a270fb6273fe,0.79,grounding_neutral,1151.1,conflicting_clusters,0.95,location_strong_match,0.79,33.8724674,132.7108146,63.8,12.2,strong,high,"西港山・大丸山・港山"
148,"港山",summit-candidate:bf2b3499e08da2df,0.904,grounding_weakly_supported,456.3,weak_consensus_moderate_spread,0.98,location_strong_match,0.85,33.8685514,132.7112215,47.9,5.9,strong,medium,"西港山・大丸山・港山"
149,"すくも山",summit-candidate:f676e5a22f523492,0.652,grounding_weakened,11133,conflicting_clusters,0.96,location_strong_match,0.67,33.8924606,133.0391092,211.4,170.4,strong,deprioritized,"愛ノ山"
150,"愛ノ山",summit-candidate:f676e5a22f523492,0.772,grounding_weakened,9890.5,conflicting_clusters,0.95,location_strong_match,0.79,33.8924606,133.0391092,211.4,13.4,strong,deprioritized,"愛ノ山"
151,"冨士山",summit-candidate:9d447faef6efe2ab,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.5090382,132.5604,335.7,15.8,strong,medium,"冨士山"
152,"割石峠山",summit-candidate:45f2c6fc88212acd,0.672,grounding_weakened,7346.7,conflicting_clusters,0.97,location_uncertain_keep,0.69,33.7504959,132.9904187,1059.5,22.5,strong,deprioritized,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山"
153,"石墨山",summit-candidate:c2fc382b492cfde4,0.652,grounding_weakened,2739.2,conflicting_clusters,0.99,location_strong_match,0.67,33.7499423,132.9750274,961.2,494.8,strong,deprioritized,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山"
154,"法師山",summit-candidate:25e47e34740282d2,0.732,grounding_weakened,3618.2,conflicting_clusters,0.96,location_uncertain_keep,0.75,33.7336817,132.9534746,1313.4,3.4,strong,deprioritized,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山"
155,"白猪山",summit-candidate:c2fc382b492cfde4,0.652,grounding_weakened,2429,conflicting_clusters,0.97,location_strong_match,0.67,33.7499423,132.9750274,961.2,240.8,strong,deprioritized,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山"
156,"梅ヶ谷山",summit-candidate:25e47e34740282d2,0.75,grounding_neutral,1945.6,conflicting_clusters,0.95,location_uncertain_keep,0.75,33.7336817,132.9534746,1313.4,2.7,strong,high,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山"
157,"樽谷山",summit-candidate:16e9de2bedeb2d1c,0.75,grounding_neutral,1802.7,conflicting_clusters,0.96,location_uncertain_keep,0.75,33.7433387,132.9562696,1252.4,2.6,strong,high,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山"
158,"根無山",summit-candidate:5cb1fa3d9dcf60f5,0.732,grounding_weakened,2041,conflicting_clusters,0.96,location_uncertain_keep,0.75,33.7477413,132.9624107,1237.1,3.9,strong,deprioritized,"割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山"
159,"権現山",summit-candidate:cf97b8470d2ed1d7,0.732,grounding_weakened,6456.6,conflicting_clusters,0.98,location_uncertain_keep,0.75,33.8793374,133.3915368,1584.3,9.8,strong,deprioritized,"権現山・黒岳・エビラ山・二ッ岳"
160,"黒岳",summit-candidate:ffa6a88e4e680fd5,0.732,grounding_weakened,6899,conflicting_clusters,0.97,location_uncertain_keep,0.75,33.8869696,133.4012543,1627,9,strong,deprioritized,"権現山・黒岳・エビラ山・二ッ岳"
161,"エビラ山",summit-candidate:09547fd48f24d064,0.832,grounding_weakened,4185,conflicting_clusters,0.98,location_strong_match,0.85,33.8858865,133.4078131,1672.3,0.7,strong,deprioritized,"権現山・黒岳・エビラ山・二ッ岳"
162,"二ッ岳",summit-candidate:09547fd48f24d064,0.772,grounding_weakened,3132.3,conflicting_clusters,0.99,location_strong_match,0.79,33.8858865,133.4078131,1672.3,25.3,strong,deprioritized,"権現山・黒岳・エビラ山・二ッ岳"
163,"鹿島山",summit-candidate:e4fbd033b13d73ce,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.9739877,132.7641726,99.2,14.8,strong,medium,"鹿島山"
164,"出石山",summit-candidate:615a70cf4401199b,0.672,grounding_weakened,2797.4,conflicting_clusters,0.99,location_uncertain_keep,0.69,33.5350475,132.4654448,822.6,10.6,strong,deprioritized,"出石山"
165,"綱繰山",summit-candidate:53d0e375c60814f6,0.832,grounding_weakened,8282.5,conflicting_clusters,0.96,location_strong_match,0.85,33.8537021,133.3199199,1458,8,strong,deprioritized,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平"
166,"獅子舞の鼻",summit-candidate:53d0e375c60814f6,0.772,grounding_weakened,4645.5,conflicting_clusters,0.95,location_strong_match,0.79,33.8537021,133.3199199,1458,24,strong,deprioritized,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平"
167,"冠山",summit-candidate:006436491de34784,0.832,grounding_weakened,3947.1,conflicting_clusters,0.99,location_strong_match,0.85,33.8159575,133.3107033,1729.6,1.4,strong,deprioritized,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平"
168,"遠ヶ森",summit-candidate:02fa4cfab6fa90d3,0.732,grounding_weakened,22451.1,conflicting_clusters,0.96,location_uncertain_keep,0.75,33.7134297,132.824108,731.5,3.5,strong,deprioritized,"遠ヶ森"
169,"扇山",summit-candidate:9acc21860aa8a208,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.7680114,132.779871,193,7,strong,medium,"扇山"
170,"高山",summit-candidate:101c1b0635c0bec0,0.79,grounding_weakened,2835.3,single_cluster_consensus,0.94,location_strong_match,0.85,34.1144302,132.9156361,131.7,3.3,strong,deprioritized,"高山"
171,"塔ノ峰",summit-candidate:101c1b0635c0bec0,0.73,grounding_weakened,3871.7,single_cluster_consensus,0.95,location_strong_match,0.79,34.1144302,132.9156361,131.7,18.3,strong,deprioritized,"高山"
172,"海山",summit-candidate:101c1b0635c0bec0,0.73,grounding_weakened,4737.9,single_cluster_consensus,0.95,location_strong_match,0.79,34.1144302,132.9156361,131.7,23.3,strong,deprioritized,"高山"
173,"近見山",summit-candidate:d5b708b4d3aa86a0,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,34.0853958,132.9709549,239.9,4.1,strong,medium,"近見山"
174,"唐子山",summit-candidate:71f4bbfe52f75585,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,34.0274965,133.032579,108.9,3.9,strong,medium,"唐子山"
175,"医王山",summit-candidate:1ed32ce6414c2781,0.69,grounding_weakened,7829.3,single_cluster_consensus,0.94,location_uncertain_keep,0.75,33.9801287,133.0507842,98.4,1.6,strong,deprioritized,"医王山"
176,"永納山(永納山城址)",summit-candidate:101c1b0635c0bec0,0.67,grounding_weakened,17477.9,single_cluster_consensus,0.98,boundary_plausible,0.73,34.1144302,132.9156361,131.7,0.3,strong,deprioritized,"高山"
177,"佐々久山",summit-candidate:1ed32ce6414c2781,0.57,grounding_weakened,6493.3,single_cluster_consensus,0.94,location_uncertain_keep,0.63,33.9801287,133.0507842,98.4,42.4,strong,deprioritized,"医王山"
178,"土亀山",summit-candidate:5c9365b2a5a9c97f,0.73,grounding_weakened,9471.7,single_cluster_consensus,0.95,location_strong_match,0.79,33.8164872,132.787544,69,19,strong,deprioritized,"星岡山"
179,"天山",summit-candidate:5c9365b2a5a9c97f,0.79,grounding_neutral,1181.4,single_cluster_consensus,0.98,location_strong_match,0.79,33.8164872,132.787544,69,18,strong,high,"星岡山"
180,"東山",summit-candidate:5104c47f17101d63,0.61,grounding_weakened,7477.5,single_cluster_consensus,0.96,location_strong_match,0.67,33.8754953,133.3399899,1622,230,strong,deprioritized,"東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山"
181,"星岡山",summit-candidate:5c9365b2a5a9c97f,0.957,grounding_weakly_supported,465.2,single_cluster_consensus,0.98,location_strong_match,0.85,33.8164872,132.787544,69,6,strong,medium,"星岡山"
182,"河原樋山",summit-candidate:b1d864fd1fcc9dcb,0.69,grounding_weakened,19172.8,single_cluster_consensus,0.98,location_uncertain_keep,0.75,33.8717799,132.8815633,860.5,3.5,strong,deprioritized,"福見山・河原樋山・真松嶺・柿王寺森"
183,"真松嶺",summit-candidate:74dd1729abbd7bb5,0.79,grounding_weakened,19620.7,single_cluster_consensus,0.96,location_strong_match,0.85,33.8887442,132.8659698,539,9,strong,deprioritized,"福見山・河原樋山・真松嶺・柿王寺森"
184,"柿王寺森",summit-candidate:74dd1729abbd7bb5,0.79,grounding_weakened,19178,single_cluster_consensus,0.96,location_strong_match,0.85,33.8887442,132.8659698,539,6,strong,deprioritized,"福見山・河原樋山・真松嶺・柿王寺森"
185,"岩子山",summit-candidate:45f49d8fd831427c,1,grounding_supported,237,single_cluster_consensus,0.95,location_strong_match,0.85,33.8362547,132.7147629,110.8,0.2,strong,low,"岩子山・垣生山・津田山・弁天山"
186,"垣生山",summit-candidate:45f49d8fd831427c,0.891,grounding_weakly_supported,797.9,single_cluster_consensus,0.99,location_strong_match,0.85,33.8362547,132.7147629,110.8,7.2,strong,high,"岩子山・垣生山・津田山・弁天山"
187,"津田山",summit-candidate:45f49d8fd831427c,0.85,grounding_neutral,1192.4,single_cluster_consensus,0.95,location_strong_match,0.85,33.8362547,132.7147629,110.8,0.8,strong,high,"岩子山・垣生山・津田山・弁天山"
188,"弁天山",summit-candidate:8178723bbadb1c72,0.79,grounding_weakened,2565.2,single_cluster_consensus,0.96,location_strong_match,0.85,33.8442998,132.7151969,123.7,6.3,strong,deprioritized,"岩子山・垣生山・津田山・弁天山"
189,"権現山",summit-candidate:32bb5e7e1071e808,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,32.9252175,132.4855806,497.2,6.2,strong,medium,"権現山"
190,"黒瀬山（黒瀬城址）",summit-candidate:8a7a47d167c1aba6,0.85,grounding_neutral,1011.7,single_cluster_consensus,0.98,location_strong_match,0.85,33.3556223,132.5138567,349.4,8.5,strong,medium,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(..."
191,"岡山（岡城址）",summit-candidate:8a7a47d167c1aba6,0.615,grounding_neutral,1900.9,single_cluster_consensus,0.97,location_strong_match,0.615,33.3556223,132.5138567,349.4,10.6,weak,high,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(..."
192,"鉢ヶ森（鉢ヶ森城址）",summit-candidate:a660f8ef78c69ab0,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.3548241,132.5023048,432.2,1.8,strong,medium,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(..."
193,"護摩ヶ森（護摩ヶ森城址）",summit-candidate:a5f51c62e44d0847,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.3541563,132.5087392,379.4,0.6,strong,medium,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(..."
194,"我合山（我合城址）",summit-candidate:8a7a47d167c1aba6,0.787,grounding_weakly_supported,441.6,single_cluster_consensus,0.97,location_strong_match,0.675,33.3556223,132.5138567,349.4,0.6,weak,high,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(..."
195,"由良山",summit-candidate:8f19c4c16e72e270,0.69,grounding_weakened,11048.9,single_cluster_consensus,0.95,location_uncertain_keep,0.75,33.0229168,132.387323,243.4,5.6,strong,deprioritized,"由良山"
196,"大森山",summit-candidate:47129c06b82cf694,0.79,grounding_weakened,5579.4,single_cluster_consensus,0.94,location_strong_match,0.85,33.4533154,132.27344,295.1,4.1,strong,deprioritized,"石神山・金比羅山"
197,"見晴山",summit-candidate:47129c06b82cf694,0.61,grounding_weakened,6510.7,single_cluster_consensus,0.96,location_strong_match,0.67,33.4533154,132.27344,295.1,99.9,strong,deprioritized,"石神山・金比羅山"
198,"権現山",summit-candidate:047b9599ec28c6ad,0.62,grounding_weakened,65258.2,single_cluster_consensus,0.95,location_uncertain_keep,0.68,32.9109139,132.4871509,368.9,6.1,strong,deprioritized,"権現山"
199,"遠見山",summit-candidate:47129c06b82cf694,0.61,grounding_weakened,26988,single_cluster_consensus,0.94,location_strong_match,0.67,33.4533154,132.27344,295.1,165.1,strong,deprioritized,"石神山・金比羅山"
200,"石神山",summit-candidate:47129c06b82cf694,0.79,grounding_weakened,3725.9,single_cluster_consensus,0.94,location_strong_match,0.85,33.4533154,132.27344,295.1,7.9,strong,deprioritized,"石神山・金比羅山"
201,"金比羅山",summit-candidate:c6ced2088a2376f5,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.4565633,132.2726227,226,23,strong,medium,"石神山・金比羅山"
202,"鳥越山",summit-candidate:5b7c833ac0535534,0.79,grounding_weakened,7390.8,single_cluster_consensus,0.95,location_strong_match,0.85,33.8899037,132.758853,99.9,0.1,strong,deprioritized,"鳥越山"
203,"谷田山",summit-candidate:5b7c833ac0535534,0.73,grounding_weakened,5998.7,single_cluster_consensus,0.94,location_strong_match,0.79,33.8899037,132.758853,99.9,21.9,strong,deprioritized,"鳥越山"
204,"金毘羅山",summit-candidate:ab7edbc3a52d24bf,0.73,grounding_weakened,5771.1,single_cluster_consensus,0.93,location_strong_match,0.79,33.8919295,132.7535894,58.7,17.7,strong,deprioritized,"谷田山・金毘羅山"
205,"佐古田山",summit-candidate:5b7c833ac0535534,0.73,grounding_weakened,5728.3,single_cluster_consensus,0.94,location_strong_match,0.79,33.8899037,132.758853,99.9,22.9,strong,deprioritized,"鳥越山"
206,"古城山",summit-candidate:1432f597b5dca157,0.61,grounding_weakened,5892.4,single_cluster_consensus,0.96,location_strong_match,0.67,33.9038632,132.7837316,253.2,51.2,strong,deprioritized,"古城山・尾崎山"
207,"尾崎山",summit-candidate:1432f597b5dca157,0.79,grounding_weakened,6966.8,single_cluster_consensus,0.94,location_strong_match,0.85,33.9038632,132.7837316,253.2,6.8,strong,deprioritized,"古城山・尾崎山"
208,"宝ヶ峯",summit-candidate:b9e78d4a587ceaa0,1,grounding_supported,95.4,single_cluster_consensus,0.95,location_strong_match,0.85,33.8349112,132.8127369,278.7,5.3,strong,low,"倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯"
209,"淡路ヶ峠",summit-candidate:d43fade4de3e33c8,0.915,grounding_weakly_supported,676.6,single_cluster_consensus,0.98,location_strong_match,0.85,33.8346163,132.8126367,278.9,5.9,strong,medium,"宝ヶ峯・淡路ヶ峠"
210,"福見山",summit-candidate:446b5fe1e7a8b2fd,0.62,grounding_weakened,8212.9,single_cluster_consensus,0.98,location_uncertain_keep,0.68,33.8893781,132.9018403,1048.2,2.8,strong,deprioritized,"福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森"
211,"明神ヶ森",summit-candidate:83f3af0488659ac8,0.62,grounding_weakened,6709.6,single_cluster_consensus,0.99,location_uncertain_keep,0.68,33.8940921,132.9178729,1212.3,4.7,strong,deprioritized,"福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森"
212,"南三方ヶ森",summit-candidate:5b124255339c0714,0.62,grounding_weakened,3193.7,single_cluster_consensus,0.98,location_uncertain_keep,0.68,33.9046499,132.9247864,1147.7,8.3,strong,deprioritized,"福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森"
213,"魚谷森",summit-candidate:0ff024bf702c13bb,0.61,grounding_weakened,11211.8,single_cluster_consensus,0.95,location_strong_match,0.67,33.9266494,132.924009,927.3,77.7,strong,deprioritized,"福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森"
214,"左谷ノ森",summit-candidate:0ff024bf702c13bb,0.79,grounding_weakened,12716.5,single_cluster_consensus,0.95,location_strong_match,0.85,33.9266494,132.924009,927.3,4.7,strong,deprioritized,"福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森"
215,"真城ヶ台",summit-candidate:6d533e458b56f1d6,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.7246538,132.8569052,583.6,3.4,strong,medium,"真城ヶ台"
216,"千羽ヶ岳",summit-candidate:afd70dd670366e77,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8312843,132.9832873,406.4,5.6,strong,medium,"千羽ヶ岳"
217,"皿ヶ嶺",summit-candidate:7a1f0e8b5f9e5cc2,0.846,grounding_weakly_supported,770.8,single_cluster_consensus,0.99,boundary_plausible,0.8,33.7157017,132.8951897,1277,1,strong,high,"皿ヶ嶺・引地山"
218,"えんとつ山",summit-candidate:339138a4e53293da,0.61,grounding_weakened,3610.5,single_cluster_consensus,0.95,location_strong_match,0.67,33.9047167,133.3174422,571.2,444.2,strong,deprioritized,"えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山"
219,"生子山",summit-candidate:339138a4e53293da,0.61,grounding_weakened,3733.5,single_cluster_consensus,0.96,location_strong_match,0.67,33.9047167,133.3174422,571.2,270.2,strong,deprioritized,"えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山"
220,"犬返",summit-candidate:339138a4e53293da,0.79,grounding_weakened,3921.6,single_cluster_consensus,0.93,location_strong_match,0.85,33.9047167,133.3174422,571.2,4.8,strong,deprioritized,"えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山"
221,"種子川山",summit-candidate:339138a4e53293da,0.67,grounding_weakened,3485.3,single_cluster_consensus,0.94,location_strong_match,0.73,33.9047167,133.3174422,571.2,32.2,strong,deprioritized,"えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山"
222,"西赤石山",summit-candidate:473a62086144ac33,0.79,grounding_weakened,3086.4,single_cluster_consensus,0.99,location_strong_match,0.85,33.8755645,133.3400675,1619.8,6.2,strong,deprioritized,"えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山"
223,"物住頭",summit-candidate:473a62086144ac33,0.73,grounding_weakened,3142.1,single_cluster_consensus,0.98,location_strong_match,0.79,33.8755645,133.3400675,1619.8,15.2,strong,deprioritized,"えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山"
224,"上兜山",summit-candidate:339138a4e53293da,0.61,grounding_weakened,5485,single_cluster_consensus,0.95,location_strong_match,0.67,33.9047167,133.3174422,571.2,987.8,strong,deprioritized,"えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山"
225,"下兜山",summit-candidate:4311f3ae9948ea08,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8989598,133.3586627,1239.4,5.4,strong,medium,"えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山"
226,"黒森山",summit-candidate:924ccfedeb6c2d2c,0.62,grounding_weakened,15932.7,single_cluster_consensus,0.95,location_uncertain_keep,0.68,33.6897024,132.8493405,1151.6,2.4,strong,deprioritized,"黒森山"
227,"菊ヶ森",summit-candidate:2a670286f545beb2,0.79,grounding_weakened,4341.2,single_cluster_consensus,0.94,location_strong_match,0.85,33.6772505,132.9121114,910.6,3.4,strong,deprioritized,"菊ヶ森・餓鬼ヶ森"
228,"餓鬼ヶ森",summit-candidate:be07cff01023e072,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6908158,132.9052102,950.8,3.2,strong,medium,"菊ヶ森・餓鬼ヶ森"
229,"船野山",summit-candidate:7880c9d0de83468b,0.73,grounding_neutral,,no_evidence,,location_strong_match,0.73,33.8031315,132.9547814,453,41,strong,medium,"船野山"
230,"木久ヶ森",summit-candidate:9669b668bebfc145,0.61,grounding_weakened,14683.2,single_cluster_consensus,0.94,location_strong_match,0.67,33.9017492,132.9949732,811,59,strong,deprioritized,"黒滝山・木久ヶ森"
231,"黒滝山",summit-candidate:9669b668bebfc145,0.79,grounding_weakened,15479.2,single_cluster_consensus,0.95,location_strong_match,0.85,33.9017492,132.9949732,811,2,strong,deprioritized,"黒滝山・木久ヶ森"
232,"奥之城山",summit-candidate:ea33d870d4700a56,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8778648,132.8306597,414.3,5.7,strong,medium,"奥之城山・ヌタノサコ"
233,"天狗岳",summit-candidate:3b98b67bbe0fe0f9,0.68,grounding_neutral,1709.6,single_cluster_consensus,0.99,location_uncertain_keep,0.68,33.7675949,133.1152818,1979.2,2.8,strong,high,"石鎚山・天狗岳・南尖峰"
234,"石鎚山",summit-candidate:19713e48698f3e2a,0.68,grounding_neutral,1893.3,single_cluster_consensus,0.99,location_uncertain_keep,0.68,33.768961,133.1134874,1967,5,strong,high,"鶴ノ子ノ頭・石鎚山"
235,"善神山",summit-candidate:367897a1c7a2d287,0.79,grounding_weakened,10647.7,single_cluster_consensus,0.96,location_strong_match,0.85,33.737749,132.9184402,1089.6,4.4,strong,deprioritized,"前善神山・善神山"
