mountain_no,mountain_name,summit_candidate_id,grounding_refined_score,grounding_bucket,grounding_distance_m,grounding_consensus,grounding_confidence,location_stability_bucket,location_stability_refined_score,candidate_lat,candidate_lon,candidate_ele_m,elevation_diff_m,name_tier,grounding_refined_review_priority,track_name
236,"前善神山",summit-candidate:367897a1c7a2d287,0.73,grounding_weakened,9996.5,single_cluster_consensus,0.95,location_strong_match,0.79,33.737749,132.9184402,1089.6,19.6,strong,deprioritized,"前善神山・善神山"
237,"五葉が森",summit-candidate:9488d92d9ea95406,0.69,grounding_weakened,2551.1,single_cluster_consensus,0.96,location_uncertain_keep,0.75,33.9483028,132.9785604,837.2,3.8,strong,deprioritized,"五葉が森"
238,"冠岳",summit-candidate:b73a23fa4b3abc39,0.79,grounding_weakened,19163.6,single_cluster_consensus,0.95,location_strong_match,0.85,33.728215,133.1156537,1375.6,4.4,strong,deprioritized,"冠岳"
239,"東赤石山",summit-candidate:5104c47f17101d63,0.736,grounding_weakly_supported,671.1,single_cluster_consensus,0.99,location_strong_match,0.67,33.8754953,133.3399899,1622,88,strong,medium,"東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山"
240,"八巻山",summit-candidate:2b7cce23b57844a5,0.69,grounding_weakened,3927.2,single_cluster_consensus,0.98,location_uncertain_keep,0.75,33.8752971,133.3737015,1699.1,1.1,strong,deprioritized,"東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山"
241,"ベツソ山",summit-candidate:dba931625b34d9ac,0.67,grounding_weakened,7170.6,single_cluster_consensus,0.94,location_strong_match,0.73,33.741489,132.7329923,313.2,47.2,strong,deprioritized,"ベツソ山・歯朶谷山"
242,"歯朶谷山",summit-candidate:dba931625b34d9ac,0.79,grounding_weakened,7584,single_cluster_consensus,0.94,location_strong_match,0.85,33.741489,132.7329923,313.2,0.8,strong,deprioritized,"ベツソ山・歯朶谷山"
243,"丸山",summit-candidate:2670057d58a25475,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9725881,132.924821,616.4,7.6,strong,medium,"丸山"
244,"二ノ岳",summit-candidate:b58470f57bb41331,0.57,grounding_weakened,26102.8,single_cluster_consensus,0.95,adjacent_but_deep_inside,0.63,33.8130309,133.154101,1152.7,3.3,strong,low,"二ノ岳・高森"
245,"高森",summit-candidate:5771cdd191c3861d,0.57,grounding_weakened,33133.6,single_cluster_consensus,0.96,adjacent_but_deep_inside,0.63,33.8259035,133.1757371,1351.2,8.8,strong,low,"二ノ岳・高森"
246,"四辻ノ森",summit-candidate:d659f1dc6e5fa0b5,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6584439,133.0393458,1206.9,5.9,strong,medium,"四辻ノ森・三光ノ辻山"
247,"三光ノ辻山",summit-candidate:c4504025c94f843c,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6609688,133.0432584,1215.1,0.1,strong,medium,"四辻ノ森・三光ノ辻山"
248,"瀬戸黒森",summit-candidate:f7593239fa7bdcc9,0.73,grounding_weakly_supported,698.2,single_cluster_consensus,0.98,location_strong_match,0.67,33.0409924,132.624637,864.3,111.7,strong,low,"瀬戸黒森・三森・羽子山・観音森"
249,"羽子山",summit-candidate:9a0532ee2b40e5f3,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.0274144,132.6396303,725.5,4.5,strong,medium,"瀬戸黒森・三森・羽子山・観音森"
250,"観音森",summit-candidate:cf1cb583d492455c,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.0210963,132.6156053,784.9,5.9,strong,medium,"瀬戸黒森・三森・羽子山・観音森"
251,"三森",summit-candidate:f7593239fa7bdcc9,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.0409924,132.624637,864.3,2.7,strong,medium,"瀬戸黒森・三森・羽子山・観音森"
252,"総津権現山",summit-candidate:f108570a8e33ce90,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6386291,132.7905473,437.4,2.6,strong,medium,"総津権現山"
253,"秦皇山",summit-candidate:1d97e1955af85092,0.61,grounding_weakened,6886.3,single_cluster_consensus,0.99,location_strong_match,0.67,33.7116367,132.7230323,417.8,456.2,strong,deprioritized,"平岡山(平岡城址) "
254,"平岡山(平岡城址)",summit-candidate:1d97e1955af85092,0.79,grounding_weakened,7645.6,single_cluster_consensus,0.96,location_strong_match,0.85,33.7116367,132.7230323,417.8,3.8,strong,deprioritized,"平岡山(平岡城址) "
255,"竜門山",summit-candidate:64a47ed9c06f56d5,0.69,grounding_weakened,8413,single_cluster_consensus,0.95,location_uncertain_keep,0.75,33.9577565,133.0133542,431,8,strong,deprioritized,"竜門山・大黒山"
256,"大黒山",summit-candidate:99b1b356cad63b98,0.61,grounding_weakened,9817.5,single_cluster_consensus,0.95,location_strong_match,0.67,33.9484547,133.0175021,384.9,64,strong,deprioritized,"竜門山・大黒山"
257,"大空山",summit-candidate:fd13fabb918486e6,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.2657519,132.9964757,348.3,3.7,strong,high,"大空山"
258,"御串山",summit-candidate:02d59cd1260af017,0.72,grounding_weakly_supported,798.3,single_cluster_consensus,0.98,missing_location_evidence,0.68,34.2470088,132.9890515,62.8,3.2,strong,high,"御串山"
259,"宝股山",summit-candidate:468c5bbccd8aba53,0.68,grounding_neutral,,no_evidence,,missing_location_evidence,0.68,34.212287,133.0867989,300.6,3.4,strong,high,"宝股山"
260,"開山",summit-candidate:02d59cd1260af017,0.44,grounding_weakened,7656.2,single_cluster_consensus,0.99,missing_location_evidence,0.5,34.2470088,132.9890515,62.8,86.2,strong,deprioritized,"御串山"
261,"鳥屋ヶ森",summit-candidate:ef6730fa259856ec,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.2302311,132.5212462,319.7,2.3,strong,medium,"鳥屋ヶ森"
262,"熊ガ峰",summit-candidate:ef3e845b5d632dd3,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.1991626,132.5213654,340.5,2.5,strong,medium,"熊ガ峰"
263,"権現山",summit-candidate:84f974876f397da1,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.1592369,132.4691277,498.8,9.8,strong,medium,"権現山"
264,"大黒山",summit-candidate:f5c22dac4bd015ae,0.69,grounding_weakened,7516,single_cluster_consensus,0.96,location_uncertain_keep,0.75,33.1325116,132.6372183,1098.2,7.8,strong,deprioritized,"大黒山・譲ヶ葉森"
265,"譲ヶ葉森",summit-candidate:19baf3ce30f8991a,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.1234747,132.6207282,1022,6,strong,medium,"大黒山・譲ヶ葉森"
266,"郭公岳",summit-candidate:3853fbbba7330ec4,0.62,grounding_weakened,4927.1,single_cluster_consensus,0.98,location_uncertain_keep,0.68,33.2137233,132.6584283,1010,0,strong,deprioritized,"高月山・東高月山・郭公岳・櫨ヶ森・毛山"
267,"東高月山",summit-candidate:62351b8782d6f597,0.63,grounding_weakened,4703,single_cluster_consensus,0.96,location_uncertain_keep,0.69,33.213477,132.6419476,1191.9,10.9,strong,deprioritized,"高月山・東高月山・郭公岳・櫨ヶ森・毛山"
268,"高月山",summit-candidate:90c3723735d95c0d,0.69,grounding_weakened,4395.5,single_cluster_consensus,0.99,location_uncertain_keep,0.75,33.2086892,132.6346403,1224.2,4.8,strong,deprioritized,"高月山・東高月山・郭公岳・櫨ヶ森・毛山"
269,"櫨ヶ森",summit-candidate:f7e5fd7b11eb7bd4,0.73,grounding_weakened,3436.6,single_cluster_consensus,0.95,location_strong_match,0.79,33.2001402,132.60837,1084.1,20.1,strong,deprioritized,"高月山・東高月山・郭公岳・櫨ヶ森・毛山"
270,"毛山",summit-candidate:40068653b28bad40,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.2001424,132.6082692,1090.4,1.4,strong,medium,"鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山"
271,"白石山",summit-candidate:ac8e3853fbbf0c6f,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.0072084,132.5866268,651.8,3.8,strong,medium,"白石山"
272,"観音岳",summit-candidate:a53cc9868b7f2f70,0.78,grounding_neutral,,no_evidence,,location_strong_match,0.78,33.0342378,132.5322872,780.6,1.4,strong,medium,"観音岳"
273,"音無山",summit-candidate:97e45d6eab227d56,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.1131437,132.6235455,845.6,4.4,strong,medium,"音無山"
274,"天ガ森",summit-candidate:93a4d66ef3ee559d,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.1178859,132.5317791,343.8,12.8,strong,medium,"天ガ森"
275,"夫婦山",summit-candidate:3e9348428f22a320,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.892102,132.788188,385.2,1.8,strong,medium,"夫婦山・白山・観音山・国見山・城山・御勧請山"
276,"白山",summit-candidate:13b7a4bb8154974a,0.79,grounding_weakened,4768.9,single_cluster_consensus,0.94,location_strong_match,0.85,33.8682654,132.7980997,336,9,strong,deprioritized,"夫婦山・白山・観音山・国見山・城山・御勧請山"
277,"観音山",summit-candidate:cf29543e6beaa1ec,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8974685,132.7904961,365.7,5.7,strong,medium,"夫婦山・白山・観音山・国見山・城山・御勧請山"
278,"国見山",summit-candidate:2ab43729f5e80cbe,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9003229,132.8034521,376.3,3.7,strong,medium,"夫婦山・白山・観音山・国見山・城山・御勧請山"
279,"城山",summit-candidate:1432f597b5dca157,0.79,grounding_weakened,7146.6,single_cluster_consensus,0.99,location_strong_match,0.85,33.9038632,132.7837316,253.2,9.2,strong,deprioritized,"古城山・尾崎山"
280,"御勧請山",summit-candidate:13b7a4bb8154974a,0.79,grounding_weakened,5172.1,single_cluster_consensus,0.94,location_strong_match,0.85,33.8682654,132.7980997,336,9,strong,deprioritized,"夫婦山・白山・観音山・国見山・城山・御勧請山"
281,"トギ",summit-candidate:e75e04c2fbe61c2f,0.79,grounding_weakened,14419,single_cluster_consensus,0.95,location_strong_match,0.85,33.5806252,132.4593069,391.5,0.5,strong,deprioritized,"トギ・張木山・高手山"
282,"張木山",summit-candidate:3c28b6ebd5a97155,0.79,grounding_weakened,13501.9,single_cluster_consensus,0.95,location_strong_match,0.85,33.5944697,132.4784739,472.1,4.1,strong,deprioritized,"斎藤山"
283,"高手山",summit-candidate:e75e04c2fbe61c2f,0.73,grounding_weakened,17043.1,single_cluster_consensus,0.95,location_strong_match,0.79,33.5806252,132.4593069,391.5,10.5,strong,deprioritized,"トギ・張木山・高手山"
284,"斎藤山",summit-candidate:3c28b6ebd5a97155,0.73,grounding_weakened,11485.6,single_cluster_consensus,0.95,location_strong_match,0.79,33.5944697,132.4784739,472.1,13.1,strong,deprioritized,"斎藤山"
285,"御祝山",summit-candidate:9186201ca03b041d,0.61,grounding_weakened,7958,single_cluster_consensus,0.98,location_strong_match,0.67,33.1727703,132.6401559,1160.4,161.4,strong,deprioritized,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森"
286,"横ノ森",summit-candidate:12c27f259b66de80,0.73,grounding_neutral,1754.3,single_cluster_consensus,0.96,boundary_plausible,0.73,33.1850023,132.6371878,1201,1,strong,high,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森"
287,"小屋ヶ森",summit-candidate:27c1036d4aa2230e,0.783,grounding_weakly_supported,435.5,single_cluster_consensus,0.96,boundary_plausible,0.67,33.1812975,132.6194355,1167.6,16.5,strong,medium,"鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山"
288,"串ヶ森",summit-candidate:9186201ca03b041d,0.79,grounding_weakened,3917,single_cluster_consensus,0.98,location_strong_match,0.85,33.1727703,132.6401559,1160.4,0.4,strong,deprioritized,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森"
289,"目黒鳥屋",summit-candidate:9186201ca03b041d,0.79,grounding_weakened,2117.4,single_cluster_consensus,0.95,location_strong_match,0.85,33.1727703,132.6401559,1160.4,3.4,strong,deprioritized,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森"
290,"長尾森",summit-candidate:9186201ca03b041d,0.73,grounding_weakened,2529.4,single_cluster_consensus,0.96,location_strong_match,0.79,33.1727703,132.6401559,1160.4,19.6,strong,deprioritized,"御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森"
291,"二箆山",summit-candidate:0a89128346167f6e,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.62142,133.0520358,1158.4,10.6,strong,medium,"二箆山・西雑誌山"
292,"西雑誌山",summit-candidate:aa8ff99fc3bd426d,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.601894,133.0710189,1347.9,6.9,strong,medium,"二箆山・西雑誌山"
293,"気多山",summit-candidate:e010f98d2b23f547,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6973447,133.0732035,1212.5,5.5,strong,medium,"気多山・八辻ノ峰・五代ヶ森"
294,"八辻ノ峰",summit-candidate:76cc7bb75549e7a1,0.73,grounding_weakened,2267.1,single_cluster_consensus,0.98,location_strong_match,0.79,33.7367329,133.0832761,1709.2,14.8,strong,deprioritized,"気多山・八辻ノ峰・五代ヶ森"
295,"五代ヶ森",summit-candidate:76cc7bb75549e7a1,0.79,grounding_weakened,2945.7,single_cluster_consensus,0.98,location_strong_match,0.85,33.7367329,133.0832761,1709.2,1.8,strong,deprioritized,"気多山・八辻ノ峰・五代ヶ森"
296,"桂ヶ森",summit-candidate:c210f415fc55501f,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6590168,132.8578473,1220,4,strong,medium,"桂ヶ森"
297,"狼ヶ城山",summit-candidate:95a8fa74fd4af7b0,0.69,grounding_weakened,5255.1,single_cluster_consensus,0.98,location_uncertain_keep,0.75,33.5763649,132.9111904,1376.8,3.2,strong,deprioritized,"狼ヶ城山"
298,"日浦嶺",summit-candidate:606168b97944fce5,0.62,grounding_weakened,9757.8,single_cluster_consensus,0.96,location_uncertain_keep,0.68,33.5926584,132.8486131,900.1,0.9,strong,deprioritized,"日浦嶺・打越山"
299,"打越山",summit-candidate:498b9618ca98fa34,0.62,grounding_weakened,8540.9,single_cluster_consensus,0.96,location_uncertain_keep,0.68,33.6118803,132.8524765,854.2,5.8,strong,deprioritized,"日浦嶺・打越山"
300,"面河山",summit-candidate:22e40e9eb117a033,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.7513188,133.1115977,1519.9,1.1,strong,medium,"面河山"
301,"丸笹山",summit-candidate:aa6060fe8a831f45,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.7465829,133.1513298,1543,8,strong,medium,"丸滝山"
302,"丸滝山",summit-candidate:5ec5a611be375a53,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.7195139,133.1457476,1567.1,11.1,strong,medium,"丸笹山"
303,"名石山",summit-candidate:ea919bf883e31a7b,0.69,grounding_weakened,10074.9,single_cluster_consensus,0.95,location_uncertain_keep,0.75,34.0063802,132.8186843,289.8,7.2,strong,deprioritized,"名石山"
304,"青刈山",summit-candidate:588c967023117267,0.44,grounding_weakened,4895.7,single_cluster_consensus,0.95,missing_location_evidence,0.5,34.2634531,132.9718171,201.5,140.5,strong,deprioritized,"鏡山"
305,"椿山",summit-candidate:1b665bc67a34756a,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.7033183,133.1423731,1579.7,5.3,strong,medium,"椿山"
306,"黒森山",summit-candidate:40e090ce41a89b55,0.63,grounding_weakened,17597,single_cluster_consensus,0.99,location_uncertain_keep,0.69,33.8493229,133.2701244,1690.4,12.4,strong,deprioritized,"沓掛山・黒森山"
307,"沓掛山",summit-candidate:40e090ce41a89b55,0.69,grounding_weakened,9970.7,single_cluster_consensus,0.98,location_uncertain_keep,0.75,33.8493229,133.2701244,1690.4,0.6,strong,deprioritized,"沓掛山・黒森山"
308,"二反山",summit-candidate:94e96018c0a5450d,0.56,grounding_neutral,,no_evidence,,missing_location_evidence,0.56,34.2837172,133.0100334,392,3,strong,high,"二反山・青刈山"
309,"平家平",summit-candidate:006436491de34784,0.67,grounding_weakened,9292,single_cluster_consensus,0.99,location_strong_match,0.73,33.8159575,133.3107033,1729.6,36.6,strong,deprioritized,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平"
310,"薬師山",summit-candidate:167756a8b787a168,0.56,grounding_neutral,,no_evidence,,missing_location_evidence,0.56,34.2035605,132.9686491,430,5,strong,high,"薬師山"
311,"子持権現山",summit-candidate:f2538b7f88e2dd06,0.67,grounding_neutral,1865,single_cluster_consensus,0.98,location_strong_match,0.67,33.7945738,133.1929016,1892.5,219.5,strong,medium,"子持権現山・男山・瓶ヶ森"
312,"男山",summit-candidate:53a6401abf71c488,0.67,grounding_neutral,1216.3,single_cluster_consensus,0.97,location_strong_match,0.67,33.7946359,133.1931324,1892.1,54.1,strong,high,"男山・瓶ヶ森・台ヶ森"
313,"瓶ヶ森",summit-candidate:53a6401abf71c488,0.85,grounding_neutral,1271.7,single_cluster_consensus,0.99,location_strong_match,0.85,33.7946359,133.1931324,1892.1,4.9,strong,medium,"男山・瓶ヶ森・台ヶ森"
314,"宅並山",summit-candidate:f1ee81f4d467a28e,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.9194619,132.7676241,191.3,8.7,strong,medium,"宅並山"
315,"岩屋山",summit-candidate:c9156b7eea77a1b0,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.6581301,132.974538,769.8,16.2,strong,medium,"岩屋山"
316,"高縄山",summit-candidate:6ba0d3c6b0fb6b96,0.79,grounding_neutral,1751.4,single_cluster_consensus,0.99,location_strong_match,0.79,33.9456945,132.8499533,981.3,11.7,strong,high,"大月山・高縄山"
317,"伊予富士",summit-candidate:6f70c7d3c27fe164,0.78,grounding_neutral,,no_evidence,,location_strong_match,0.78,33.7882403,133.2475791,1746.7,9.3,strong,medium,"伊予富士"
318,"中津山(明神山)",summit-candidate:fec0bb942061619b,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.5755696,133.0461981,1539.5,1.5,strong,medium,"中津山(明神山)・猿越山"
319,"猿越山",summit-candidate:eb3b108c5d508377,0.63,grounding_weakened,8451.5,single_cluster_consensus,0.96,location_uncertain_keep,0.69,33.5756361,133.0483249,1459.7,24.7,strong,deprioritized,"中津山(明神山)・猿越山"
320,"銅山峰",summit-candidate:006436491de34784,0.61,grounding_weakened,5940,single_cluster_consensus,0.98,location_strong_match,0.67,33.8159575,133.3107033,1729.6,399.6,strong,deprioritized,"銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平"
321,"西山",summit-candidate:057580d1c60049b6,0.79,grounding_weakened,2005.8,single_cluster_consensus,0.96,location_strong_match,0.85,33.8596586,133.3188738,1425.3,3.7,strong,deprioritized,"銅山峰・西山・三の森・二の森・一の森"
322,"三の森",summit-candidate:057580d1c60049b6,0.61,grounding_weakened,13104.1,single_cluster_consensus,0.95,location_strong_match,0.67,33.8596586,133.3188738,1425.3,271.3,strong,deprioritized,"銅山峰・西山・三の森・二の森・一の森"
323,"二の森",summit-candidate:057580d1c60049b6,0.61,grounding_weakened,13657.3,single_cluster_consensus,0.95,location_strong_match,0.67,33.8596586,133.3188738,1425.3,385.3,strong,deprioritized,"銅山峰・西山・三の森・二の森・一の森"
324,"一の森",summit-candidate:0dea5d073885dc9d,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8793776,133.3116827,831.1,0.9,strong,medium,"銅山峰・西山・三の森・二の森・一の森"
325,"三ッ足山",summit-candidate:8078eb6cc96c519a,0.79,grounding_weakened,2201.1,single_cluster_consensus,0.97,location_strong_match,0.85,33.895514,133.6139166,1096.6,6.4,strong,deprioritized,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰"
326,"カガマシ山",summit-candidate:0886436b79473a6c,0.79,grounding_weakened,3547.2,single_cluster_consensus,0.98,location_strong_match,0.85,33.8803402,133.6037486,1340.5,2.5,strong,deprioritized,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰"
327,"橡尾山",summit-candidate:a1b1b7885eeab893,0.62,grounding_weakened,5451.2,single_cluster_consensus,0.97,location_uncertain_keep,0.68,33.8717366,133.6269198,1220.9,1.1,strong,deprioritized,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰"
328,"笹ヶ峰",summit-candidate:a53ed6259e132097,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.8837598,133.6434747,1017.4,1.6,strong,medium,"三ッ足山・カガマシ山・橡尾山・笹ヶ峰"
329,"ハネズル山",summit-candidate:e2c08955f9275289,0.79,grounding_weakened,12884.9,single_cluster_consensus,0.98,location_strong_match,0.85,33.88745,133.4510092,1291.9,7.1,strong,deprioritized,"ハネズル山"
330,"天堤山",summit-candidate:f54f44da226a4a15,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.8625158,133.4945751,1134.9,12.2,strong,medium,"天堤山"
331,"五郎丸",summit-candidate:edac81b361bdc70c,0.72,grounding_weakened,13709.6,single_cluster_consensus,0.94,location_strong_match,0.78,34.0123819,133.6793921,591.8,3.2,strong,deprioritized,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山"
332,"高丸",summit-candidate:edac81b361bdc70c,0.72,grounding_weakened,13985,single_cluster_consensus,0.94,location_strong_match,0.78,34.0123819,133.6793921,591.8,2.8,strong,deprioritized,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山"
333,"金見山",summit-candidate:edac81b361bdc70c,0.72,grounding_weakened,13885.7,single_cluster_consensus,0.95,location_strong_match,0.78,34.0123819,133.6793921,591.8,4.2,strong,deprioritized,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山"
334,"木峰",summit-candidate:edac81b361bdc70c,0.72,grounding_weakened,14820,single_cluster_consensus,0.94,location_strong_match,0.78,34.0123819,133.6793921,591.8,2.2,strong,deprioritized,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山"
335,"天狗森",summit-candidate:edac81b361bdc70c,0.54,grounding_weakened,15186.6,single_cluster_consensus,0.94,location_strong_match,0.6,34.0123819,133.6793921,591.8,56.8,strong,deprioritized,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山"
336,"唐谷山",summit-candidate:32c1cf967ab82dbe,0.56,grounding_weakened,15601.2,single_cluster_consensus,0.93,location_uncertain_keep,0.62,34.0356467,133.6297572,503.2,18.2,strong,deprioritized,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山"
337,"龍王山",summit-candidate:edac81b361bdc70c,0.54,grounding_weakened,16444.7,single_cluster_consensus,0.94,location_strong_match,0.6,34.0123819,133.6793921,591.8,141.8,strong,deprioritized,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山"
338,"大谷山",summit-candidate:32c1cf967ab82dbe,0.62,grounding_weakened,15517.5,single_cluster_consensus,0.95,location_uncertain_keep,0.68,34.0356467,133.6297572,503.2,3.8,strong,deprioritized,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山"
339,"城山",summit-candidate:edac81b361bdc70c,0.54,grounding_weakened,9769.2,single_cluster_consensus,0.98,location_strong_match,0.6,34.0123819,133.6793921,591.8,529.8,strong,deprioritized,"唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山"
340,"本尊山",summit-candidate:0bd3d051cdb972fd,0.61,grounding_weakened,2422.6,single_cluster_consensus,0.95,location_strong_match,0.67,33.6988091,132.6831717,632.3,445.3,strong,deprioritized,"本尊山・秋葉山・立烏帽子山・明神山"
341,"秋葉山",summit-candidate:0bd3d051cdb972fd,0.79,grounding_weakened,4838.8,single_cluster_consensus,0.94,location_strong_match,0.85,33.6988091,132.6831717,632.3,1.3,strong,deprioritized,"本尊山・秋葉山・立烏帽子山・明神山"
342,"立烏帽子山",summit-candidate:f12898f5821b63b8,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6910161,132.6669514,530.1,5.9,strong,medium,"本尊山・秋葉山・立烏帽子山・明神山"
343,"明神山",summit-candidate:0bd3d051cdb972fd,0.79,grounding_weakened,5318.9,single_cluster_consensus,0.95,location_strong_match,0.85,33.6988091,132.6831717,632.3,1.7,strong,deprioritized,"本尊山・秋葉山・立烏帽子山・明神山"
344,"陣が森",summit-candidate:6b0155a434d72d79,0.62,grounding_weakened,29000.7,single_cluster_consensus,0.96,location_uncertain_keep,0.68,33.9890249,132.8891658,532.4,5.6,strong,deprioritized,"陣が森・岩が森・スクモ塚・高萩山・長者森"
345,"岩が森",summit-candidate:c195c34fb7e38d7a,0.62,grounding_weakened,28518.9,single_cluster_consensus,0.94,location_uncertain_keep,0.68,33.9955014,132.8701408,418.5,5.5,strong,deprioritized,"陣が森・岩が森・スクモ塚・高萩山・長者森"
346,"スクモ塚",summit-candidate:d8270fc572efc0b2,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.99782,132.8482925,279.1,4,strong,medium,"陣が森・岩が森・スクモ塚・高萩山・長者森"
347,"高萩山",summit-candidate:f0a03b36c279ddd3,0.69,grounding_weakened,27723.3,single_cluster_consensus,0.95,location_uncertain_keep,0.75,33.9985859,132.8339632,352.8,3.2,strong,deprioritized,"陣が森・岩が森・スクモ塚・高萩山・長者森"
348,"長者森",summit-candidate:bcc05b721653749f,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,34.0073425,132.8450021,290.4,2.6,strong,medium,"陣が森・岩が森・スクモ塚・高萩山・長者森"
349,"八倉山",summit-candidate:4416099ca0f9da08,0.79,grounding_weakened,4156.9,single_cluster_consensus,0.96,location_strong_match,0.85,33.7478819,132.7506238,260.2,3.2,strong,deprioritized,"笹ヶ平山"
350,"行道山",summit-candidate:cfd366be872f9534,0.838,grounding_weakly_supported,458.4,single_cluster_consensus,0.99,location_strong_match,0.73,33.7579255,132.7571571,401.9,30.9,strong,high,"八倉山・行道山・水晶ヶ森"
351,"水晶ヶ森",summit-candidate:cfd366be872f9534,0.85,grounding_neutral,1766.7,single_cluster_consensus,0.95,location_strong_match,0.85,33.7579255,132.7571571,401.9,1.1,strong,medium,"八倉山・行道山・水晶ヶ森"
352,"笹ヶ平山",summit-candidate:4416099ca0f9da08,0.79,grounding_weakened,5436.7,single_cluster_consensus,0.94,location_strong_match,0.85,33.7478819,132.7506238,260.2,0.8,strong,deprioritized,"笹ヶ平山"
353,"壺神山",summit-candidate:c58c0ba7145621b9,0.63,grounding_weakened,2237.6,single_cluster_consensus,0.99,location_uncertain_keep,0.69,33.6056753,132.5543754,984.3,13.4,strong,deprioritized,"壺神山・滝山・足山・皿が森"
354,"滝山",summit-candidate:38105da918da8262,0.85,grounding_neutral,,no_evidence,,location_strong_match,0.85,33.6137407,132.5447284,733.1,7.1,strong,medium,"壺神山・滝山・足山・皿が森"
355,"足山",summit-candidate:0048d4d3a7981b80,0.73,grounding_weakened,5916.6,single_cluster_consensus,0.96,location_strong_match,0.79,33.6062894,132.5155614,697.5,22.5,strong,deprioritized,"壺神山・滝山・足山・皿が森"
356,"皿が森",summit-candidate:4db5b3ffd85092bf,0.79,grounding_neutral,,no_evidence,,location_strong_match,0.79,33.5995314,132.5168274,627,17,strong,medium,"壺神山・滝山・足山・皿が森"
357,"尉之山",summit-candidate:2b833dfb6f3f84c1,0.73,grounding_weakened,16536.3,single_cluster_consensus,0.96,location_strong_match,0.79,33.7282794,132.8388236,371.3,11.7,strong,deprioritized,"勝山"
