mountain_no,mountain_name,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_track_name,top_source_gpx_basename,top_candidate_ele_m,mountain_elevation_m,top_elevation_diff_m,csv_coordinate_distance_m,location_summary,activity_link_summary,needs_human_review,review_reason_codes,notes
249,羽子山,15,summit-candidate:9a0532ee2b40e5f3,0.75,medium,瀬戸黒森・三森・羽子山・観音森,yamap_2023-11-19_06_46.gpx,725.50,730,4.5,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=羽子山(#249); candidate=summit-candidate:9a0532ee2b40e5f3; track=""瀬戸黒森・三森・羽子山・観音森""; score=0.75; name_tier=strong; ele_diff=4.5m; loc=strong_overlap; act_conf=high"
250,観音森,17,summit-candidate:cf1cb583d492455c,0.75,medium,瀬戸黒森・三森・羽子山・観音森,yamap_2023-11-19_06_46.gpx,784.94,779,5.94,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=観音森(#250); candidate=summit-candidate:cf1cb583d492455c; track=""瀬戸黒森・三森・羽子山・観音森""; score=0.75; name_tier=strong; ele_diff=5.94m; loc=strong_overlap; act_conf=high"
251,三森,18,summit-candidate:f7593239fa7bdcc9,0.75,medium,瀬戸黒森・三森・羽子山・観音森,yamap_2023-11-19_06_46.gpx,864.31,867,2.69,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=三森(#251); candidate=summit-candidate:f7593239fa7bdcc9; track=""瀬戸黒森・三森・羽子山・観音森""; score=0.75; name_tier=strong; ele_diff=2.69m; loc=strong_overlap; act_conf=high"
252,総津権現山,33,summit-candidate:f108570a8e33ce90,0.75,medium,総津権現山,yamap_2023-12-17_07_11.gpx,437.40,440,2.6,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=総津権現山(#252); candidate=summit-candidate:f108570a8e33ce90; track=""総津権現山""; score=0.75; name_tier=strong; ele_diff=2.6m; loc=strong_overlap; act_conf=high"
253,秦皇山,16,summit-candidate:1d97e1955af85092,0.57,medium,平岡山(平岡城址) ,yamap_2023-12-17_10_30.gpx,417.80,874,456.2,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,"mountain=秦皇山(#253); candidate=summit-candidate:1d97e1955af85092; track=""平岡山(平岡城址) ""; score=0.57; name_tier=strong; ele_diff=456.2m; loc=strong_overlap; act_conf=high"
254,平岡山(平岡城址),28,summit-candidate:1d97e1955af85092,0.75,medium,平岡山(平岡城址) ,yamap_2023-12-17_10_30.gpx,417.80,414,3.8,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=平岡山(平岡城址)(#254); candidate=summit-candidate:1d97e1955af85092; track=""平岡山(平岡城址) ""; score=0.75; name_tier=strong; ele_diff=3.8m; loc=strong_overlap; act_conf=high"
255,竜門山,20,summit-candidate:64a47ed9c06f56d5,0.75,medium,竜門山・大黒山,yamap_2024-01-14_10_18.gpx,430.99,439,8.01,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=竜門山(#255); candidate=summit-candidate:64a47ed9c06f56d5; track=""竜門山・大黒山""; score=0.75; name_tier=strong; ele_diff=8.01m; loc=strong_overlap; act_conf=high"
256,大黒山,27,summit-candidate:64a47ed9c06f56d5,0.57,medium,竜門山・大黒山,yamap_2024-01-14_10_18.gpx,430.99,321,109.99,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,"mountain=大黒山(#256); candidate=summit-candidate:64a47ed9c06f56d5; track=""竜門山・大黒山""; score=0.57; name_tier=strong; ele_diff=109.99m; loc=strong_overlap; act_conf=high"
257,大空山,31,summit-candidate:fd13fabb918486e6,0.68,medium,大空山,yamap_2024-01-27_08_01.gpx,348.28,352,3.72,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=大空山(#257); candidate=summit-candidate:fd13fabb918486e6; track=""大空山""; score=0.68; name_tier=strong; ele_diff=3.72m; loc=mismatch_warning; act_conf=high"
258,御串山,19,summit-candidate:02d59cd1260af017,0.68,medium,御串山,yamap_2024-01-27_10_11.gpx,62.80,66,3.2,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=御串山(#258); candidate=summit-candidate:02d59cd1260af017; track=""御串山""; score=0.68; name_tier=strong; ele_diff=3.2m; loc=mismatch_warning; act_conf=high"
259,宝股山,28,summit-candidate:468c5bbccd8aba53,0.68,medium,宝股山,yamap_2024-01-27_13_31.gpx,300.60,304,3.4,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=宝股山(#259); candidate=summit-candidate:468c5bbccd8aba53; track=""宝股山""; score=0.68; name_tier=strong; ele_diff=3.4m; loc=mismatch_warning; act_conf=high"
260,開山,22,summit-candidate:02d59cd1260af017,0.5,low,御串山,yamap_2024-01-27_10_11.gpx,62.80,149,86.2,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=開山(#260); candidate=summit-candidate:02d59cd1260af017; track=""御串山""; score=0.5; name_tier=strong; ele_diff=86.2m; loc=mismatch_warning; act_conf=high"
261,鳥屋ヶ森,22,summit-candidate:ef6730fa259856ec,0.75,medium,鳥屋ヶ森,yamap_2024-02-10_07_09.gpx,319.69,322,2.31,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=鳥屋ヶ森(#261); candidate=summit-candidate:ef6730fa259856ec; track=""鳥屋ヶ森""; score=0.75; name_tier=strong; ele_diff=2.31m; loc=strong_overlap; act_conf=high"
262,熊ガ峰,28,summit-candidate:ef3e845b5d632dd3,0.75,medium,熊ガ峰,yamap_2024-02-10_09_58.gpx,340.54,343,2.46,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=熊ガ峰(#262); candidate=summit-candidate:ef3e845b5d632dd3; track=""熊ガ峰""; score=0.75; name_tier=strong; ele_diff=2.46m; loc=strong_overlap; act_conf=high"
263,権現山,45,summit-candidate:84f974876f397da1,0.75,medium,権現山,yamap_2024-02-10_13_09.gpx,498.76,489,9.76,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=権現山(#263); candidate=summit-candidate:84f974876f397da1; track=""権現山""; score=0.75; name_tier=strong; ele_diff=9.76m; loc=strong_overlap; act_conf=high"
264,大黒山,16,summit-candidate:f5c22dac4bd015ae,0.75,medium,大黒山・譲ヶ葉森,yamap_2024-02-17_05_38.gpx,1098.25,1106,7.75,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=大黒山(#264); candidate=summit-candidate:f5c22dac4bd015ae; track=""大黒山・譲ヶ葉森""; score=0.75; name_tier=strong; ele_diff=7.75m; loc=strong_overlap; act_conf=high"
265,譲ヶ葉森,15,summit-candidate:19baf3ce30f8991a,0.75,medium,大黒山・譲ヶ葉森,yamap_2024-02-17_05_38.gpx,1021.96,1016,5.96,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=譲ヶ葉森(#265); candidate=summit-candidate:19baf3ce30f8991a; track=""大黒山・譲ヶ葉森""; score=0.75; name_tier=strong; ele_diff=5.96m; loc=strong_overlap; act_conf=high"
266,郭公岳,18,summit-candidate:3853fbbba7330ec4,0.68,medium,高月山・東高月山・郭公岳・櫨ヶ森・毛山,yamap_2024-02-24_07_06.gpx,1010.00,1010,0,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,"mountain=郭公岳(#266); candidate=summit-candidate:3853fbbba7330ec4; track=""高月山・東高月山・郭公岳・櫨ヶ森・毛山""; score=0.68; name_tier=strong; ele_diff=0m; loc=mismatch_warning; act_conf=high"
267,東高月山,21,summit-candidate:62351b8782d6f597,0.69,medium,高月山・東高月山・郭公岳・櫨ヶ森・毛山,yamap_2024-02-24_07_06.gpx,1191.90,1181,10.9,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=東高月山(#267); candidate=summit-candidate:62351b8782d6f597; track=""高月山・東高月山・郭公岳・櫨ヶ森・毛山""; score=0.69; name_tier=strong; ele_diff=10.9m; loc=strong_overlap; act_conf=high"
268,高月山,30,summit-candidate:90c3723735d95c0d,0.75,medium,高月山・東高月山・郭公岳・櫨ヶ森・毛山,yamap_2024-02-24_07_06.gpx,1224.23,1229,4.77,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=高月山(#268); candidate=summit-candidate:90c3723735d95c0d; track=""高月山・東高月山・郭公岳・櫨ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=4.77m; loc=strong_overlap; act_conf=high"
269,櫨ヶ森,17,summit-candidate:ba56c1ac8ac55c5f,0.75,medium,高月山・東高月山・郭公岳・櫨ヶ森・毛山,yamap_2024-02-24_07_06.gpx,1062.82,1064,1.18,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=櫨ヶ森(#269); candidate=summit-candidate:ba56c1ac8ac55c5f; track=""高月山・東高月山・郭公岳・櫨ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=1.18m; loc=strong_overlap; act_conf=high"
270,毛山,24,summit-candidate:40068653b28bad40,0.75,medium,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,yamap_2022-04-08_09_33.gpx,1090.40,1089,1.4,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=毛山(#270); candidate=summit-candidate:40068653b28bad40; track=""鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=1.4m; loc=strong_overlap; act_conf=high"
271,白石山,24,summit-candidate:ac8e3853fbbf0c6f,0.75,medium,白石山,yamap_2024-03-03_06_23.gpx,651.84,648,3.84,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=白石山(#271); candidate=summit-candidate:ac8e3853fbbf0c6f; track=""白石山""; score=0.75; name_tier=strong; ele_diff=3.84m; loc=strong_overlap; act_conf=high"
272,観音岳,18,summit-candidate:a53cc9868b7f2f70,0.68,medium,観音岳,yamap_2024-03-03_08_44.gpx,780.62,782,1.38,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=観音岳(#272); candidate=summit-candidate:a53cc9868b7f2f70; track=""観音岳""; score=0.68; name_tier=strong; ele_diff=1.38m; loc=mismatch_warning; act_conf=high"
273,音無山,19,summit-candidate:97e45d6eab227d56,0.75,medium,音無山,yamap_2024-03-03_10_00.gpx,845.57,850,4.43,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=音無山(#273); candidate=summit-candidate:97e45d6eab227d56; track=""音無山""; score=0.75; name_tier=strong; ele_diff=4.43m; loc=strong_overlap; act_conf=high"
274,天ガ森,25,summit-candidate:93a4d66ef3ee559d,0.69,medium,天ガ森,yamap_2024-03-03_13_33.gpx,343.77,331,12.77,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=天ガ森(#274); candidate=summit-candidate:93a4d66ef3ee559d; track=""天ガ森""; score=0.69; name_tier=strong; ele_diff=12.77m; loc=strong_overlap; act_conf=high"
275,夫婦山,39,summit-candidate:3e9348428f22a320,0.75,medium,夫婦山・白山・観音山・国見山・城山・御勧請山,yamap_2024-03-10_07_12.gpx,385.22,387,1.78,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=夫婦山(#275); candidate=summit-candidate:3e9348428f22a320; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=1.78m; loc=strong_overlap; act_conf=high"
276,白山,29,summit-candidate:13b7a4bb8154974a,0.75,medium,夫婦山・白山・観音山・国見山・城山・御勧請山,yamap_2024-03-10_07_12.gpx,336.03,327,9.03,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=白山(#276); candidate=summit-candidate:13b7a4bb8154974a; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=9.03m; loc=strong_overlap; act_conf=high"
277,観音山,38,summit-candidate:cf29543e6beaa1ec,0.75,medium,夫婦山・白山・観音山・国見山・城山・御勧請山,yamap_2024-03-10_07_12.gpx,365.72,360,5.72,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=観音山(#277); candidate=summit-candidate:cf29543e6beaa1ec; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=5.72m; loc=strong_overlap; act_conf=high"
278,国見山,38,summit-candidate:2ab43729f5e80cbe,0.75,medium,夫婦山・白山・観音山・国見山・城山・御勧請山,yamap_2024-03-10_07_12.gpx,376.30,380,3.7,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=国見山(#278); candidate=summit-candidate:2ab43729f5e80cbe; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=3.7m; loc=strong_overlap; act_conf=high"
279,城山,55,summit-candidate:1432f597b5dca157,0.75,medium,古城山・尾崎山,yamap_2023-01-28_14_27.gpx,253.17,244,9.17,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=城山(#279); candidate=summit-candidate:1432f597b5dca157; track=""古城山・尾崎山""; score=0.75; name_tier=strong; ele_diff=9.17m; loc=strong_overlap; act_conf=high"
280,御勧請山,27,summit-candidate:13b7a4bb8154974a,0.75,medium,夫婦山・白山・観音山・国見山・城山・御勧請山,yamap_2024-03-10_07_12.gpx,336.03,327,9.03,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=御勧請山(#280); candidate=summit-candidate:13b7a4bb8154974a; track=""夫婦山・白山・観音山・国見山・城山・御勧請山""; score=0.75; name_tier=strong; ele_diff=9.03m; loc=strong_overlap; act_conf=high"
281,トギ,37,summit-candidate:e75e04c2fbe61c2f,0.75,medium,トギ・張木山・高手山,yamap_2024-03-16_09_21.gpx,391.45,391,0.45,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=トギ(#281); candidate=summit-candidate:e75e04c2fbe61c2f; track=""トギ・張木山・高手山""; score=0.75; name_tier=strong; ele_diff=0.45m; loc=strong_overlap; act_conf=high"
282,張木山,15,summit-candidate:3c28b6ebd5a97155,0.75,medium,斎藤山,yamap_2024-03-16_13_58.gpx,472.13,468,4.13,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=張木山(#282); candidate=summit-candidate:3c28b6ebd5a97155; track=""斎藤山""; score=0.75; name_tier=strong; ele_diff=4.13m; loc=strong_overlap; act_conf=high"
283,高手山,37,summit-candidate:e75e04c2fbe61c2f,0.69,medium,トギ・張木山・高手山,yamap_2024-03-16_09_21.gpx,391.45,381,10.45,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=高手山(#283); candidate=summit-candidate:e75e04c2fbe61c2f; track=""トギ・張木山・高手山""; score=0.69; name_tier=strong; ele_diff=10.45m; loc=strong_overlap; act_conf=high"
284,斎藤山,20,summit-candidate:3c28b6ebd5a97155,0.69,medium,斎藤山,yamap_2024-03-16_13_58.gpx,472.13,459,13.13,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=斎藤山(#284); candidate=summit-candidate:3c28b6ebd5a97155; track=""斎藤山""; score=0.69; name_tier=strong; ele_diff=13.13m; loc=strong_overlap; act_conf=high"
285,御祝山,17,summit-candidate:9186201ca03b041d,0.57,medium,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,yamap_2024-03-30_07_11.gpx,1160.44,999,161.44,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,"mountain=御祝山(#285); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.57; name_tier=strong; ele_diff=161.44m; loc=strong_overlap; act_conf=high"
286,横ノ森,23,summit-candidate:12c27f259b66de80,0.68,medium,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,yamap_2024-03-30_07_11.gpx,1201.04,1200,1.04,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,"mountain=横ノ森(#286); candidate=summit-candidate:12c27f259b66de80; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.68; name_tier=strong; ele_diff=1.04m; loc=mismatch_warning; act_conf=high"
287,小屋ヶ森,19,summit-candidate:9186201ca03b041d,0.69,medium,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,yamap_2024-03-30_07_11.gpx,1160.44,1184,23.56,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=小屋ヶ森(#287); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.69; name_tier=strong; ele_diff=23.56m; loc=strong_overlap; act_conf=high"
288,串ヶ森,18,summit-candidate:9186201ca03b041d,0.75,medium,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,yamap_2024-03-30_07_11.gpx,1160.44,1160,0.44,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=串ヶ森(#288); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.75; name_tier=strong; ele_diff=0.44m; loc=strong_overlap; act_conf=high"
289,目黒鳥屋,17,summit-candidate:9186201ca03b041d,0.75,medium,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,yamap_2024-03-30_07_11.gpx,1160.44,1157,3.44,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=目黒鳥屋(#289); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.75; name_tier=strong; ele_diff=3.44m; loc=strong_overlap; act_conf=high"
290,長尾森,16,summit-candidate:9186201ca03b041d,0.69,medium,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,yamap_2024-03-30_07_11.gpx,1160.44,1180,19.56,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=長尾森(#290); candidate=summit-candidate:9186201ca03b041d; track=""御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森""; score=0.69; name_tier=strong; ele_diff=19.56m; loc=strong_overlap; act_conf=high"
291,二箆山,21,summit-candidate:0a89128346167f6e,0.69,medium,二箆山・西雑誌山,yamap_2024-04-07_06_45.gpx,1158.37,1169,10.63,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=二箆山(#291); candidate=summit-candidate:0a89128346167f6e; track=""二箆山・西雑誌山""; score=0.69; name_tier=strong; ele_diff=10.63m; loc=strong_overlap; act_conf=high"
292,西雑誌山,18,summit-candidate:aa8ff99fc3bd426d,0.75,medium,二箆山・西雑誌山,yamap_2024-04-07_06_45.gpx,1347.94,1341,6.94,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=西雑誌山(#292); candidate=summit-candidate:aa8ff99fc3bd426d; track=""二箆山・西雑誌山""; score=0.75; name_tier=strong; ele_diff=6.94m; loc=strong_overlap; act_conf=high"
293,気多山,26,summit-candidate:e010f98d2b23f547,0.75,medium,気多山・八辻ノ峰・五代ヶ森,yamap_2024-04-20_05_43.gpx,1212.52,1218,5.48,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=気多山(#293); candidate=summit-candidate:e010f98d2b23f547; track=""気多山・八辻ノ峰・五代ヶ森""; score=0.75; name_tier=strong; ele_diff=5.48m; loc=strong_overlap; act_conf=high"
294,八辻ノ峰,14,summit-candidate:76cc7bb75549e7a1,0.69,medium,気多山・八辻ノ峰・五代ヶ森,yamap_2024-04-20_05_43.gpx,1709.16,1724,14.84,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=八辻ノ峰(#294); candidate=summit-candidate:76cc7bb75549e7a1; track=""気多山・八辻ノ峰・五代ヶ森""; score=0.69; name_tier=strong; ele_diff=14.84m; loc=strong_overlap; act_conf=high"
295,五代ヶ森,16,summit-candidate:76cc7bb75549e7a1,0.75,medium,気多山・八辻ノ峰・五代ヶ森,yamap_2024-04-20_05_43.gpx,1709.16,1711,1.84,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=五代ヶ森(#295); candidate=summit-candidate:76cc7bb75549e7a1; track=""気多山・八辻ノ峰・五代ヶ森""; score=0.75; name_tier=strong; ele_diff=1.84m; loc=strong_overlap; act_conf=high"
296,桂ヶ森,25,summit-candidate:c210f415fc55501f,0.75,medium,桂ヶ森,yamap_2024-04-27_08_04.gpx,1220.03,1224,3.97,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=桂ヶ森(#296); candidate=summit-candidate:c210f415fc55501f; track=""桂ヶ森""; score=0.75; name_tier=strong; ele_diff=3.97m; loc=strong_overlap; act_conf=high"
297,狼ヶ城山,20,summit-candidate:95a8fa74fd4af7b0,0.75,medium,狼ヶ城山,yamap_2024-04-28_07_11.gpx,1376.77,1380,3.23,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=狼ヶ城山(#297); candidate=summit-candidate:95a8fa74fd4af7b0; track=""狼ヶ城山""; score=0.75; name_tier=strong; ele_diff=3.23m; loc=strong_overlap; act_conf=high"
298,日浦嶺,20,summit-candidate:606168b97944fce5,0.68,medium,日浦嶺・打越山,yamap_2024-04-28_10_37.gpx,900.06,901,0.94,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=日浦嶺(#298); candidate=summit-candidate:606168b97944fce5; track=""日浦嶺・打越山""; score=0.68; name_tier=strong; ele_diff=0.94m; loc=mismatch_warning; act_conf=high"
299,打越山,16,summit-candidate:498b9618ca98fa34,0.68,medium,日浦嶺・打越山,yamap_2024-04-28_10_37.gpx,854.20,860,5.8,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=打越山(#299); candidate=summit-candidate:498b9618ca98fa34; track=""日浦嶺・打越山""; score=0.68; name_tier=strong; ele_diff=5.8m; loc=mismatch_warning; act_conf=high"
300,面河山,6,summit-candidate:22e40e9eb117a033,0.75,medium,面河山,yamap_2024-05-03_08_45.gpx,1519.86,1521,1.14,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=面河山(#300); candidate=summit-candidate:22e40e9eb117a033; track=""面河山""; score=0.75; name_tier=strong; ele_diff=1.14m; loc=strong_overlap; act_conf=high"
301,丸笹山,8,summit-candidate:aa6060fe8a831f45,0.75,medium,丸滝山,yamap_2024-05-11_13_46.gpx,1542.97,1535,7.97,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=丸笹山(#301); candidate=summit-candidate:aa6060fe8a831f45; track=""丸滝山""; score=0.75; name_tier=strong; ele_diff=7.97m; loc=strong_overlap; act_conf=high"
302,丸滝山,9,summit-candidate:5ec5a611be375a53,0.69,medium,丸笹山,yamap_2024-05-11_07_45.gpx,1567.14,1556,11.14,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,"mountain=丸滝山(#302); candidate=summit-candidate:5ec5a611be375a53; track=""丸笹山""; score=0.69; name_tier=strong; ele_diff=11.14m; loc=strong_overlap; act_conf=high"
303,名石山,27,summit-candidate:ea919bf883e31a7b,0.75,medium,名石山,yamap_2024-05-15_11_16.gpx,289.76,297,7.24,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=名石山(#303); candidate=summit-candidate:ea919bf883e31a7b; track=""名石山""; score=0.75; name_tier=strong; ele_diff=7.24m; loc=strong_overlap; act_conf=high"
304,青刈山,31,summit-candidate:588c967023117267,0.5,low,鏡山,yamap_2022-09-26_14_04.gpx,201.48,342,140.52,,mismatch_warning,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,"mountain=青刈山(#304); candidate=summit-candidate:588c967023117267; track=""鏡山""; score=0.5; name_tier=strong; ele_diff=140.52m; loc=mismatch_warning; act_conf=high"
305,椿山,7,summit-candidate:1b665bc67a34756a,0.75,medium,椿山,yamap_2024-06-01_07_14.gpx,1579.67,1585,5.33,,strong_overlap,high,true,multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,"mountain=椿山(#305); candidate=summit-candidate:1b665bc67a34756a; track=""椿山""; score=0.75; name_tier=strong; ele_diff=5.33m; loc=strong_overlap; act_conf=high"
