mountain_no,mountain_name,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_track_name,top_source_gpx_basename,candidate_center_municipality,mountain_source_municipality,candidate_municipality_stability,location_stability_bucket,municipality_relation,center_distance_to_boundary_m,all_cardinal_1km_same,distance_stable_interior,location_stability_review_priority,review_reason_codes,notes
55,"明神山",24,summit-candidate:3259dfe3d9ce60c5,0.8500,medium,"明神山・潮見山","yamap_2022-03-23_07_38.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,1802.528,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=明神山(#55); candidate=summit-candidate:3259dfe3d9ce60c5; track=""明神山・潮見山""; score=0.75; name_tier=strong; ele_diff=8.75m; loc=strong_overlap; act_conf=high"
56,"潮見山",29,summit-candidate:45439217573adfc4,0.8500,medium,"明神山・潮見山","yamap_2022-03-23_07_38.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,1365.808,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=潮見山(#56); candidate=summit-candidate:45439217573adfc4; track=""明神山・潮見山""; score=0.75; name_tier=strong; ele_diff=3.06m; loc=strong_overlap; act_conf=high"
57,"十門山(十門城址)",12,summit-candidate:a94564816fd4afff,0.8500,medium,"十門山(十門城址)・ヨソ山","yamap_2022-03-25_12_12.gpx","東温市","東温市",stable_interior,location_strong_match,same_municipality,2407.238,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=十門山(十門城址)(#57); candidate=summit-candidate:a94564816fd4afff; track=""十門山(十門城址)・ヨソ山""; score=0.75; name_tier=strong; ele_diff=6.29m; loc=strong_overlap; act_conf=high"
58,"ヨソ山",22,summit-candidate:555fd1e3be8780dd,0.6300,medium,"十門山(十門城址)・ヨソ山","yamap_2022-03-25_12_12.gpx","東温市","西条市",stable_interior,adjacent_but_deep_inside,adjacent_municipality,3611.807,true,true,low,"adjacent_but_deep_inside","mountain=ヨソ山(#58); candidate=summit-candidate:555fd1e3be8780dd; track=""十門山(十門城址)・ヨソ山""; score=0.68; name_tier=strong; ele_diff=4.12m; loc=mismatch_warning; act_conf=high"
59,"忽那山",13,summit-candidate:daa8d4127fc92552,0.8500,medium,"忽那山","yamap_2022-04-06_09_25.gpx","松山市","松山市",near_boundary,location_strong_match,same_municipality,71.469,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=忽那山(#59); candidate=summit-candidate:daa8d4127fc92552; track=""忽那山""; score=0.75; name_tier=strong; ele_diff=2.7m; loc=strong_overlap; act_conf=high"
60,"鬼ヶ城山",22,summit-candidate:7ceb76663c2bb81b,0.8500,medium,"鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","yamap_2022-04-08_09_33.gpx","宇和島市","宇和島市",stable_interior,location_strong_match,same_municipality,1322.858,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=鬼ヶ城山(#60); candidate=summit-candidate:7ceb76663c2bb81b; track=""鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=4.43m; loc=strong_overlap; act_conf=high"
61,"三本杭",29,summit-candidate:babbcdf7bbd23463,0.8500,medium,"鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","yamap_2022-04-08_09_33.gpx","宇和島市","宇和島市",near_boundary,location_strong_match,same_municipality,160.827,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=三本杭(#61); candidate=summit-candidate:babbcdf7bbd23463; track=""鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=3.51m; loc=strong_overlap; act_conf=high"
62,"八面山",20,summit-candidate:27c1036d4aa2230e,0.8500,medium,"鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","yamap_2022-04-08_09_33.gpx","宇和島市","宇和島市",near_boundary,location_strong_match,same_municipality,32.111,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=八面山(#62); candidate=summit-candidate:27c1036d4aa2230e; track=""鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=1.55m; loc=strong_overlap; act_conf=high"
63,"大久保山",22,summit-candidate:7ceb76663c2bb81b,0.8500,medium,"鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山","yamap_2022-04-08_09_33.gpx","宇和島市","宇和島市",stable_interior,location_strong_match,same_municipality,1322.858,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=大久保山(#63); candidate=summit-candidate:7ceb76663c2bb81b; track=""鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山""; score=0.75; name_tier=strong; ele_diff=0.43m; loc=strong_overlap; act_conf=high"
64,"大月山",20,summit-candidate:9a68e7a3a97831ff,0.8500,medium,"大月山・高縄山","yamap_2022-04-09_14_44.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,4359.288,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=大月山(#64); candidate=summit-candidate:9a68e7a3a97831ff; track=""大月山・高縄山""; score=0.75; name_tier=strong; ele_diff=2.39m; loc=strong_overlap; act_conf=high"
65,"引地山",15,summit-candidate:7a1f0e8b5f9e5cc2,0.5500,low,"皿ヶ嶺・引地山","yamap_2022-04-15_11_52.gpx","久万高原町","松山市",near_boundary,boundary_plausible,adjacent_municipality,459.68,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=引地山(#65); candidate=summit-candidate:7a1f0e8b5f9e5cc2; track=""皿ヶ嶺・引地山""; score=0.5; name_tier=strong; ele_diff=250.04m; loc=mismatch_warning; act_conf=high"
66,"東三方ヶ森",27,summit-candidate:d06b9d5365beffaa,0.7500,medium,"東三方ヶ森","yamap_2022-04-16_07_39.gpx","","東温市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,6.511,false,false,high,"top_1_but_ambiguous","mountain=東三方ヶ森(#66); candidate=summit-candidate:d06b9d5365beffaa; track=""東三方ヶ森""; score=0.75; name_tier=strong; ele_diff=3.5m; loc=strong_overlap; act_conf=high"
67,"甲が森",22,summit-candidate:50d68ea03af3c4ff,0.8500,medium,"甲が森","yamap_2022-04-22_11_13.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,4196.988,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=甲が森(#67); candidate=summit-candidate:50d68ea03af3c4ff; track=""甲が森""; score=0.75; name_tier=strong; ele_diff=5.72m; loc=strong_overlap; act_conf=high"
68,"三滝山",25,summit-candidate:da65a16f23740e83,0.8500,medium,"三滝山","yamap_2022-04-22_12_22.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,2821.06,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=三滝山(#68); candidate=summit-candidate:da65a16f23740e83; track=""三滝山""; score=0.75; name_tier=strong; ele_diff=4.77m; loc=strong_overlap; act_conf=high"
69,"雨包山",19,summit-candidate:6198ad7009d86ec2,0.8500,medium,"雨包山","yamap_2022-04-22_14_13.gpx","西予市","西予市",near_boundary,location_strong_match,same_municipality,143.074,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=雨包山(#69); candidate=summit-candidate:6198ad7009d86ec2; track=""雨包山""; score=0.75; name_tier=strong; ele_diff=6.49m; loc=strong_overlap; act_conf=high"
70,"源氏ヶ駄場（薊野峰）",20,summit-candidate:e85b9bd32eb5e6f1,0.7900,medium,"源氏ヶ駄場（薊野峰）","yamap_2022-04-22_16_48.gpx","西予市","西予市",near_boundary,location_strong_match,same_municipality,12.401,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=源氏ヶ駄場（薊野峰）(#70); candidate=summit-candidate:e85b9bd32eb5e6f1; track=""源氏ヶ駄場（薊野峰）""; score=0.69; name_tier=strong; ele_diff=12.73m; loc=strong_overlap; act_conf=high"
71,"碁石ヶ森",21,summit-candidate:ee9d736a090185dd,0.8500,medium,"碁石ヶ森","yamap_2022-04-22_17_29.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,1020.293,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=碁石ヶ森(#71); candidate=summit-candidate:ee9d736a090185dd; track=""碁石ヶ森""; score=0.75; name_tier=strong; ele_diff=5.12m; loc=strong_overlap; act_conf=high"
72,"伊之子山",16,summit-candidate:15c71a530dcecd2e,0.5800,low,"伊之子山・左谷ノ森","yamap_2022-04-25_11_35.gpx","松山市","松山市",near_boundary,location_strong_match,same_municipality,36.569,false,false,high,"top_1_but_ambiguous","mountain=伊之子山(#72); candidate=summit-candidate:15c71a530dcecd2e; track=""伊之子山・左谷ノ森""; score=0.48; name_tier=strong; ele_diff=71.72m; loc=strong_overlap; act_conf=low"
73,"御在所山",22,summit-candidate:61f36127d879648f,0.7500,medium,"御在所山","yamap_2022-04-27_10_31.gpx","","西予市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,11.242,false,false,high,"top_1_but_ambiguous","mountain=御在所山(#73); candidate=summit-candidate:61f36127d879648f; track=""御在所山""; score=0.75; name_tier=strong; ele_diff=3.12m; loc=strong_overlap; act_conf=high"
74,"岩黒山",10,summit-candidate:591204fdc01b55b6,0.7500,medium,"岩黒山・筒上山・手箱山","yamap_2022-04-30_08_30.gpx","","久万高原町",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,5.205,false,false,high,"top_1_but_ambiguous","mountain=岩黒山(#74); candidate=summit-candidate:591204fdc01b55b6; track=""岩黒山・筒上山・手箱山""; score=0.75; name_tier=strong; ele_diff=3.57m; loc=strong_overlap; act_conf=high"
75,"筒上山",10,summit-candidate:71b10e23075edf20,0.8500,medium,"岩黒山・筒上山・手箱山","yamap_2022-04-30_08_30.gpx","久万高原町","久万高原町",near_boundary,location_strong_match,same_municipality,2.797,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=筒上山(#75); candidate=summit-candidate:71b10e23075edf20; track=""岩黒山・筒上山・手箱山""; score=0.75; name_tier=strong; ele_diff=3.23m; loc=strong_overlap; act_conf=high"
76,"手箱山",4,summit-candidate:43f9d4fa36aabb79,0.6800,medium,"岩黒山・筒上山・手箱山","yamap_2022-04-30_08_30.gpx","","久万高原町",outside_prefecture,location_uncertain_keep,candidate_outside_prefecture,,false,false,high,"top_1_but_ambiguous","mountain=手箱山(#76); candidate=summit-candidate:43f9d4fa36aabb79; track=""岩黒山・筒上山・手箱山""; score=0.68; name_tier=strong; ele_diff=2.47m; loc=mismatch_warning; act_conf=high"
77,"大川嶺",7,summit-candidate:1ebd63d8e2790409,0.8500,medium,"大川嶺・笠取山・ウバホド山","yamap_2022-05-02_09_06.gpx","久万高原町","久万高原町",near_boundary,location_strong_match,same_municipality,64.14,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=大川嶺(#77); candidate=summit-candidate:1ebd63d8e2790409; track=""大川嶺・笠取山・ウバホド山""; score=0.75; name_tier=strong; ele_diff=7.15m; loc=strong_overlap; act_conf=high"
78,"笠取山",9,summit-candidate:33637f0e3b5b1405,0.7500,medium,"大川嶺・笠取山・ウバホド山","yamap_2022-05-02_09_06.gpx","","久万高原町",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,16.729,false,false,medium,"top_3_with_evidence","mountain=笠取山(#78); candidate=summit-candidate:33637f0e3b5b1405; track=""大川嶺・笠取山・ウバホド山""; score=0.75; name_tier=strong; ele_diff=5.71m; loc=strong_overlap; act_conf=high"
79,"ウバホド山",10,summit-candidate:1ebd63d8e2790409,0.6700,medium,"大川嶺・笠取山・ウバホド山","yamap_2022-05-02_09_06.gpx","久万高原町","久万高原町",near_boundary,location_strong_match,same_municipality,64.14,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=ウバホド山(#79); candidate=summit-candidate:1ebd63d8e2790409; track=""大川嶺・笠取山・ウバホド山""; score=0.57; name_tier=strong; ele_diff=50.15m; loc=strong_overlap; act_conf=high"
80,"うなめご",15,summit-candidate:ea6bebee79234da7,0.7300,medium,"陣ヶ森・前々司山・うなめご","yamap_2022-05-05_13_29.gpx","久万高原町","東温市",near_boundary,boundary_plausible,adjacent_municipality,29.048,false,false,high,"top_1_but_ambiguous","mountain=うなめご(#80); candidate=summit-candidate:ea6bebee79234da7; track=""陣ヶ森・前々司山・うなめご""; score=0.68; name_tier=strong; ele_diff=7.47m; loc=mismatch_warning; act_conf=high"
81,"前々司山",21,summit-candidate:e7e4429a39f6359f,0.7500,medium,"陣ヶ森・前々司山・うなめご","yamap_2022-05-05_13_29.gpx","","東温市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,2.283,false,false,high,"top_1_but_ambiguous","mountain=前々司山(#81); candidate=summit-candidate:e7e4429a39f6359f; track=""陣ヶ森・前々司山・うなめご""; score=0.75; name_tier=strong; ele_diff=2.83m; loc=strong_overlap; act_conf=high"
82,"陣ヶ森",22,summit-candidate:e084389cc60ad329,0.7300,medium,"陣ヶ森・前々司山・うなめご","yamap_2022-05-05_13_29.gpx","久万高原町","東温市",near_boundary,boundary_plausible,adjacent_municipality,54.574,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=陣ヶ森(#82); candidate=summit-candidate:e084389cc60ad329; track=""陣ヶ森・前々司山・うなめご""; score=0.68; name_tier=strong; ele_diff=3.65m; loc=mismatch_warning; act_conf=high"
83,"寒川山",19,summit-candidate:2f7dbee4c5bde53e,0.6700,medium,"寒川山・鋸山・七々木山・豊受山・赤星山","yamap_2022-05-07_07_14.gpx","四国中央市","四国中央市",stable_interior,location_strong_match,same_municipality,4653.477,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=寒川山(#83); candidate=summit-candidate:2f7dbee4c5bde53e; track=""寒川山・鋸山・七々木山・豊受山・赤星山""; score=0.57; name_tier=strong; ele_diff=434.98m; loc=strong_overlap; act_conf=high"
84,"豊受山",22,summit-candidate:2f7dbee4c5bde53e,0.8500,medium,"寒川山・鋸山・七々木山・豊受山・赤星山","yamap_2022-05-07_07_14.gpx","四国中央市","四国中央市",stable_interior,location_strong_match,same_municipality,4653.477,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=豊受山(#84); candidate=summit-candidate:2f7dbee4c5bde53e; track=""寒川山・鋸山・七々木山・豊受山・赤星山""; score=0.75; name_tier=strong; ele_diff=4.98m; loc=strong_overlap; act_conf=high"
85,"赤星山",21,summit-candidate:db51ae1b2be57eea,0.8500,medium,"寒川山・鋸山・七々木山・豊受山・赤星山","yamap_2022-05-07_07_14.gpx","四国中央市","四国中央市",stable_interior,location_strong_match,same_municipality,3509.424,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=赤星山(#85); candidate=summit-candidate:db51ae1b2be57eea; track=""寒川山・鋸山・七々木山・豊受山・赤星山""; score=0.75; name_tier=strong; ele_diff=1.92m; loc=strong_overlap; act_conf=high"
86,"七々木山",20,summit-candidate:2f7dbee4c5bde53e,0.6700,medium,"寒川山・鋸山・七々木山・豊受山・赤星山","yamap_2022-05-07_07_14.gpx","四国中央市","四国中央市",stable_interior,location_strong_match,same_municipality,4653.477,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=七々木山(#86); candidate=summit-candidate:2f7dbee4c5bde53e; track=""寒川山・鋸山・七々木山・豊受山・赤星山""; score=0.57; name_tier=strong; ele_diff=106.98m; loc=strong_overlap; act_conf=high"
87,"鋸山",16,summit-candidate:2f7dbee4c5bde53e,0.6700,medium,"寒川山・鋸山・七々木山・豊受山・赤星山","yamap_2022-05-07_07_14.gpx","四国中央市","四国中央市",stable_interior,location_strong_match,same_municipality,4653.477,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=鋸山(#87); candidate=summit-candidate:2f7dbee4c5bde53e; track=""寒川山・鋸山・七々木山・豊受山・赤星山""; score=0.57; name_tier=strong; ele_diff=234.98m; loc=strong_overlap; act_conf=high"
